UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage,Pos_Rank_Average,pass_Volume,shot_Volume,dribble_Volume,pass_Accuracy,shot_Accuracy,dribble_Accuracy,tpr_club,UID
45092573,,Ryôya Ogawa,1996-11-24,JPN,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Left,Reasonable,Very Strong,"DL,WBL",183,78 kg,25,350000 - 1000000,31500,184,5,,5,-,Technical,-,Complete Wing-Back,Support,DL,69,9,64,59,54,64,69,14,9,64,44,59,59,59,64,59,4,49,59,54,54,4,54,59,9,39,49,54,49,69,49,4,64,64,49,44,4,14,9,64,54,54,64,64,4,49,54,11542,1017,350000.0,1000000.0,9875596.0,DL_Complete Wing-Back,4,15,57,72,44,43,41,20,43,50,43,88,60,40,61,50,60,88,57,,5000,12015,4,44.33,1.33,1.8,76.72,30.35,45.21,62,45092573
55027972,,Bruno Gaspar,1993-04-21,ANG,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,"DR,DL,WBR",180,70 kg,29,55000 - 550000,55000,178,2,,4,-,Leader,-,Wing-Back,Defend,DR,69,4,64,64,54,54,69,4,14,49,44,39,59,44,59,49,9,39,59,54,29,4,44,49,14,44,34,54,54,29,59,4,64,59,39,59,14,9,4,54,49,59,64,59,19,59,69,11542,1017,55000.0,550000.0,5000.0,DR_Wing-Back,2,16,53,68,46,42,40,20,44,51,43,83,84,41,45,65,85,43,53,,5000,77723,2,49.97,0.87,1.22,80.42,28.61,50.01,62,55027972
55083800,Inj,Joseph Amoah,1994-06-26,GHA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,"DM,MC",178,71 kg,28,100000,475,103,-,,0,-,Technical,Hip injury,Advanced Playmaker,Support,MC,59,9,74,59,59,59,59,14,14,74,59,34,29,69,64,69,14,29,69,64,49,9,34,54,14,39,59,39,44,4,59,9,54,64,19,54,14,9,9,29,39,59,64,69,4,64,64,11542,1017,100000.0,,5000.0,MC_Advanced Playmaker,7,19,53,68,83,53,71,20,82,45,53,46,46,43,56,52,48,54,53,,5000,68852,6,46.96,0.87,2.38,89.13,28.07,49.23,62,55083800
61076921,,Mikey Johnston,1999-04-19,SCO,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,"ML,AML",176,65 kg,23,500000 - 1.5000000,25000,51,7,,0,8,Technical,-,Inverted Winger,Support,AML,69,9,59,64,59,49,34,9,14,44,44,39,54,34,64,69,9,59,64,64,54,14,29,39,4,19,59,24,39,59,69,9,69,59,49,34,9,19,14,59,39,39,59,69,9,54,59,11542,1017,500000.0,1.5,5000.0,AML_Inverted Winger,13,18,53,69,42,83,61,20,49,41,70,53,43,55,84,54,52,63,54,,5000,4112,11,27.61,2.09,3.38,81.43,39.45,43.02,62,61076921
83195700,,Celton Biai,2000-08-13,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,GK,184,75 kg,21,130000 - 1.3000000,15250,41,-,U21,0,6,Assertive,-,Goalkeeper,Defend,GK,49,59,74,59,54,44,64,64,59,39,54,9,14,54,59,9,54,14,44,14,29,64,9,59,44,54,14,4,4,59,9,64,49,64,14,59,39,74,54,49,44,4,54,24,39,39,54,11542,1017,130000.0,1.3,5000.0,GK_Goalkeeper,0,55,38,70,40,40,41,83,40,40,40,40,40,41,40,40,40,40,55,,1403948,100,0,31.34,0.0,0.0,68.19,19.44,71.42,62,83195700
50085005,Wnt,Mamadou Tounkara,2001-12-14,FRA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,DC,192,86 kg,20,220000 - 650000,9250,34,1,,0,-,Intelligent,-,Central Defender,Cover,DC,64,4,29,54,44,44,49,14,14,44,64,14,9,69,69,4,4,14,39,24,4,14,59,54,4,49,29,4,59,74,39,4,54,44,19,69,14,14,14,29,54,59,34,39,14,34,44,11542,1017,220000.0,650000.0,5000.0,DC_Central Defender,3,15,41,59,54,40,40,20,43,76,41,54,56,40,42,43,44,45,44,,5000,27400,3,46.79,0.55,0.0,90.52,26.18,52.68,62,50085005
27160150,Wnt,Maxwell Woledzi,2001-07-02,GHA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,"DC,DM",190,79 kg,20,110000 - 1.1000000,108000,28,1,,0,-,Physical,-,Central Defender,Defend,DC,59,9,64,59,64,59,64,14,9,64,64,24,34,34,59,44,9,14,54,44,24,14,64,74,14,29,29,39,64,64,44,4,64,54,39,59,14,9,9,64,64,64,64,54,4,44,64,11542,1017,110000.0,1.1,5000.0,DC_Central Defender,3,16,51,69,83,40,40,20,44,84,41,59,59,41,42,44,46,46,54,,3320631,100,4,45.3,0.64,0.95,86.28,29.79,53.6,62,27160150
2000058500,Wnt,Melvin Maboungou,2002-02-28,FRA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,ST,190,76 kg,20,0 - 6000,2800,6,-,,0,-,Physical,-,Poacher,Attack,ST,64,14,39,59,29,34,24,9,4,39,34,29,14,59,79,59,9,64,54,49,29,4,59,64,14,64,29,29,24,59,64,4,59,34,39,24,9,9,9,29,34,19,29,39,9,19,34,11542,1017,0.0,6000.0,5000.0,ST_Poacher,12,14,42,59,40,61,53,20,42,40,58,40,40,74,48,45,43,41,44,,5000,34477,12,15.17,1.64,3.12,91.26,32.25,39.98,62,2000058500
2000033994,,Yuk Jin-young,2001-09-13,KOR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Left Only,Weak,Very Strong,"AMR,AML",174,69 kg,20,0 - 9000,1700,43,5,,0,-,Technical,-,Winger,Attack,AML,54,9,34,64,44,49,34,9,9,59,44,59,59,44,39,54,9,49,54,54,59,4,24,29,14,24,54,14,24,59,49,9,54,49,59,29,4,14,14,49,29,24,54,64,4,59,34,11542,1017,0.0,9000.0,5000.0,AML_Winger,13,15,47,63,42,78,58,20,48,40,78,52,42,53,68,52,50,60,48,,5000,4254,12,32.13,1.99,2.78,84.09,36.65,44.71,62,2000033994
2000146648,,Rodrigo Cunha,2005-05-18,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,"MC,AMR,AMC",179,68 kg,17,40000 - 400000,1700,-,-,,0,-,Technical,-,Central Midfielder,Support,MC,39,4,39,34,44,29,39,4,4,29,19,39,49,74,69,39,14,44,74,64,39,14,39,39,9,4,34,24,29,69,29,14,34,69,4,29,9,9,4,39,29,49,44,69,4,69,64,11542,1017,40000.0,400000.0,5000.0,MC_Central Midfielder,7,17,44,59,69,50,75,20,75,44,74,44,45,42,53,49,46,52,44,,5000,100,9,43.34,1.21,1.18,79.43,38.84,53.88,62,2000146648
2000048260,,Alberto Costa,2003-09-29,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,"DR,WBR",186,77 kg,18,22000 - 220000,1300,4,-,,0,-,Physical,-,Full-Back,Defend,DR,69,4,59,69,19,34,44,4,9,39,69,24,44,54,39,29,4,14,39,24,4,4,39,44,4,49,24,34,44,44,24,14,69,34,4,29,9,14,9,39,29,59,39,44,9,29,39,11542,1017,22000.0,220000.0,5000.0,DR_Full-Back,2,12,38,54,44,41,40,20,42,48,42,44,73,40,44,59,73,42,40,,5000,35493,1,54.56,0.41,1.03,85.55,23.58,50.88,62,2000048260
49060793,Lst,Jason Bahamboula,2001-06-15,FRA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,AMR,178,69 kg,21,3.5000,2800,29,3,,0,-,Leader,-,Winger,Attack,AMR,69,9,64,69,54,39,19,14,14,34,39,24,49,54,69,49,9,24,64,44,34,14,34,34,14,59,34,34,29,54,59,4,69,49,24,34,14,4,9,34,24,14,39,49,19,29,59,11542,1017,3.5,,5000.0,AMR_Winger,11,18,44,60,42,67,58,20,48,40,76,42,47,51,58,64,59,45,45,,5000,31812,11,25.62,1.31,2.63,90.82,35.44,37.16,62,49060793
2000018649,,Rafa,2003-09-28,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,GK,193,84 kg,18,70000 - 210000,2800,-,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,34,69,24,64,29,34,64,54,24,24,54,9,14,64,64,4,39,9,19,14,14,64,4,69,39,44,14,9,14,64,9,29,44,54,4,44,24,64,59,4,19,14,34,4,24,19,24,11542,1017,70000.0,210000.0,5000.0,GK_Goalkeeper,0,43,29,58,40,40,40,73,40,40,40,40,40,40,40,40,40,40,43,,5000,15001,0,38.06,0.0,0.0,80.21,12.92,64.17,62,2000018649
2000012823,,Rodrigo Figueiredo,2003-11-09,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,MC,179,68 kg,18,20000 - 200000,139000,-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,69,9,29,69,34,39,19,9,9,44,34,34,24,39,19,29,4,39,69,49,34,9,34,39,4,24,44,19,44,49,44,4,69,69,24,44,4,4,14,24,24,44,39,59,9,64,44,11542,1017,20000.0,200000.0,2012659.0,MC_Central Midfielder,7,16,42,56,68,49,65,20,73,43,49,44,45,41,52,49,46,51,42,,5000,26575,7,46.52,1.73,1.41,87.88,34.76,44.82,62,2000012823
2000012814,,Jota,2002-07-22,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,"MR,AMR,AML",175,83 kg,19,0 - 22000,24000,23,6,,0,-,Technical,-,Inverted Winger,Support,AML,64,14,59,59,34,34,24,4,14,49,44,29,39,54,14,54,4,39,64,54,39,4,39,29,4,9,44,34,29,64,54,9,54,74,24,39,9,4,9,39,29,39,44,64,9,34,59,11542,1017,0.0,22000.0,7013478.0,AML_Inverted Winger,13,17,44,59,41,75,57,20,47,40,75,51,42,52,66,74,49,59,44,,5000,14990,10,28.01,1.58,2.67,91.2,37.75,42.75,62,2000012814
2000006901,,Sylvestre Costa,2003-06-06,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Left Only,Weak,Very Strong,"DL,WBL",183,73 kg,19,140000 - 425000,23500,-,-,,0,-,Technical,-,Full-Back,Defend,DL,59,9,44,49,49,44,29,9,14,39,49,29,34,69,79,24,4,19,74,24,14,14,44,44,14,44,4,39,49,34,29,4,54,49,39,44,9,9,4,49,39,59,44,49,14,44,44,11542,1017,140000.0,425000.0,9132661.0,DL_Full-Back,4,17,42,58,42,41,40,20,41,47,42,76,54,40,55,48,55,76,43,,5000,22988,4,52.73,0.56,0.0,82.42,30.89,54.23,62,2000006901
2000021750,,André Ramalho,2001-10-30,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Very Weak,"MR,AMR",181,70 kg,20,45000 - 475000,11000,2,-,,0,-,Physical,-,Winger,Attack,AMR,64,4,54,54,44,39,54,4,14,39,39,34,39,39,49,59,4,39,54,64,29,9,34,39,9,39,39,24,24,59,59,4,64,49,49,29,4,4,9,44,44,24,49,59,14,54,49,11542,1017,45000.0,475000.0,8851382.0,AMR_Winger,11,14,46,62,42,68,58,20,48,40,77,42,47,52,59,78,60,45,47,,5000,10483,9,30.55,1.4,2.87,84.99,37.01,46.62,62,2000021750
2000104454,,Ni Rodrigues,2003-03-01,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Left,Weak,Very Strong,DC,189,73 kg,19,50000 - 500000,1100,1,-,,0,-,Intelligent,-,Central Defender,Cover,DC,54,14,69,59,54,34,44,14,19,34,44,9,4,64,64,19,4,19,34,24,4,14,64,39,14,9,24,14,64,39,29,4,49,39,9,64,4,9,9,19,29,64,29,19,4,29,39,11542,1017,50000.0,500000.0,5000.0,DC_Central Defender,3,14,35,53,52,40,40,20,43,72,40,53,53,40,41,42,43,44,39,,5000,48824,3,44.49,0.0,0.13,96.29,24.49,42.83,62,2000104454
49061083,,Maher Bouyadel,2003-01-17,FRA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,"DC,DM",182,72 kg,19,0 - 1.5000,1100,-,-,,0,-,Intelligent,-,Central Defender,Defend,DC,64,14,54,54,44,34,44,4,14,34,39,24,9,64,54,9,14,4,39,29,29,14,64,49,14,24,9,9,39,59,29,14,54,39,4,64,4,19,14,19,39,54,29,29,4,24,39,11542,1017,0.0,1.5,5000.0,DC_Central Defender,3,15,35,52,69,40,40,20,43,71,40,53,53,40,41,42,43,44,38,,5000,54168,4,44.99,0.26,0.03,90.66,27.34,45.7,62,49061083
49060900,,Abdel Dayane Yessoufou,2002-09-06,FRA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Either,Very Strong,Strong,DC,192,81 kg,19,0 - 4000,1100,-,-,,0,-,Physical,-,Central Defender,Defend,DC,54,9,29,34,34,34,44,9,4,34,54,24,19,29,74,29,14,4,34,24,29,14,59,69,4,44,14,4,59,49,24,19,49,34,4,59,9,14,4,54,29,64,29,9,9,19,34,11542,1017,0.0,4000.0,5000.0,DC_Central Defender,3,13,35,52,52,40,40,20,43,71,40,53,53,40,41,42,43,44,38,,5000,54168,3,54.66,0.0,0.28,89.5,23.36,59.93,62,49060900
2000162278,,David Nunes,2004-11-24,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,DC,186,71 kg,17,50000 - 475000,5500,-,-,,0,-,Physical,-,Central Defender,Defend,DC,59,14,44,59,24,24,34,4,14,24,29,9,14,59,9,19,4,4,24,24,19,14,44,54,9,49,4,4,59,34,19,4,59,24,19,59,14,14,4,24,34,59,19,19,14,9,24,11542,1017,50000.0,475000.0,5000.0,DC_Central Defender,3,12,29,46,49,40,40,20,42,66,40,50,51,40,40,41,42,43,32,,5000,64951,3,50.91,0.04,0.72,95.29,25.56,51.53,62,2000162278
2000183248,Lst,Michel Dieu-Merci,2004-02-09,CAN,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,ST,191,79 kg,18,30000,34500,-,-,,0,-,Intelligent,-,Poacher,Attack,ST,49,14,59,44,49,14,9,14,9,49,24,24,34,34,59,69,14,54,69,49,29,9,59,54,14,54,29,19,14,69,64,4,44,19,34,24,4,4,9,24,34,4,29,44,9,39,39,11542,1017,30000.0,,5000.0,ST_Poacher,12,14,40,55,40,59,52,20,42,40,56,40,40,71,47,44,42,40,41,,5000,34572,12,19.13,0.99,3.16,89.75,38.51,43.69,62,2000183248
83261906,,Afonso Soares,2003-03-23,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,"DM,MC",184,76 kg,19,0 - 75000,2200,-,-,,0,-,Leader,-,Mezzala,Support,MC,64,14,34,59,29,39,39,14,4,19,39,34,29,69,54,39,14,34,54,24,34,9,34,29,9,59,29,4,29,44,34,4,49,69,14,34,9,14,14,39,34,39,39,54,14,44,64,11542,1017,0.0,75000.0,5000.0,MC_Mezzala,7,18,41,55,73,49,64,20,72,43,49,44,45,41,52,49,46,51,41,,5000,42559,6,36.85,1.0,1.61,84.98,31.72,55.19,62,83261906
2000018573,,Gonçalo Pinto,2003-04-01,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,DC,177,66 kg,19,140000 - 425000,75500,-,-,,0,-,Technical,-,Central Defender,Defend,DC,64,14,74,54,39,34,44,14,4,29,19,9,4,59,29,19,9,4,34,24,4,14,64,24,9,49,19,4,64,69,19,14,44,29,14,64,14,19,4,34,29,59,29,29,14,19,34,11542,1017,140000.0,425000.0,5000.0,DC_Central Defender,3,14,33,51,51,40,40,20,42,70,40,52,52,40,41,42,43,44,37,,5000,59512,3,46.82,0.04,0.43,93.17,26.98,48.04,62,2000018573
83304601,,Sander Ramires,2001-03-14,BRA,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,"MC,AMC",177,72 kg,21,6000 - 18000,9000,46,9,,0,-,Technical,-,Advanced Playmaker,Support,AMC,49,9,34,54,59,59,34,9,14,49,49,59,59,54,54,59,14,54,59,49,49,14,39,39,9,24,54,34,34,49,59,14,49,59,34,29,14,14,9,49,44,34,59,64,4,54,44,11542,1017,6000.0,18000.0,412900.0,AMC_Advanced Playmaker,9,18,49,64,48,65,79,20,78,40,63,41,42,53,60,51,45,45,49,,5000,8666,8,35.53,1.49,2.17,82.43,34.21,47.3,62,83304601
83221264,Lst,Diogo Ferreira,2001-09-09,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Weak,"MR,MC,AMR,AMC",178,76 kg,20,7000,4200,16,1,,0,-,Physical,-,Winger,Attack,AMR,59,4,49,59,44,44,44,4,4,39,44,39,39,49,84,49,4,34,44,64,24,4,44,39,14,29,29,34,44,64,44,14,59,44,29,39,19,9,4,44,44,44,39,54,9,34,39,11542,1017,7000.0,,226662.0,AMR_Winger,11,13,45,60,42,67,75,20,75,40,76,42,47,51,58,76,59,45,45,,5000,21171,8,34.26,1.14,2.58,87.45,31.88,45.8,62,83221264
2000103267,,Noah Saviolo,2004-03-07,BEL,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,"AMR,AML,ST",178,70 kg,18,3.5000 - 35000,34500,-,-,,0,-,Technical,-,Inverted Winger,Support,AML,64,19,44,39,19,34,9,14,14,49,29,29,49,44,59,69,9,64,69,44,24,4,29,24,4,54,19,29,29,54,44,14,44,49,14,19,4,4,4,24,24,24,34,49,9,39,29,11542,1017,3.5,35000.0,5000.0,AML_Inverted Winger,13,16,39,54,41,71,55,20,46,40,71,49,42,70,63,50,48,57,40,,5000,31070,12,25.52,1.59,3.39,87.41,34.32,47.51,62,2000103267
2000160175,,Martim Alberto,2004-04-20,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Left Only,Weak,Very Strong,DL,175,60 kg,18,6000 - 60000,6500,-,-,,0,-,Leader,-,Full-Back,Defend,DL,59,14,64,59,19,24,44,9,4,39,49,24,44,69,79,24,14,9,44,24,9,9,19,34,9,54,24,34,29,59,24,4,49,34,34,34,14,9,14,69,34,44,39,44,14,14,44,11542,1017,6000.0,60000.0,655818.0,DL_Full-Back,4,14,39,54,42,41,40,20,41,46,42,73,53,40,54,47,54,69,40,,5000,33724,4,44.78,0.15,0.78,83.36,27.55,52.41,62,2000160175
2000019891,,Afonso Silva,2004-04-28,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,DC,177,68 kg,18,2.5000 - 26000,3900,-,-,,0,-,Technical,-,Central Defender,Defend,DC,34,4,24,54,24,34,39,9,4,34,24,9,4,64,69,24,9,9,34,24,9,9,54,39,4,9,4,4,54,44,19,14,49,34,14,69,9,9,4,44,44,69,29,29,14,14,34,11542,1017,2.5,26000.0,5000.0,DC_Central Defender,3,12,32,49,51,40,40,20,42,68,40,52,52,40,41,42,43,44,35,,5000,59560,3,43.78,0.0,0.45,95.85,23.47,58.73,62,2000019891
83261128,,Francisco Ribeiro,2003-05-19,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,MC,175,62 kg,19,20000 - 200000,275,4,-,,0,-,Creative,-,Advanced Playmaker,Attack,MC,59,9,69,64,54,34,29,9,4,34,39,39,39,34,54,59,14,39,59,54,34,4,24,24,14,29,49,29,39,39,59,4,59,59,39,29,9,14,9,54,34,29,34,59,14,54,34,11542,1017,20000.0,200000.0,5000.0,MC_Advanced Playmaker,7,17,45,60,70,50,67,20,76,44,50,45,45,42,54,49,47,52,45,,5000,15839,7,36.17,1.01,2.62,87.99,34.82,45.2,62,83261128
2000018652,,Roka,2004-01-28,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,"AMR,AML",170,69 kg,18,22000 - 220000,2300,-,-,,0,-,Creative,-,Winger,Support,AMR,64,4,39,64,29,29,9,4,4,34,29,19,39,54,64,44,4,9,54,64,24,4,9,24,9,54,19,24,4,69,64,4,64,34,9,24,14,9,4,34,4,29,34,64,9,49,59,11542,1017,22000.0,220000.0,5000.0,AMR_Winger,11,12,39,53,41,71,55,20,46,40,71,41,45,50,56,60,56,44,39,,5000,37298,12,35.96,1.29,3.31,87.5,37.04,40.0,62,2000018652
2000048276,,Eurichano Setila,2004-02-17,ANG,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right,Very Strong,Reasonable,ST,185,70 kg,18,24000 - 240000,900,-,-,,0,-,Intelligent,-,Advanced Forward,Attack,ST,64,9,34,54,39,29,34,9,9,54,24,4,19,59,9,64,14,39,59,59,14,14,64,54,14,19,29,4,24,64,64,4,54,29,14,19,9,14,4,54,24,14,24,54,14,29,29,11542,1017,24000.0,240000.0,5000.0,ST_Advanced Forward,12,15,38,53,40,58,51,20,42,40,55,40,40,70,46,44,42,40,39,,5000,45260,12,17.8,1.49,3.67,93.85,38.61,37.4,62,2000048276
2000183234,,Hugo Ferreira,2005-03-18,POR,Portuguese Premier League,Vitória Guimarães,Portugal (Premier League),Right Only,Very Strong,Weak,ST,182,66 kg,17,50000 - 500000,65000,-,-,,0,-,Physical,-,Poacher,Attack,ST,64,9,44,49,34,29,34,14,4,49,29,24,29,54,79,64,14,49,64,44,24,9,64,29,4,14,29,9,9,59,64,19,59,4,34,9,9,14,14,44,44,9,24,39,14,29,29,11542,1017,50000.0,500000.0,5000.0,ST_Poacher,12,14,39,54,40,58,52,20,42,40,56,40,40,71,47,44,42,40,40,,5000,29276,12,12.53,1.26,3.37,86.05,34.67,36.98,62,2000183234
70099201,Wnt,Altay Bayındır,1998-04-14,TUR,Turkish Super League,Fenerbahçe,Turkey (Super League),Right,Very Strong,Weak,GK,198,88 kg,24,9.6000000 - 11.5000000,2400,124,-,Main,4,10,Shot Stopper,-,Goalkeeper,Defend,GK,49,79,44,79,74,49,59,49,59,69,39,19,14,54,59,4,39,4,59,19,24,79,39,89,69,74,14,9,9,64,9,84,49,69,14,69,64,84,29,54,74,4,49,59,49,49,59,4064,1331,9.6,11.5,5000.0,GK_Goalkeeper,0,62,44,78,41,41,41,88,41,41,41,41,41,41,41,41,41,41,62,,17912954,55522,0,39.32,0.32,0.0,71.36,21.19,80.71,67,70099201
19069586,,João Pedro,1992-03-09,ITA,Turkish Super League,Fenerbahçe,Turkey (Super League),Right,Very Strong,Reasonable,"AMC,ST",184,75 kg,30,7.6000000 - 11.5000000,1900,326,100,,0,-,Intelligent,-,Deep Lying Forward,Support,ST,69,9,64,64,64,69,64,14,14,69,64,54,59,69,74,54,9,64,69,69,54,9,64,64,19,69,54,14,19,84,79,4,64,69,74,24,4,9,14,69,59,24,64,74,9,64,69,4064,1331,7.6,11.5,5000.0,ST_Deep Lying Forward,12,19,63,80,41,71,90,21,44,41,66,42,41,90,52,48,45,42,64,,19577252,120555,10,30.04,2.4,1.86,81.29,36.67,42.36,67,19069586
70075229,Wnt,İrfan Can Kahveci,1995-07-15,TUR,Turkish Super League,Fenerbahçe,Turkey (Super League),Left,Reasonable,Very Strong,"DM,MC,AMR,AMC",176,71 kg,26,11.5000000 - 13.5000000,1900,255,29,Main,21,12,Technical,-,Inverted Winger,Support,AMR,54,9,39,49,59,69,54,14,14,84,49,79,84,59,59,79,19,59,74,74,84,14,59,44,4,49,84,24,14,69,59,4,64,79,59,39,9,14,9,59,54,39,54,84,4,84,44,4064,1331,11.5,13.5,5000.0,AMR_Inverted Winger,11,20,62,78,89,77,89,20,88,41,89,43,51,57,65,73,67,47,62,,12274751,44130,8,49.45,1.96,2.63,80.46,34.92,50.09,67,70075229
19249878,,Lincoln,1998-11-07,BRA,Turkish Super League,Fenerbahçe,Turkey (Super League),Left,Weak,Very Strong,"MC,AML,AMC",178,73 kg,23,11000000 - 16.5000000,250000,134,10,,0,-,Technical,-,Attacking Midfielder,Support,AMC,64,14,39,69,59,74,59,14,4,74,49,74,74,69,59,74,9,49,79,74,79,4,44,44,4,49,69,14,29,54,64,14,64,69,59,39,14,14,4,64,64,34,49,84,19,79,54,4064,1331,11000000.0,16.5,4414351.0,AMC_Attacking Midfielder,9,20,62,77,50,88,89,21,88,41,69,42,43,56,65,54,46,46,61,,18489575,46922,9,43.19,2.04,2.85,81.2,33.22,49.13,67,19249878
18053710,,Michy Batshuayi,1993-10-02,BEL,Turkish Super League,Fenerbahçe,Turkey (Super League),Either,Very Strong,Strong,ST,185,78 kg,28,8000000 - 12000000,201000,288,101,,45,13,Physical,-,Pressing Forward,Attack,ST,64,9,69,69,59,79,69,4,14,54,54,34,39,49,44,59,19,49,59,69,44,14,64,64,4,19,64,24,29,59,69,14,64,59,69,39,4,4,14,74,74,24,74,69,4,54,79,4064,1331,8000000.0,12000000.0,4268349.0,ST_Pressing Forward,12,17,58,75,41,68,58,20,44,41,64,41,41,86,51,48,45,42,59,,21418760,135221,12,18.79,2.42,2.6,88.46,37.04,43.62,67,18053710
86012153,,Enner Valencia,1989-11-04,ECU,Turkish Super League,Fenerbahçe,Turkey (Super League),Right,Very Strong,Fairly Strong,"AMR,AML,ST",177,74 kg,32,1.9000000 - 3.9000000,208000,381,96,Main,74,-,Physical,-,Pressing Forward,Attack,ST,69,14,84,74,54,59,74,14,4,59,84,34,44,49,79,69,9,69,59,79,49,4,69,44,9,29,59,14,24,69,69,4,79,59,74,34,19,4,4,54,59,34,59,69,4,54,74,4064,1331,1.9,3.9,7829344.0,ST_Pressing Forward,12,15,60,78,41,89,59,20,44,41,89,41,41,88,51,48,45,42,62,,4414351,76552,12,18.11,2.59,3.34,87.32,36.8,41.53,67,86012153
19215476,,Luan Peres,1994-07-19,BRA,Turkish Super League,Fenerbahçe,Turkey (Super League),Left,Weak,Very Strong,"DL,DC",190,80 kg,27,7.6000000 - 11.5000000,725,147,-,,0,-,Technical,-,Ball Playing Defender,Defend,DC,64,9,69,64,64,59,64,14,9,54,59,29,34,64,64,24,14,39,59,49,29,4,69,74,9,59,39,29,74,64,59,9,64,69,29,64,9,4,14,64,79,74,69,64,4,49,64,4064,1331,7.6,11.5,2274030.0,DC_Ball Playing Defender,3,17,56,75,59,41,40,20,44,88,42,89,61,41,43,44,46,47,59,,6330234,41903,3,48.69,1.37,0.0,84.9,29.77,52.94,67,19215476
