UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage
52032335,Inj,Matt Doherty,1992-01-17,IRL,English Premier Division,Tottenham Hotspur,England (Premier Division),Right,Very Strong,Reasonable,"DR,WBR",186,89 kg,30,17.5000000 - 22000000,2800,322,25,Main,29,8,Technical,-,Wing-Back,Support,DR,64,14,54,54,64,64,64,4,9,64,69,34,59,69,69,74,9,59,64,59,49,4,64,64,4,59,49,64,64,74,79,14,64,64,39,64,14,4,14,74,69,64,69,64,14,64,64,11015,354,17.5,22000000.0,5000.0,DR_Wing-Back,2,17,62,79,48,43,41,20,44,54,44,46,93,41,47,70,93,44,63,Matt Doherty,26216942,139938
76047347,Inj,Luis Sinisterra,1999-06-17,COL,English Premier Division,Leeds United,England (Premier Division),Right,Very Strong,Reasonable,"MR,ML,AMR,AML",172,66 kg,23,29000000 - 36000000,2900,119,25,Main,7,5,Physical,-,Inside Forward,Attack,AML,79,19,49,79,64,69,54,19,9,59,49,54,64,59,64,79,9,64,69,84,64,4,54,49,14,24,64,9,24,84,64,4,79,54,29,24,9,4,9,59,44,19,59,69,14,49,64,6363,354,29000000.0,36000000.0,5000.0,AML_Inside Forward,13,18,58,76,43,88,63,20,50,41,88,55,44,57,89,88,53,66,60,Luis Sinisterra,34260091,129700
29074544,,Tyrone Mings,1993-03-13,ENG,English Premier Division,Aston Villa,England (Premier Division),Left Only,Weak,Very Strong,"DL,DC",196,78 kg,29,24000000 - 36000000,37500,205,9,,17,-,Leader,-,Ball Playing Defender,Defend,DC,69,19,74,69,64,64,79,4,9,69,59,44,49,59,79,64,9,29,54,59,24,4,79,74,4,84,44,59,59,69,64,4,69,69,9,64,9,9,9,69,74,74,74,64,9,59,69,1045,354,24000000.0,36000000.0,5000.0,DC_Ball Playing Defender,3,16,61,80,61,41,41,21,45,93,42,93,63,42,43,44,46,48,64,Tyrone Mings,27109288,131939
29116247,Wnt,Ivan Toney,1996-03-16,ENG,English Premier Division,Brentford,England (Premier Division),Right,Very Strong,Reasonable,ST,187,87 kg,26,37000000 - 44000000,64500,298,120,,0,-,Leader,-,Pressing Forward,Attack,ST,64,4,74,59,59,64,69,14,4,69,59,19,49,59,79,59,4,74,64,59,44,9,74,74,14,69,64,24,19,69,59,14,69,59,94,49,9,4,4,64,74,39,74,69,4,59,74,1854,354,37000000.0,44000000.0,5000.0,ST_Pressing Forward,12,15,62,80,41,71,60,21,44,41,66,42,41,90,52,48,45,42,64,Ivan Toney,22361171,89474
49037900,,Wesley Fofana,2000-12-17,FRA,English Premier Division,Chelsea,England (Premier Division),Right,Very Strong,Reasonable,DC,190,76 kg,21,95000000 - 145000000,110000,55,1,U21,0,5,Physical,-,Ball Playing Defender,Defend,DC,74,4,59,64,69,49,64,14,14,69,64,44,29,59,79,59,4,34,59,49,49,14,79,79,9,49,24,49,74,79,59,19,79,59,39,74,14,4,14,74,74,74,64,69,9,59,64,2432,354,95000000.0,145000000.0,5000.0,DC_Ball Playing Defender,3,18,60,79,61,41,41,20,45,92,42,62,63,41,43,44,46,47,63,Wesley Fofana,106271113,436456
70093800,Wnt,Çağlar Söyüncü,1996-05-23,TUR,English Premier Division,Leicester City,England (Premier Division),Right,Very Strong,Fairly Strong,DC,185,82 kg,26,22000000 - 33000000,81500,175,6,Main,48,1,Physical,-,No-Nonsense Centre-Back,Defend,DC,69,19,59,59,69,74,84,14,9,59,54,19,34,49,79,59,9,34,59,44,24,4,69,79,9,59,39,39,74,64,34,14,59,49,39,69,4,4,9,64,79,79,64,49,14,64,74,6379,354,22000000.0,33000000.0,4791071.0,DC_No-Nonsense Centre-Back,3,16,57,76,59,41,41,20,44,89,42,60,62,41,43,44,46,47,60,Çağlar Söyüncü,19557025,83554
48042658,Wnt,Bryan Mbeumo,1999-08-07,CMR,English Premier Division,Brentford,England (Premier Division),Left,Weak,Very Strong,"ML,AMR,AML,ST",171,70 kg,22,69000000 - 103000000,86000,162,38,Main,0,-,Physical,-,Inverted Winger,Support,AMR,74,4,59,64,59,59,69,9,9,59,59,54,64,59,69,64,4,64,54,69,44,14,49,39,4,34,64,29,29,69,64,4,74,64,64,39,4,4,4,64,59,29,69,64,9,64,79,1854,354,69000000.0,103000000.0,5000.0,AMR_Inverted Winger,11,14,59,76,44,88,64,20,51,41,88,43,50,86,88,72,66,46,60,Bryan Mbeumo,27895515,88055
27039017,Inj,Christian Nørgaard,1994-03-10,DEN,English Premier Division,Brentford,England (Premier Division),Right,Very Strong,Fairly Strong,"DM,MC",187,76 kg,28,27000000 - 33000000,51500,239,14,Main,17,27,Leader,-,Ball Winning Midfielder,Defend,DM,54,19,69,54,64,59,69,14,14,69,74,44,49,64,64,59,14,39,64,59,44,9,59,69,14,69,44,39,64,74,59,4,59,69,39,74,14,14,14,79,59,69,74,69,9,74,79,1854,354,27000000.0,33000000.0,5000.0,DM_Ball Winning Midfielder,6,20,62,78,90,43,52,20,89,54,44,48,50,41,46,46,47,48,62,Christian Nørgaard,13370258,71087
85140415,,Issa Diop,1997-01-09,FRA,English Premier Division,Fulham,England (Premier Division),Right Only,Very Strong,Weak,DC,194,92 kg,25,21000000 - 26000000,43000,181,12,,0,6,Physical,-,Central Defender,Defend,DC,69,4,69,64,69,69,59,4,14,59,59,14,14,64,74,54,4,29,54,14,24,14,79,84,9,69,44,39,64,79,54,9,69,49,19,69,14,14,14,64,79,74,64,54,9,44,69,4263,354,21000000.0,26000000.0,5000.0,DC_Central Defender,3,16,55,75,59,41,40,20,44,88,42,60,61,41,43,44,46,47,59,Issa Diop,26643859,116233
1510602,,Vicente Guaita,1987-01-10,ESP,English Premier Division,Crystal Palace,England (Premier Division),Right,Very Strong,Reasonable,GK,190,81 kg,35,850000 - 8.2000000,51500,384,-,,0,-,Distributor,-,Sweeper Keeper,Defend,GK,49,69,44,59,64,69,64,69,54,64,69,14,9,59,74,14,39,9,49,14,9,79,39,79,59,54,4,4,4,64,9,64,54,59,19,79,84,74,59,69,64,4,54,49,69,54,54,2776,354,850000.0,8.2,5000.0,GK_Sweeper Keeper,0,63,44,79,41,41,41,89,41,41,41,41,41,41,41,41,41,41,63,Vicente Guaita,7045731,110308
67270690,Wnt,Mohammed Salisu,1999-04-17,GHA,English Premier Division,Southampton,England (Premier Division),Left Only,Weak,Very Strong,DC,191,82 kg,23,39000000 - 58000000,73000,116,2,Main,0,-,Physical,-,Wide Centre-Back,Defend,DC,69,4,59,64,74,59,69,9,4,59,69,34,44,59,69,49,4,29,54,44,29,4,79,74,14,59,39,69,69,64,44,14,69,54,29,74,4,9,4,74,79,79,74,59,9,59,74,10257,354,39000000.0,58000000.0,2761194.0,DC_Wide Centre-Back,3,14,58,78,60,41,41,20,45,91,42,61,63,41,43,44,46,47,62,Mohammed Salisu,27959508,85511
62028856,,Luka Milivojević,1991-04-07,SRB,English Premier Division,Crystal Palace,England (Premier Division),Right,Very Strong,Reasonable,"DM,MC",185,80 kg,31,600000 - 6000000,37500,337,50,,39,11,Leader,-,Ball Winning Midfielder,Defend,DM,49,14,79,54,69,69,69,14,4,64,64,59,54,59,79,39,14,54,54,44,69,14,69,64,9,74,64,34,69,69,49,14,49,49,79,69,4,4,4,74,69,69,69,64,14,69,64,2776,354,600000.0,6000000.0,5000.0,DM_Ball Winning Midfielder,6,16,62,78,90,43,52,20,89,54,44,48,50,41,46,46,47,48,62,Luka Milivojević,19588600,134165
19184436,,Joelinton,1996-08-14,BRA,English Premier Division,Newcastle United,England (Premier Division),Right,Very Strong,Reasonable,"MC,AML,AMC,ST",186,81 kg,25,49000000 - 76000000,87000,207,35,,0,-,Leader,-,Ball Winning Midfielder,Defend,MC,54,9,84,54,64,74,94,9,4,69,59,34,54,69,74,69,14,54,69,69,39,14,74,69,19,44,49,29,34,59,64,9,69,64,54,64,14,4,9,79,84,79,84,69,14,64,89,7523,354,49000000.0,76000000.0,17823475.0,MC_Ball Winning Midfielder,7,19,65,81,84,90,92,21,92,46,55,47,49,89,61,54,51,58,65,Joelinton,41554004,160831
5113149,,Ashley Young,1985-07-09,ENG,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Fairly Strong,"DR,DL,WBR,WBL,MR,ML",175,65 kg,36,1.8000000 - 3.6000000,37500,518,69,,39,10,Intelligent,Sprained knee ligaments,Inverted Winger,Support,ML,64,4,34,64,64,59,49,4,9,54,59,59,74,59,69,59,4,49,69,44,69,4,34,34,4,74,54,39,49,74,64,4,64,64,59,59,14,14,4,54,59,49,79,64,4,49,74,1045,354,1.8,3.6,5000.0,ML_Inverted Winger,10,15,59,73,44,65,55,20,51,41,60,88,87,44,88,86,87,89,58,Ashley Young,5000,113336
28036815,,Michail Antonio,1990-03-28,JAM,English Premier Division,West Ham United,England (Premier Division),Right,Very Strong,Reasonable,"MR,AMR,ST",180,82 kg,32,15000000 - 19000000,29500,406,99,Main,6,-,Physical,Pulled knee ligaments,Pressing Forward,Attack,ST,74,4,64,69,74,74,64,9,4,64,54,39,54,59,69,69,19,59,64,69,29,14,74,59,14,44,44,74,44,64,69,4,74,54,49,44,14,4,14,64,79,39,74,64,4,54,69,11994,354,15000000.0,19000000.0,5000.0,ST_Pressing Forward,12,17,60,78,41,70,59,20,44,41,89,41,41,88,51,89,45,42,62,Michail Antonio,15841437,121468
28011776,Inj,Jonjo Shelvey,1992-02-27,ENG,English Premier Division,Newcastle United,England (Premier Division),Right,Very Strong,Fairly Strong,"DM,MC",184,80 kg,30,18000000 - 27000000,24000,361,41,,6,13,Intelligent,-,Deep Lying Playmaker,Support,DM,49,4,74,44,64,59,74,9,14,74,64,59,64,69,54,59,9,54,64,64,69,4,39,54,9,69,69,29,44,64,64,9,59,79,64,59,14,14,14,74,69,59,54,74,4,89,64,7523,354,18000000.0,27000000.0,11814230.0,DM_Deep Lying Playmaker,6,19,63,79,91,43,52,20,90,55,44,48,50,41,46,46,48,48,63,Jonjo Shelvey,22504061,126619
29165656,,Ryan Sessegnon,2000-05-18,ENG,English Premier Division,Tottenham Hotspur,England (Premier Division),Left,Weak,Very Strong,"DL,WBL,ML,AML",178,71 kg,22,77000000 - 114000000,56000,150,24,,0,18,Technical,Hamstring strain,Wing-Back,Defend,WBL,74,14,19,69,64,64,34,14,9,64,59,34,59,54,59,59,9,59,49,69,44,4,34,39,14,34,54,29,59,84,74,14,74,59,34,59,4,14,9,79,39,59,69,69,9,69,74,11015,354,77000000.0,114000000.0,5000.0,WBL_Wing-Back,5,17,57,73,43,85,41,20,43,44,44,89,55,41,87,50,60,89,58,Ryan Sessegnon,28851296,105385
68007215,,Robin Olsen,1990-01-08,SWE,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Weak,GK,198,89 kg,32,10.5000000 - 13000000,69000,243,-,Main,60,-,Assertive,-,Goalkeeper,Defend,GK,54,84,64,59,59,64,69,64,54,64,69,9,4,64,49,14,29,9,54,9,4,69,14,84,59,49,14,9,9,64,4,64,49,49,19,69,44,74,54,49,64,14,59,49,64,39,49,1045,354,10.5,13000000.0,5000.0,GK_Goalkeeper,0,58,41,73,40,40,41,85,41,41,41,41,41,41,40,40,40,40,58,Robin Olsen,5000,69004
28095584,,Ainsley Maitland-Niles,1997-08-29,ENG,English Premier Division,Southampton,England (Premier Division),Right,Very Strong,Reasonable,"DR,DL,WBR,WBL,MC",177,73 kg,24,13.5000000 - 20000000,32000,125,2,,5,4,Technical,-,Complete Wing-Back,Support,WBR,79,19,49,74,54,69,49,14,14,59,49,49,54,59,49,69,9,39,64,69,39,4,29,39,4,34,49,39,49,64,69,9,69,64,84,49,4,9,14,64,49,54,64,69,4,59,49,10257,354,13.5,20000000.0,1110337.0,WBR_Complete Wing-Back,1,17,57,73,44,44,41,20,85,44,46,87,88,41,48,72,89,87,58,Ainsley Maitland-Niles,23997004,111865
37059452,,Pascal Struijk,1999-08-11,NED,English Premier Division,Leeds United,England (Premier Division),Left,Fairly Strong,Very Strong,DC,190,75 kg,22,38000000 - 57000000,14500,61,2,,0,-,Technical,-,Ball Playing Defender,Defend,DC,64,4,64,54,69,64,69,14,19,64,64,14,34,64,64,44,14,24,59,39,14,14,79,74,4,29,24,24,64,69,44,4,69,64,39,69,4,9,14,69,69,69,69,64,14,64,69,6363,354,38000000.0,57000000.0,5000.0,DC_Ball Playing Defender,3,18,55,73,59,41,40,20,44,88,42,59,61,41,43,44,46,46,58,Pascal Struijk,17587084,53322
29141827,,Ezri Konsa,1997-10-23,ENG,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Reasonable,DC,183,77 kg,24,25000000 - 31000000,22500,203,6,,0,7,Technical,-,Ball Playing Defender,Defend,DC,69,4,64,69,69,64,69,9,14,74,59,19,34,64,64,59,4,24,64,49,14,9,74,69,14,49,14,34,64,69,44,9,69,69,19,69,19,9,14,74,69,74,74,69,14,69,79,1045,354,25000000.0,31000000.0,8544597.0,DC_Ball Playing Defender,3,19,58,77,60,41,41,20,45,90,42,61,62,41,43,44,46,47,61,Ezri Konsa,35098085,134796
98029336,,Kevin Mbabu,1995-04-19,SUI,English Premier Division,Fulham,England (Premier Division),Right,Very Strong,Reasonable,"DR,WBR",184,80 kg,27,19000000 - 29000000,56000,151,7,Main,22,-,Physical,-,Wing-Back,Attack,DR,74,14,79,59,54,64,74,9,9,54,49,19,54,54,79,69,4,34,54,54,19,14,54,59,9,34,34,89,54,64,59,14,84,54,34,54,9,14,19,79,64,74,59,59,4,54,74,4263,354,19000000.0,29000000.0,5000.0,DR_Wing-Back,2,17,57,75,47,42,41,20,44,52,44,46,89,41,46,68,90,43,59,Kevin Mbabu,22635160,120083
54005896,,Mateusz Klich,1990-06-13,POL,English Premier Division,Leeds United,England (Premier Division),Right,Very Strong,Reasonable,"MC,AMC",183,84 kg,32,,69000,348,47,Main,40,11,Leader,-,Ball Winning Midfielder,Support,MC,54,9,74,49,64,64,74,4,4,64,59,49,49,59,84,44,9,59,64,59,54,14,34,54,4,64,64,19,49,89,64,9,59,69,79,54,19,4,9,94,54,54,79,64,9,69,99,6363,354,,,13652307.0,MC_Ball Winning Midfielder,7,17,63,79,83,55,90,21,90,45,55,46,48,43,60,54,51,57,63,Mateusz Klich,2367572,55831
43115047,,Thomas Strakosha,1995-03-19,ALB,English Premier Division,Brentford,England (Premier Division),Right,Very Strong,Weak,GK,193,78 kg,27,22000000 - 27000000,13250,175,-,Main,19,14,Shot Stopper,-,Sweeper Keeper,Support,GK,64,74,39,69,69,64,74,49,49,59,54,9,14,59,74,14,54,4,24,49,9,74,19,84,64,49,14,14,14,74,39,69,64,39,14,74,64,84,59,74,64,14,74,29,54,54,74,1854,354,22000000.0,27000000.0,5000.0,GK_Sweeper Keeper,0,58,46,73,40,40,41,85,41,41,41,41,41,41,40,40,40,40,58,Luke Thomas,7381819,58931
55062009,Inj,Ricardo Pereira,1993-10-06,POR,English Premier Division,Leicester City,England (Premier Division),Right,Very Strong,Reasonable,"DR,WBR,AMR",175,70 kg,28,26000000 - 31000000,13250,234,13,,7,18,Technical,Thigh strain,Full-Back,Attack,DR,74,9,54,64,69,64,64,9,4,64,59,44,69,64,74,69,9,54,59,64,39,4,29,44,14,34,59,34,59,49,69,14,69,59,59,69,4,4,9,64,49,79,74,69,4,64,79,6379,354,26000000.0,31000000.0,5000.0,DR_Full-Back,2,15,61,77,47,43,41,20,44,53,87,46,91,41,46,69,92,44,61,Ricardo Pereira,41622351,212702
28107919,,Reiss Nelson,1999-12-10,ENG,English Premier Division,Arsenal,England (Premier Division),Right,Very Strong,Reasonable,"MR,ML,AMR,AML",175,71 kg,22,47000000 - 57000000,1400,67,10,,0,12,Creative,-,Inverted Winger,Support,AML,79,4,59,79,54,69,64,14,4,49,44,59,59,54,59,74,9,39,54,79,59,19,29,34,4,24,59,39,24,69,59,14,79,64,49,24,9,4,9,64,39,24,59,74,14,59,69,974,354,47000000.0,57000000.0,5000.0,AML_Inverted Winger,13,17,57,73,43,86,62,20,49,41,86,54,44,56,88,86,53,65,58,Reiss Nelson,25794947,80339
34010721,,Jordan Ayew,1991-09-11,GHA,English Premier Division,Crystal Palace,England (Premier Division),Right,Very Strong,Weak,"MR,AMR,AML",182,78 kg,30,7.4000000 - 8.8000000,1100,380,62,Main,81,1,Physical,-,Winger,Support,AMR,69,9,69,64,64,64,69,14,14,49,59,24,49,54,84,69,4,49,69,54,44,4,54,54,14,29,49,24,54,74,69,9,64,54,59,54,9,9,4,84,64,69,69,59,4,54,89,2776,354,7.4,8.8,5000.0,AMR_Winger,11,16,60,76,44,88,64,20,51,41,88,43,50,56,64,88,66,46,60,Jordan Ayew,5528478,61111
5112064,,Tom Heaton,1986-04-15,ENG,English Premier Division,Manchester United,England (Premier Division),Right,Very Strong,Weak,GK,188,84 kg,36,250000 - 2.5000000,1100,347,-,,3,3,Shot Stopper,Dislocated shoulder,Goalkeeper,Defend,GK,34,69,34,54,64,49,69,74,79,49,84,24,4,64,64,14,29,14,39,4,44,64,39,69,49,89,9,9,9,64,9,64,49,59,4,69,24,79,54,49,64,9,89,39,54,54,29,6828,354,250000.0,2.5,5000.0,GK_Goalkeeper,0,56,43,71,40,40,41,83,40,40,40,41,41,41,40,40,40,40,56,Beto,5000,116085
63002306,,Martin Dúbravka,1989-01-15,SVK,English Premier Division,Manchester United,England (Premier Division),Right,Very Strong,Reasonable,GK,190,83 kg,33,22000000 - 33000000,1100,330,-,Main,29,13,Shot Stopper,-,Sweeper Keeper,Defend,GK,64,74,44,59,74,64,69,69,69,59,49,4,4,54,74,4,24,4,54,69,9,74,14,74,69,64,9,24,24,69,14,79,44,59,14,74,54,84,69,49,59,14,59,49,54,59,49,6828,354,22000000.0,33000000.0,5000.0,GK_Sweeper Keeper,0,64,45,79,41,41,41,89,41,41,41,41,41,41,41,41,41,41,63,Martin Dúbravka,7800994,80472
19158043,,Emerson,1994-08-03,ITA,English Premier Division,West Ham United,England (Premier Division),Left,Reasonable,Very Strong,"DR,DL,WBL",176,77 kg,27,30000000 - 38000000,32500,122,3,,27,-,Technical,Damaged cruciate ligaments,Wing-Back,Attack,DL,79,9,54,74,64,74,59,9,14,59,59,59,69,54,69,69,9,34,74,69,49,4,44,44,14,39,69,49,59,64,74,9,74,59,19,59,19,4,4,69,64,69,64,69,4,59,69,11994,354,30000000.0,38000000.0,5000.0,DL_Wing-Back,4,17,61,78,44,43,42,20,43,51,44,92,91,41,62,52,63,92,62,Emerson,38783231,177021
28027433,Inj,Phil Jones,1992-02-21,ENG,English Premier Division,Manchester United,England (Premier Division),Right,Very Strong,Reasonable,DC,185,71 kg,30,1.9000000 - 3.8000000,34500,204,2,,27,9,Leader,Pulled hamstring,Central Defender,Defend,DC,54,4,74,44,64,64,94,9,9,49,49,24,44,59,79,39,9,29,64,19,14,9,79,59,4,49,4,39,74,19,29,14,59,64,39,74,9,14,9,74,79,84,69,64,4,24,69,6828,354,1.9,3.8,5000.0,DC_Central Defender,3,17,52,72,59,40,40,20,44,87,41,59,61,41,43,44,46,46,57,Phil Foden,27576071,181502
93024775,,Ludwig Augustinsson,1994-04-21,SWE,English Premier Division,Aston Villa,England (Premier Division),Left,Weak,Very Strong,"DL,WBL",181,74 kg,28,7000000 - 8.8000000,44000,254,8,Main,46,19,Intelligent,-,Full-Back,Support,DL,64,14,49,59,69,59,49,4,9,74,69,74,79,74,74,49,14,39,59,39,69,14,39,49,14,39,59,49,59,79,59,4,64,64,49,64,9,14,9,69,59,69,74,64,9,59,69,1045,354,7000000.0,8.8,5000.0,DL_Full-Back,4,18,61,77,44,43,41,20,43,50,44,92,61,41,61,52,62,92,61,Ludwig Augustinsson,5181683,28348
28047452,,Conor Coady,1993-02-25,ENG,English Premier Division,Everton,England (Premier Division),Right,Very Strong,Reasonable,DC,186,80 kg,29,36000000 - 54000000,49000,358,14,,10,-,Leader,-,Ball Playing Defender,Stopper,DC,59,4,74,64,64,69,79,4,14,74,69,24,34,64,84,54,4,44,64,29,34,14,69,64,4,89,44,39,64,74,59,4,59,74,49,69,9,4,9,69,64,64,69,74,4,74,79,3647,354,36000000.0,54000000.0,5000.0,DC_Ball Playing Defender,3,16,62,80,61,41,41,21,45,93,42,62,63,42,43,44,46,48,64,Conor Coady,22768793,112659
28047501,,Loris Karius,1993-06-22,GER,English Premier Division,Newcastle United,England (Premier Division),Right,Very Strong,Reasonable,GK,190,87 kg,29,3.4000000 - 6.6000000,46500,206,-,,0,1,Shot Stopper,-,Sweeper Keeper,Attack,GK,69,54,39,74,69,69,64,49,64,69,34,14,4,54,74,4,79,14,64,49,9,69,29,74,69,34,9,9,9,69,39,79,64,59,19,64,64,79,84,59,64,9,59,59,64,59,49,7523,354,3.4,6.6,5000.0,GK_Sweeper Keeper,0,67,46,83,41,41,41,92,41,41,41,41,41,41,41,41,41,41,67,Unai Vencedor Paris,17277882,70186
55012984,,Cédric,1991-08-31,POR,English Premier Division,Arsenal,England (Premier Division),Right,Very Strong,Reasonable,"DR,DL,WBR,WBL",172,66 kg,30,10.5000000 - 16000000,43500,253,4,,34,10,Intelligent,-,Wing-Back,Defend,DR,69,9,69,69,64,74,69,4,9,64,64,59,59,64,69,59,4,34,64,59,59,9,39,39,4,49,44,59,59,69,59,4,69,59,54,69,14,14,9,69,44,69,79,64,4,59,69,974,354,10.5,16000000.0,5000.0,DR_Wing-Back,2,15,61,77,47,43,41,20,44,53,44,90,91,41,46,69,92,90,61,Cédric Avinel,19475005,116846
28047560,,Jesse Lingard,1992-12-15,ENG,English Premier Division,Nottingham Forest,England (Premier Division),Right,Very Strong,Reasonable,"MR,ML,AMR,AML,AMC",175,62 kg,29,16.5000000 - 25000000,37000,212,40,,32,11,Physical,-,Inverted Winger,Support,AML,74,9,74,74,64,69,64,14,14,59,59,39,49,64,69,69,9,69,64,69,24,9,19,29,4,24,54,19,19,84,84,4,74,64,49,49,9,9,14,84,39,29,79,69,14,54,64,7624,354,16.5,25000000.0,5000.0,AML_Inverted Winger,13,18,59,76,43,88,87,20,50,41,88,55,44,57,89,88,53,66,60,Jesse Lingard,30573888,171373
28120042,,Cole Palmer,2002-05-06,ENG,English Premier Division,Manchester City,England (Premier Division),Left,Reasonable,Very Strong,"MC,AMR,AML,AMC",182,70 kg,20,29000000 - 42000000,34500,4,-,U21,0,4,Creative,-,Inverted Winger,Support,AMR,74,9,39,69,64,64,39,9,4,64,59,59,59,59,64,69,4,64,64,69,59,9,39,64,9,34,64,14,29,64,64,4,69,64,64,39,9,9,4,64,39,39,54,79,14,64,64,6827,354,29000000.0,42000000.0,5000.0,AMR_Inverted Winger,11,16,59,75,43,87,86,20,85,41,87,43,50,56,64,71,66,46,59,Cole Palmer,33166052,73849
28059632,,Patrick Bamford,1993-09-05,ENG,English Premier Division,Leeds United,England (Premier Division),Left,Weak,Very Strong,"AMC,ST",185,81 kg,28,25000000 - 36000000,32500,278,100,,1,2,Leader,-,Pressing Forward,Attack,ST,64,14,54,64,74,64,74,9,9,54,74,9,49,64,74,59,19,79,69,59,39,4,54,64,14,54,59,9,44,54,79,4,69,59,59,64,14,9,4,89,54,49,79,64,9,59,89,6363,354,25000000.0,36000000.0,5000.0,ST_Pressing Forward,12,18,62,79,41,70,89,21,44,41,66,42,41,89,52,48,45,42,63,Patrick Bamford,26051752,134591
67172040,Wnt,Ayoze Pérez,1993-07-29,ESP,English Premier Division,Leicester City,England (Premier Division),Right,Very Strong,Fairly Strong,"MR,AMR,AMC,ST",178,72 kg,28,18.5000000,14500,321,78,,0,2,Technical,-,Advanced Playmaker,Support,AMC,59,19,29,69,69,64,49,14,14,59,59,34,59,64,64,74,4,69,74,74,44,14,54,39,9,49,44,19,24,74,74,9,64,64,54,39,14,14,14,69,44,49,69,69,9,64,79,6379,354,18.5,,5000.0,AMC_Advanced Playmaker,9,20,59,75,50,71,87,21,67,41,86,42,42,85,64,86,46,46,59,Ayoze Pérez,25569888,137652
98034601,,Denis Zakaria,1996-11-20,SUI,English Premier Division,Chelsea,England (Premier Division),Right,Very Strong,Weak,"DM,MC",191,81 kg,25,16.5000000 - 20000000,7250,190,16,Main,40,8,Physical,-,Ball Winning Midfielder,Defend,DM,69,4,84,64,69,74,84,14,4,64,64,34,44,59,74,69,9,49,64,59,39,14,54,74,19,54,54,59,64,74,69,9,74,64,39,69,9,9,9,84,74,79,79,64,4,59,84,2432,354,16.5,20000000.0,5000.0,DM_Ball Winning Midfielder,6,17,65,81,93,43,53,20,92,55,44,48,50,41,46,46,48,49,65,Denis Zakaria,36002303,118022
55041710,,Gonçalo Guedes,1996-11-29,POR,English Premier Division,Wolverhampton,England (Premier Division),Right,Very Strong,Reasonable,"MR,ML,AMR,AML,AMC,ST",179,68 kg,25,67000000 - 99000000,4800,230,43,Main,32,3,Physical,-,Inverted Winger,Support,AML,79,9,59,74,64,64,64,4,14,54,59,49,64,54,64,69,9,64,59,74,59,9,39,49,14,34,74,59,34,74,69,9,79,64,64,59,9,9,9,74,59,34,54,69,14,59,64,12084,354,67000000.0,99000000.0,5000.0,AML_Inverted Winger,13,17,61,78,43,89,89,21,50,41,89,55,44,87,91,89,53,66,62,Gonçalo Guedes,41488311,170341
29076103,,Calum Chambers,1995-01-20,ENG,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Weak,"DR,DC,WBR,DM",183,73 kg,27,23000000 - 29000000,7250,162,7,,3,22,Technical,-,Full-Back,Support,DR,64,19,64,64,64,69,69,14,14,69,69,29,59,64,64,59,19,44,64,44,29,14,69,69,9,49,49,59,69,54,54,9,64,64,34,64,9,4,4,69,64,69,74,64,4,59,74,1045,354,23000000.0,29000000.0,5000.0,DR_Full-Back,2,19,59,77,88,43,41,20,44,88,44,46,91,41,46,69,92,44,61,Calum Chambers,19762503,92534
14167329,,Lisandro Martínez,1998-01-18,ARG,English Premier Division,Manchester United,England (Premier Division),Left,Reasonable,Very Strong,"DL,DC,DM",178,77 kg,24,56000000 - 67000000,17750,121,9,Main,7,4,Technical,-,Ball Playing Defender,Stopper,DC,64,9,79,59,69,69,69,4,9,69,69,29,44,69,59,59,19,34,64,59,44,14,69,64,14,64,34,59,74,74,59,9,59,74,44,69,4,19,4,74,64,64,64,74,9,69,74,6828,354,56000000.0,67000000.0,5000.0,DC_Ball Playing Defender,3,19,62,80,91,41,41,21,45,93,42,93,63,42,43,44,46,48,64,Lisandro Martínez,59603073,235376
