Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Att_Shot,Shot/90,Shot_Accuracy
1370,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,0,3,1,33.3,0.40,0.13,0.00,0.00,19.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,3.0,0.39473684210526316,33.3
1372,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,7.6,0,4,3,75.0,0.53,0.40,0.00,0.00,16.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,4.0,0.5263157894736842,75.0
1375,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,1,16,5,31.3,0.53,0.17,0.06,0.20,11.5,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches,16.0,0.5315614617940199,31.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1376,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,0,6,3,50.0,1.96,0.98,0.00,0.00,21.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,6.0,1.9354838709677418,50.0
1377,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,0,6,1,16.7,0.24,0.04,0.00,0.00,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,6.0,0.24096385542168677,16.7
1378,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,1,15,3,20.0,1.36,0.27,0.07,0.33,15.9,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches,15.0,1.3636363636363635,20.0
1379,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,7,47,22,46.8,2.09,0.98,0.15,0.32,21.5,6,0,0,5.1,5.1,0.11,+1.9,+1.9,Matches,47.0,2.088888888888889,46.8
1380,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,4,38,16,42.1,2.09,0.88,0.11,0.25,22.2,0,0,0,4.1,4.1,0.11,-0.1,-0.1,Matches,38.0,2.087912087912088,42.1
1381,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,2,24,3,12.5,0.75,0.09,0.08,0.67,22.1,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,24.0,0.75,12.5
1383,Kiké,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,2,41,11,26.8,3.61,0.97,0.02,0.09,16.4,0,1,1,4.4,3.6,0.09,-2.4,-2.6,Matches,41.0,3.6283185840707963,26.8
1384,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,1,4,1,25.0,0.32,0.08,0.25,1.00,9.8,0,0,0,1.1,1.1,0.28,-0.1,-0.1,Matches,4.0,0.32,25.0
1386,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,5,27,11,40.7,0.87,0.35,0.15,0.36,26.0,3,1,1,2.2,1.4,0.05,+2.8,+2.6,Matches,27.0,0.8653846153846154,40.7
1388,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,1,1,1,100.0,0.21,0.21,1.00,1.00,10.0,0,0,0,0.1,0.1,0.09,+0.9,+0.9,Matches,1.0,0.2127659574468085,100.0
1389,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,0,10,2,20.0,0.62,0.12,0.00,0.00,16.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,10.0,0.625,20.0
1392,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,0,4,1,25.0,1.29,0.32,0.00,0.00,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,4.0,1.2903225806451613,25.0
1393,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,0,6,1,16.7,0.60,0.10,0.00,0.00,17.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,6.0,0.594059405940594,16.7
1394,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,6,43,15,34.9,2.67,0.93,0.12,0.33,18.1,2,1,1,6.6,5.9,0.14,-0.6,-0.9,Matches,43.0,2.670807453416149,34.9
1395,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,1,15,7,46.7,1.05,0.49,0.07,0.14,19.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,15.0,1.048951048951049,46.7
1396,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,2,8,1,12.5,0.25,0.03,0.13,1.00,16.0,0,1,2,2.4,0.8,0.10,-0.4,+0.2,Matches,8.0,0.25078369905956116,12.5
1398,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,0,17,4,23.5,0.48,0.11,0.00,0.00,11.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches,17.0,0.481586402266289,23.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1401,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,3,39,8,20.5,1.53,0.31,0.08,0.38,20.5,0,0,0,2.3,2.3,0.06,+0.7,+0.7,Matches,39.0,1.5294117647058822,20.5
1402,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,0,16,1,6.3,0.57,0.04,0.00,0.00,22.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,16.0,0.5653710247349824,6.3
1403,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,4,22,9,40.9,0.89,0.37,0.18,0.44,9.7,0,0,0,4.1,4.1,0.19,-0.1,-0.1,Matches,22.0,0.8943089430894309,40.9
1404,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,1,1,1,100.0,1.53,1.53,1.00,1.00,20.6,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches,1.0,1.4285714285714286,100.0
1405,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,15,75,30,40.0,2.57,1.03,0.17,0.43,13.0,0,2,2,13.2,11.6,0.16,+1.8,+1.4,Matches,75.0,2.568493150684932,40.0
1408,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,0,11,3,27.3,0.64,0.17,0.00,0.00,9.7,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches,11.0,0.6395348837209303,27.3
1410,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,7,28,13,46.4,1.60,0.74,0.18,0.38,16.1,0,2,3,5.6,3.2,0.12,+1.4,+1.8,Matches,28.0,1.6,46.4
1411,Manu Koné,fr FRA,MF,Gladbach,de Bundesliga,21,2001,29.0,1,26,14,53.8,0.90,0.48,0.04,0.07,25.1,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,26.0,0.896551724137931,53.8
1412,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,0,1,1,100.0,0.10,0.10,0.00,0.00,27.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,1.0,0.09803921568627452,100.0
1414,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,10,55,23,41.8,1.73,0.72,0.15,0.35,21.9,6,2,4,7.6,4.3,0.08,+2.4,+3.7,Matches,55.0,1.729559748427673,41.8
1416,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,29,1992,28.5,3,37,11,29.7,1.30,0.39,0.08,0.27,19.6,0,0,0,2.4,2.4,0.06,+0.6,+0.6,Matches,37.0,1.2982456140350878,29.7
1418,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,4,42,13,31.0,2.03,0.63,0.10,0.31,13.8,1,0,0,5.3,5.3,0.13,-1.3,-1.3,Matches,42.0,2.028985507246377,31.0
1419,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,1,24,5,20.8,0.81,0.17,0.04,0.20,20.3,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches,24.0,0.8108108108108107,20.8
1421,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,2,11,4,36.4,0.55,0.20,0.18,0.50,12.0,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches,11.0,0.55,36.4
1422,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,1,14,1,7.1,0.52,0.04,0.07,1.00,14.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,14.0,0.5185185185185185,7.1
1423,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,0,11,3,27.3,0.79,0.21,0.00,0.00,11.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,11.0,0.7857142857142857,27.3
1424,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,1,6,5,83.3,0.61,0.51,0.17,0.20,19.4,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,6.0,0.6122448979591836,83.3
1425,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,1,23,1,4.3,1.21,0.05,0.04,1.00,22.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,23.0,1.2105263157894737,4.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1426,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,0,11,1,9.1,1.81,0.16,0.00,0.00,15.4,1,0,0,1.6,1.6,0.15,-1.6,-1.6,Matches,11.0,1.8032786885245902,9.1
1427,Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,1,14,6,42.9,3.32,1.42,0.07,0.17,18.9,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,14.0,3.333333333333333,42.9
1429,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,0,32,2,6.3,1.22,0.08,0.00,0.00,20.1,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches,32.0,1.2213740458015268,6.3
1430,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,12,57,21,36.8,2.15,0.79,0.14,0.38,18.0,4,4,6,13.2,8.5,0.15,-1.2,-0.5,Matches,57.0,2.150943396226415,36.8
1431,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,31,1991,24.7,0,6,1,16.7,0.24,0.04,0.00,0.00,22.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,6.0,0.24291497975708504,16.7
1432,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,2,25,9,36.0,0.89,0.32,0.08,0.22,19.3,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches,25.0,0.8960573476702509,36.0
1433,Rasmus Kristensen,dk DEN,DF,Leeds United,eng Premier League,25,1997,21.8,3,13,5,38.5,0.60,0.23,0.23,0.60,15.2,0,0,0,0.8,0.8,0.06,+2.2,+2.2,Matches,13.0,0.5963302752293578,38.5
1435,Raimonds Krollis,lv LVA,"FW,DF",Spezia,it Serie A,20,2001,0.4,0,2,1,50.0,5.00,2.50,0.00,0.00,18.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2.0,5.0,50.0
1436,Toni Kroos,de GER,MF,Real Madrid,es La Liga,32,1990,23.9,2,31,11,35.5,1.29,0.46,0.06,0.18,25.4,5,0,0,1.4,1.4,0.05,+0.6,+0.6,Matches,31.0,1.2970711297071131,35.5
1437,Rade Krunić,ba BIH,MF,Milan,it Serie A,28,1993,18.4,0,14,2,14.3,0.76,0.11,0.00,0.00,14.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,14.0,0.7608695652173914,14.3
1438,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,34,1988,3.0,0,9,2,22.2,2.98,0.66,0.00,0.00,13.9,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,9.0,3.0,22.2
1439,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,29,1992,18.2,2,9,4,44.4,0.49,0.22,0.22,0.50,12.2,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches,9.0,0.4945054945054945,44.4
1440,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.30,17.8,3,0,0,5.9,5.9,0.08,+3.1,+3.1,Matches,72.0,2.6568265682656826,41.7
1441,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,22,2000,23.0,2,43,10,23.3,1.87,0.44,0.05,0.20,17.6,0,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches,43.0,1.8695652173913044,23.3
1442,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17,2005,14.7,0,9,2,22.2,0.61,0.14,0.00,0.00,21.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,9.0,0.6122448979591837,22.2
1444,Pierre Kunde,cm CMR,"MF,FW",Bochum,de Bundesliga,27,1995,4.2,1,4,1,25.0,0.95,0.24,0.25,1.00,24.7,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches,4.0,0.9523809523809523,25.0
1447,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,21,2001,28.0,12,83,30,36.1,2.97,1.07,0.12,0.33,19.1,3,2,2,8.2,6.6,0.08,+3.8,+3.4,Matches,83.0,2.9642857142857144,36.1
1448,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,26,1995,24.8,10,54,19,35.2,2.18,0.77,0.11,0.32,17.5,0,4,6,11.7,7.0,0.13,-1.7,-1.0,Matches,54.0,2.1774193548387095,35.2
1449,Daniel Kyereh,gh GHA,"MF,FW",Freiburg,de Bundesliga,26,1996,6.2,2,11,5,45.5,1.77,0.81,0.18,0.40,14.9,0,0,0,2.2,2.2,0.20,-0.2,-0.2,Matches,11.0,1.7741935483870968,45.5
1450,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,it Serie A,26,1996,7.8,0,7,3,42.9,0.89,0.38,0.00,0.00,19.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,7.0,0.8974358974358975,42.9
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1451,Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,it Serie A,26,1996,8.5,1,13,4,30.8,1.53,0.47,0.08,0.25,15.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,13.0,1.5294117647058822,30.8
1452,César de la Hoz,es ESP,MF,Almería,es La Liga,30,1992,18.6,1,7,1,14.3,0.38,0.05,0.14,1.00,20.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,7.0,0.3763440860215054,14.3
1453,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24,1998,16.5,0,17,3,17.6,1.03,0.18,0.00,0.00,19.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,17.0,1.0303030303030303,17.6
1454,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,19,2003,1.4,0,3,1,33.3,2.20,0.73,0.00,0.00,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,3.0,2.142857142857143,33.3
1455,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28,1994,27.8,13,74,39,52.7,2.66,1.40,0.18,0.33,15.7,1,0,1,11.8,11.0,0.15,+1.2,+2.0,Matches,74.0,2.661870503597122,52.7
1456,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28,1994,2.8,2,11,6,54.5,3.98,2.17,0.18,0.33,13.2,0,0,0,1.7,1.7,0.16,+0.3,+0.3,Matches,11.0,3.928571428571429,54.5
1457,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31,1991,32.5,27,107,47,43.9,3.29,1.44,0.20,0.45,14.4,8,6,8,24.2,17.9,0.17,+2.8,+3.1,Matches,107.0,3.292307692307692,43.9
1459,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22,2000,18.1,1,4,1,25.0,0.22,0.06,0.25,1.00,8.6,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches,4.0,0.22099447513812154,25.0
1461,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,25,1996,9.7,2,6,2,33.3,0.62,0.21,0.33,1.00,16.4,0,0,0,0.8,0.8,0.14,+1.2,+1.2,Matches,6.0,0.6185567010309279,33.3
1462,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,16.3,3,20,10,50.0,1.23,0.61,0.15,0.30,19.9,0,0,0,2.4,2.4,0.12,+0.6,+0.6,Matches,20.0,1.2269938650306749,50.0
1463,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,29,1992,9.1,0,6,4,66.7,0.66,0.44,0.00,0.00,13.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches,6.0,0.6593406593406593,66.7
1464,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,30,1991,15.7,0,12,3,25.0,0.76,0.19,0.00,0.00,25.6,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,12.0,0.7643312101910829,25.0
1465,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,34,1988,8.0,2,8,5,62.5,1.00,0.62,0.25,0.40,13.3,0,0,0,0.9,0.9,0.11,+1.1,+1.1,Matches,8.0,1.0,62.5
1467,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,30,1992,20.5,6,47,23,48.9,2.29,1.12,0.13,0.26,15.0,2,0,0,5.3,5.3,0.11,+0.7,+0.7,Matches,47.0,2.292682926829268,48.9
1468,Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,fr Ligue 1,24,1998,7.2,4,22,10,45.5,3.04,1.38,0.18,0.40,10.4,0,0,0,3.2,3.2,0.15,+0.8,+0.8,Matches,22.0,3.0555555555555554,45.5
1469,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25,1997,12.2,1,23,8,34.8,1.88,0.65,0.04,0.13,11.6,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches,23.0,1.8852459016393444,34.8
1470,Sam Lammers,nl NED,FW,Empoli,it Serie A,25,1997,9.8,1,28,7,25.0,2.85,0.71,0.04,0.14,15.5,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches,28.0,2.8571428571428568,25.0
1472,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,29,1993,2.8,1,3,1,33.3,1.07,0.36,0.33,1.00,23.1,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches,3.0,1.0714285714285714,33.3
1473,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28,1994,11.0,0,10,1,10.0,0.91,0.09,0.00,0.00,14.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,10.0,0.9090909090909091,10.0
1474,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,18.4,0,6,2,33.3,0.33,0.11,0.00,0.00,14.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6.0,0.32608695652173914,33.3
1475,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27,1995,16.3,8,49,17,34.7,3.00,1.04,0.12,0.35,14.1,0,2,2,7.5,5.9,0.12,+0.5,+0.1,Matches,49.0,3.0061349693251533,34.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1477,Yasser Larouci,dz ALG,"DF,MF",Troyes,fr Ligue 1,21,2001,20.0,1,10,4,40.0,0.50,0.20,0.10,0.25,20.6,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,10.0,0.5,40.0
1479,Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,it Serie A,29,1992,17.5,1,52,11,21.2,2.98,0.63,0.02,0.09,18.2,0,0,0,6.0,6.0,0.12,-5.0,-5.0,Matches,52.0,2.9714285714285715,21.2
1481,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,21,2001,5.0,1,15,4,26.7,3.01,0.80,0.07,0.25,16.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,15.0,3.0,26.7
1482,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,24,1997,10.2,1,9,1,11.1,0.89,0.10,0.11,1.00,17.3,1,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,9.0,0.8823529411764707,11.1
1483,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,32,1989,9.5,0,16,2,12.5,1.69,0.21,0.00,0.00,19.0,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,16.0,1.6842105263157894,12.5
1484,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,23,1998,24.2,7,55,21,38.2,2.28,0.87,0.11,0.29,20.4,10,1,1,4.7,3.9,0.07,+2.3,+2.1,Matches,55.0,2.272727272727273,38.2
1485,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,23,1998,3.0,1,14,5,35.7,4.74,1.69,0.07,0.20,18.2,2,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches,14.0,4.666666666666667,35.7
1486,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,18,2004,24.7,1,12,3,25.0,0.49,0.12,0.08,0.33,27.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches,12.0,0.4858299595141701,25.0
1487,Lázaro,br BRA,"FW,MF",Almería,es La Liga,20,2002,8.0,6,25,12,48.0,3.14,1.51,0.24,0.50,15.0,0,0,0,4.0,4.0,0.16,+2.0,+2.0,Matches,25.0,3.125,48.0
1488,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26,1996,15.3,0,7,2,28.6,0.46,0.13,0.00,0.00,14.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,7.0,0.45751633986928103,28.6
1490,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,it Serie A,31,1990,24.9,4,43,14,32.6,1.73,0.56,0.09,0.29,18.8,4,0,0,3.6,3.6,0.08,+0.4,+0.4,Matches,43.0,1.7269076305220885,32.6
1491,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,20.9,0,6,2,33.3,0.29,0.10,0.00,0.00,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6.0,0.28708133971291866,33.3
1492,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,19,2002,16.1,2,10,4,40.0,0.62,0.25,0.20,0.50,14.0,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches,10.0,0.6211180124223602,40.0
1493,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,24,1997,1.8,0,5,2,40.0,2.73,1.09,0.00,0.00,9.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,5.0,2.7777777777777777,40.0
1494,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1998,23.0,10,55,23,41.8,2.39,1.00,0.18,0.43,11.1,0,0,0,8.4,8.4,0.16,+1.6,+1.6,Matches,55.0,2.391304347826087,41.8
1495,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22,2000,33.6,5,45,18,40.0,1.34,0.54,0.11,0.28,23.4,8,0,0,3.5,3.5,0.08,+1.5,+1.5,Matches,45.0,1.3392857142857142,40.0
1496,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37.0,0,17,6,35.3,0.46,0.16,0.00,0.00,18.3,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,17.0,0.4594594594594595,35.3
1498,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,31.1,0,12,2,16.7,0.39,0.06,0.00,0.00,12.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,12.0,0.3858520900321543,16.7
1499,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,23,1999,26.9,15,92,29,31.5,3.42,1.08,0.16,0.52,17.9,0,0,0,10.8,10.8,0.12,+4.2,+4.2,Matches,92.0,3.4200743494423795,31.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1505,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29,1993,30.7,5,43,13,30.2,1.40,0.42,0.12,0.38,23.8,2,0,0,2.1,2.1,0.05,+2.9,+2.9,Matches,43.0,1.4006514657980456,30.2
1507,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,7.4,0,2,1,50.0,0.27,0.14,0.00,0.00,19.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,2.0,0.27027027027027023,50.0
1508,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,28.5,4,41,14,34.1,1.44,0.49,0.10,0.29,28.0,18,0,0,2.8,2.8,0.07,+1.2,+1.2,Matches,41.0,1.4385964912280702,34.1
1509,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,14.7,0,9,1,11.1,0.61,0.07,0.00,0.00,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,9.0,0.6122448979591837,11.1
1510,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26,1995,13.9,1,13,6,46.2,0.93,0.43,0.08,0.17,21.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches,13.0,0.935251798561151,46.2
1513,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,28,1993,14.4,0,9,2,22.2,0.62,0.14,0.00,0.00,27.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,9.0,0.625,22.2
1514,Mario Lemina,ga GAB,"MF,DF",Nice,fr Ligue 1,28,1993,9.3,0,6,3,50.0,0.64,0.32,0.00,0.00,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6.0,0.6451612903225806,50.0
1516,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,22.4,0,13,2,15.4,0.58,0.09,0.00,0.00,15.5,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,13.0,0.5803571428571429,15.4
