,league_id,team_name,team_id,opponent_name,opponent_id,team_power,opponent_power,team_date,opponent_date,team_time,opponent_time,team_round,opponent_round,team_day,opponent_day,team_venue,opponent_venue,team_result,opponent_result,team_gf,opponent_gf,team_ga,opponent_ga,team_opponent,opponent_opponent,team_goals,opponent_goals,team_shots,opponent_shots,team_shots_on_target,opponent_shots_on_target,team_shots_on_target_percentage,opponent_shots_on_target_percentage,team_goals_per_shot,opponent_goals_per_shot,team_goals_per_shot_on_target,opponent_goals_per_shot_on_target,team_distance_covered,opponent_distance_covered,team_free_kicks,opponent_free_kicks,team_penalties,opponent_penalties,team_penalty_attempts,opponent_penalty_attempts,team_expected_goals,opponent_expected_goals,team_non-penalty_expected_goals,opponent_non-penalty_expected_goals,team_expected_goals_per_shot,opponent_expected_goals_per_shot,team_goals_minus_expected_goals,opponent_goals_minus_expected_goals,team_non-penalty_goals_minus_expected_goals,opponent_non-penalty_goals_minus_expected_goals,team_match_report,opponent_match_report,team_finishing,opponent_finishing
367,13,Fulham,144,Brentford,1925,76,74,2023-03-06,2023-03-06,20:00,20:00,Matchweek 26,Matchweek 26,Mon,Mon,Away,Home,L,W,2,3,3,2,Brentford,Brentford,2,3,9,13,5,5,55.6,38.5,0.22,0.15,0.4,0.4,17.4,19.8,1,2,0,1,0,1,1.4,2.2,1.4,1.4,0.18,0.11,0.6,0.8,0.6,0.6,Match Report,Match Report,76,67
368,13,Fulham,144,Arsenal,1,76,79,2023-03-12,2023-03-12,14:00,14:00,Matchweek 27,Matchweek 27,Sun,Sun,Home,Away,L,W,0,3,3,0,Arsenal,Arsenal,0,3,12,15,2,7,16.7,46.7,0.0,0.2,0.0,0.43,17.4,15.2,0,1,0,0,0,0,0.8,2.3,0.8,2.3,0.07,0.16,-0.8,0.7,-0.8,0.7,Match Report,Match Report,76,78
369,13,Fulham,144,Bournemouth,1943,76,74,2023-04-01,2023-04-01,15:00,15:00,Matchweek 29,Matchweek 29,Sat,Sat,Away,Home,L,W,1,2,2,1,Bournemouth,Bournemouth,1,2,10,12,2,6,20.0,50.0,0.1,0.17,0.5,0.33,16.5,12.5,0,0,0,0,0,0,0.8,2.6,0.8,2.6,0.08,0.24,0.2,-0.6,0.2,-0.6,Match Report,Match Report,76,70
370,13,Fulham,144,West Ham,19,76,79,2023-04-08,2023-04-08,15:00,15:00,Matchweek 30,Matchweek 30,Sat,Sat,Home,Away,L,W,0,1,1,0,West Ham,West Ham,0,0,16,9,3,5,18.8,55.6,0.0,0.0,0.0,0.0,20.5,14.1,0,0,0,0,0,0,0.7,1.1,0.7,1.1,0.04,0.12,-0.7,-1.1,-0.7,-1.1,Match Report,Match Report,76,77
371,13,Fulham,144,Everton,7,76,77,2023-04-15,2023-04-15,15:00,15:00,Matchweek 31,Matchweek 31,Sat,Sat,Away,Home,W,L,3,1,1,3,Everton,Everton,3,1,21,15,7,7,33.3,46.7,0.14,0.07,0.43,0.14,17.9,17.1,0,0,0,0,0,0,1.8,1.4,1.8,1.4,0.09,0.1,1.2,-0.4,1.2,-0.4,Match Report,Match Report,76,77
372,13,Fulham,144,Leeds United,8,76,76,2023-04-22,2023-04-22,12:30,12:30,Matchweek 32,Matchweek 32,Sat,Sat,Home,Away,W,L,2,1,1,2,Leeds United,Leeds United,2,0,12,10,5,2,41.7,20.0,0.17,0.0,0.4,0.0,24.4,16.6,3,1,0,0,0,0,1.7,0.8,1.7,0.8,0.14,0.09,0.3,-0.8,0.3,-0.8,Match Report,Match Report,76,73
373,13,Fulham,144,Aston Villa,2,76,79,2023-04-25,2023-04-25,19:45,19:45,Matchweek 33,Matchweek 33,Tue,Tue,Away,Home,L,W,0,1,1,0,Aston Villa,Aston Villa,0,1,1,14,0,3,0.0,21.4,0.0,0.07,,0.33,14.7,16.4,0,0,0,0,0,0,0.1,1.0,0.1,1.0,0.1,0.07,-0.1,0.0,-0.1,0.0,Match Report,Match Report,76,72
374,13,Fulham,144,Manchester City,10,76,85,2023-04-30,2023-04-30,14:00,14:00,Matchweek 34,Matchweek 34,Sun,Sun,Home,Away,L,W,1,2,2,1,Manchester City,Manchester City,1,2,4,11,1,8,25.0,72.7,0.25,0.09,1.0,0.13,22.4,14.1,0,0,0,1,0,1,0.2,2.5,0.2,1.7,0.05,0.16,0.8,-0.5,0.8,-0.7,Match Report,Match Report,76,82
375,13,Fulham,144,Liverpool,9,76,84,2023-05-03,2023-05-03,20:00,20:00,Matchweek 28,Matchweek 28,Wed,Wed,Away,Home,L,W,0,1,1,0,Liverpool,Liverpool,0,1,9,14,3,2,33.3,14.3,0.0,0.0,0.0,0.0,16.8,22.6,0,0,0,1,0,1,0.9,1.8,0.9,1.0,0.1,0.07,-0.9,-0.8,-0.9,-1.0,Match Report,Match Report,76,79
376,13,Fulham,144,Leicester City,95,76,78,2023-05-08,2023-05-08,15:00,15:00,Matchweek 35,Matchweek 35,Mon,Mon,Home,Away,W,L,5,3,3,5,Leicester City,Leicester City,5,3,17,16,7,7,41.2,43.8,0.29,0.13,0.71,0.29,17.5,20.9,1,2,0,1,0,2,1.6,2.8,1.6,1.2,0.1,0.07,3.4,0.2,3.4,0.8,Match Report,Match Report,76,77
377,13,Fulham,144,Southampton,17,76,75,2023-05-13,2023-05-13,15:00,15:00,Matchweek 36,Matchweek 36,Sat,Sat,Away,Home,W,L,2,0,0,2,Southampton,Southampton,2,0,9,5,3,1,33.3,20.0,0.22,0.0,0.67,0.0,17.5,24.2,0,0,0,0,0,0,1.4,0.4,1.4,0.4,0.16,0.07,0.6,-0.4,0.6,-0.4,Match Report,Match Report,76,70
378,13,Fulham,144,Crystal Palace,1799,76,76,2023-05-20,2023-05-20,15:00,15:00,Matchweek 37,Matchweek 37,Sat,Sat,Home,Away,D,D,2,2,2,2,Crystal Palace,Crystal Palace,2,2,10,11,3,5,30.0,45.5,0.1,0.18,0.33,0.4,19.0,16.9,1,1,1,0,1,0,1.7,1.6,0.9,1.6,0.09,0.18,0.3,0.4,0.1,0.4,Match Report,Match Report,76,70
379,13,Fulham,144,Manchester Utd,11,76,82,2023-05-28,2023-05-28,16:30,16:30,Matchweek 38,Matchweek 38,Sun,Sun,Away,Home,L,W,1,2,2,1,Manchester Utd,Manchester Utd,1,2,9,21,2,8,22.2,38.1,0.11,0.1,0.5,0.25,17.6,20.7,1,1,0,0,1,0,1.8,2.9,1.0,2.9,0.11,0.14,-0.8,-0.9,0.0,-0.9,Match Report,Match Report,76,81
380,13,Crystal Palace,1799,Arsenal,1,76,79,2022-08-05,2022-08-05,20:00,20:00,Matchweek 1,Matchweek 1,Fri,Fri,Home,Away,L,W,0,2,2,0,Arsenal,Arsenal,0,1,10,10,2,2,20.0,20.0,0.0,0.1,0.0,0.5,14.2,14.6,0,1,0,0,0,0,1.2,1.0,1.2,1.0,0.12,0.1,-1.2,0.0,-1.2,0.0,Match Report,Match Report,70,78
381,13,Crystal Palace,1799,Liverpool,9,76,84,2022-08-15,2022-08-15,20:00,20:00,Matchweek 2,Matchweek 2,Mon,Mon,Away,Home,D,D,1,1,1,1,Liverpool,Liverpool,1,1,7,24,3,4,42.9,16.7,0.14,0.04,0.33,0.25,14.7,17.4,0,0,0,0,0,0,1.0,2.0,1.0,2.0,0.15,0.09,0.0,-1.0,0.0,-1.0,Match Report,Match Report,70,79
382,13,Crystal Palace,1799,Aston Villa,2,76,79,2022-08-20,2022-08-20,15:00,15:00,Matchweek 3,Matchweek 3,Sat,Sat,Home,Away,W,L,3,1,1,3,Aston Villa,Aston Villa,3,1,16,13,8,5,50.0,38.5,0.19,0.08,0.38,0.2,15.6,17.8,1,0,0,0,1,0,2.6,0.9,1.8,0.9,0.11,0.07,0.4,0.1,1.2,0.1,Match Report,Match Report,70,72
383,13,Crystal Palace,1799,Manchester City,10,76,85,2022-08-27,2022-08-27,15:00,15:00,Matchweek 4,Matchweek 4,Sat,Sat,Away,Home,L,W,2,4,4,2,Manchester City,Manchester City,1,4,2,18,2,5,100.0,27.8,0.5,0.22,0.5,0.8,20.6,14.1,0,0,0,0,0,0,0.1,2.2,0.1,2.2,0.06,0.13,0.9,1.8,0.9,1.8,Match Report,Match Report,70,82
384,13,Crystal Palace,1799,Brentford,1925,76,74,2022-08-30,2022-08-30,19:30,19:30,Matchweek 5,Matchweek 5,Tue,Tue,Home,Away,D,D,1,1,1,1,Brentford,Brentford,1,1,13,9,4,3,30.8,33.3,0.08,0.11,0.25,0.33,19.2,10.7,0,0,0,0,0,0,1.0,1.4,1.0,1.4,0.08,0.16,0.0,-0.4,0.0,-0.4,Match Report,Match Report,70,67
385,13,Crystal Palace,1799,Newcastle Utd,13,76,78,2022-09-03,2022-09-03,15:00,15:00,Matchweek 6,Matchweek 6,Sat,Sat,Away,Home,D,D,0,0,0,0,Newcastle Utd,Newcastle Utd,0,0,19,23,9,5,47.4,21.7,0.0,0.0,0.0,0.0,20.0,12.8,0,1,0,0,0,0,1.0,2.8,1.0,2.8,0.05,0.13,-1.0,-2.8,-1.0,-2.8,Match Report,Match Report,70,76
386,13,Crystal Palace,1799,Chelsea,5,76,84,2022-10-01,2022-10-01,15:00,15:00,Matchweek 9,Matchweek 9,Sat,Sat,Home,Away,L,W,1,2,2,1,Chelsea,Chelsea,1,2,7,13,3,3,42.9,23.1,0.14,0.15,0.33,0.67,20.1,14.8,0,0,0,0,0,0,0.4,1.1,0.4,1.1,0.06,0.09,0.6,0.9,0.6,0.9,Match Report,Match Report,70,73
387,13,Crystal Palace,1799,Leeds United,8,76,76,2022-10-09,2022-10-09,14:00,14:00,Matchweek 10,Matchweek 10,Sun,Sun,Home,Away,W,L,2,1,1,2,Leeds United,Leeds United,2,1,13,10,5,4,38.5,40.0,0.15,0.1,0.4,0.25,17.7,18.1,2,0,0,0,0,0,1.1,1.0,1.1,1.0,0.08,0.1,0.9,0.0,0.9,0.0,Match Report,Match Report,70,73
388,13,Crystal Palace,1799,Leicester City,95,76,78,2022-10-15,2022-10-15,12:30,12:30,Matchweek 11,Matchweek 11,Sat,Sat,Away,Home,D,D,0,0,0,0,Leicester City,Leicester City,0,0,8,14,1,5,12.5,35.7,0.0,0.0,0.0,0.0,21.2,19.4,0,1,0,0,0,0,0.4,1.0,0.4,1.0,0.05,0.07,-0.4,-1.0,-0.4,-1.0,Match Report,Match Report,70,77
389,13,Crystal Palace,1799,Wolves,110,76,78,2022-10-18,2022-10-18,20:15,20:15,Matchweek 12,Matchweek 12,Tue,Tue,Home,Away,W,L,2,1,1,2,Wolves,Wolves,2,1,14,10,4,4,28.6,40.0,0.14,0.1,0.5,0.25,17.3,16.3,1,1,0,0,0,0,1.2,0.8,1.2,0.8,0.09,0.08,0.8,0.2,0.8,0.2,Match Report,Match Report,70,73
390,13,Crystal Palace,1799,Everton,7,76,77,2022-10-22,2022-10-22,15:00,15:00,Matchweek 13,Matchweek 13,Sat,Sat,Away,Home,L,W,0,3,3,0,Everton,Everton,0,3,9,9,2,6,22.2,66.7,0.0,0.33,0.0,0.5,17.1,16.8,2,0,0,0,0,0,0.9,1.4,0.9,1.4,0.11,0.17,-0.9,1.6,-0.9,1.6,Match Report,Match Report,70,77
391,13,Crystal Palace,1799,Southampton,17,76,75,2022-10-29,2022-10-29,15:00,15:00,Matchweek 14,Matchweek 14,Sat,Sat,Home,Away,W,L,1,0,0,1,Southampton,Southampton,1,0,12,14,3,4,25.0,28.6,0.08,0.0,0.33,0.0,20.0,18.1,1,0,0,0,0,0,0.9,1.3,0.9,1.3,0.07,0.09,0.1,-1.3,0.1,-1.3,Match Report,Match Report,70,70
392,13,Crystal Palace,1799,West Ham,19,76,79,2022-11-06,2022-11-06,14:00,14:00,Matchweek 15,Matchweek 15,Sun,Sun,Away,Home,W,L,2,1,1,2,West Ham,West Ham,2,1,15,5,6,2,40.0,40.0,0.13,0.2,0.33,0.5,20.5,16.7,2,0,0,0,0,0,1.0,0.3,1.0,0.3,0.07,0.05,1.0,0.7,1.0,0.7,Match Report,Match Report,70,77
393,13,Crystal Palace,1799,Nott'ham Forest,14,76,76,2022-11-12,2022-11-12,15:00,15:00,Matchweek 16,Matchweek 16,Sat,Sat,Away,Home,L,W,0,1,1,0,Nott'ham Forest,Nott'ham Forest,0,1,7,9,0,2,0.0,22.2,0.0,0.11,,0.5,16.9,15.2,0,1,0,0,1,0,1.2,1.1,0.4,1.1,0.06,0.13,-1.2,-0.1,-0.4,-0.1,Match Report,Match Report,70,73
394,13,Crystal Palace,1799,Fulham,144,76,76,2022-12-26,2022-12-26,15:00,15:00,Matchweek 17,Matchweek 17,Mon,Mon,Home,Away,L,W,0,3,3,0,Fulham,Fulham,0,3,4,23,0,10,0.0,43.5,0.0,0.13,,0.3,13.0,13.4,0,1,0,0,0,0,0.4,2.5,0.4,2.5,0.1,0.12,-0.4,0.5,-0.4,0.5,Match Report,Match Report,70,76
395,13,Crystal Palace,1799,Bournemouth,1943,76,74,2022-12-31,2022-12-31,15:00,15:00,Matchweek 18,Matchweek 18,Sat,Sat,Away,Home,W,L,2,0,0,2,Bournemouth,Bournemouth,2,0,15,6,6,2,40.0,33.3,0.13,0.0,0.33,0.0,18.9,14.8,1,0,0,0,0,0,1.6,0.6,1.6,0.6,0.11,0.1,0.4,-0.6,0.4,-0.6,Match Report,Match Report,70,70
396,13,Crystal Palace,1799,Tottenham,18,76,81,2023-01-04,2023-01-04,20:00,20:00,Matchweek 19,Matchweek 19,Wed,Wed,Home,Away,L,W,0,4,4,0,Tottenham,Tottenham,0,4,19,14,4,6,21.1,42.9,0.0,0.29,0.0,0.67,20.1,16.2,0,0,0,0,0,0,0.8,1.4,0.8,1.4,0.04,0.1,-0.8,2.6,-0.8,2.6,Match Report,Match Report,70,75
397,13,Crystal Palace,1799,Chelsea,5,76,84,2023-01-15,2023-01-15,14:00,14:00,Matchweek 20,Matchweek 20,Sun,Sun,Away,Home,L,W,0,1,1,0,Chelsea,Chelsea,0,1,10,15,5,5,50.0,33.3,0.0,0.07,0.0,0.2,17.9,14.8,0,0,0,0,0,0,0.7,1.5,0.7,1.5,0.07,0.1,-0.7,-0.5,-0.7,-0.5,Match Report,Match Report,70,73
398,13,Crystal Palace,1799,Manchester Utd,11,76,82,2023-01-18,2023-01-18,20:00,20:00,Matchweek 7,Matchweek 7,Wed,Wed,Home,Away,D,D,1,1,1,1,Manchester Utd,Manchester Utd,1,1,10,15,5,4,50.0,26.7,0.1,0.07,0.2,0.25,18.2,19.5,2,1,0,0,0,0,0.5,2.1,0.5,2.1,0.05,0.14,0.5,-1.1,0.5,-1.1,Match Report,Match Report,70,81
399,13,Crystal Palace,1799,Newcastle Utd,13,76,78,2023-01-21,2023-01-21,17:30,17:30,Matchweek 21,Matchweek 21,Sat,Sat,Home,Away,D,D,0,0,0,0,Newcastle Utd,Newcastle Utd,0,0,6,16,1,7,16.7,43.8,0.0,0.0,0.0,0.0,19.9,13.1,0,0,0,0,0,0,0.3,1.2,0.3,1.2,0.05,0.08,-0.3,-1.2,-0.3,-1.2,Match Report,Match Report,70,76
400,13,Crystal Palace,1799,Manchester Utd,11,76,82,2023-02-04,2023-02-04,15:00,15:00,Matchweek 22,Matchweek 22,Sat,Sat,Away,Home,L,W,1,2,2,1,Manchester Utd,Manchester Utd,1,2,10,13,3,4,30.0,30.8,0.1,0.08,0.33,0.25,12.8,16.4,0,0,0,1,0,1,1.3,2.0,1.3,1.2,0.14,0.1,-0.3,0.0,-0.3,-0.2,Match Report,Match Report,70,81
401,13,Crystal Palace,1799,Brighton,1808,76,75,2023-02-11,2023-02-11,15:00,15:00,Matchweek 23,Matchweek 23,Sat,Sat,Home,Away,D,D,1,1,1,1,Brighton,Brighton,1,1,6,17,1,7,16.7,41.2,0.17,0.06,1.0,0.14,12.4,13.6,0,1,0,0,0,0,1.1,2.5,1.1,2.5,0.18,0.15,-0.1,-1.5,-0.1,-1.5,Match Report,Match Report,70,70
402,13,Crystal Palace,1799,Brentford,1925,76,74,2023-02-18,2023-02-18,15:00,15:00,Matchweek 24,Matchweek 24,Sat,Sat,Away,Home,D,D,1,1,1,1,Brentford,Brentford,1,1,10,12,4,5,40.0,41.7,0.1,0.08,0.25,0.2,14.4,19.0,0,0,0,0,0,0,1.1,0.9,1.1,0.9,0.11,0.07,-0.1,0.1,-0.1,0.1,Match Report,Match Report,70,67
403,13,Crystal Palace,1799,Liverpool,9,76,84,2023-02-25,2023-02-25,19:45,19:45,Matchweek 25,Matchweek 25,Sat,Sat,Home,Away,D,D,0,0,0,0,Liverpool,Liverpool,0,0,6,12,0,4,0.0,33.3,0.0,0.0,,0.0,15.0,16.0,0,1,0,0,0,0,0.7,0.9,0.7,0.9,0.12,0.07,-0.7,-0.9,-0.7,-0.9,Match Report,Match Report,70,79
404,13,Crystal Palace,1799,Aston Villa,2,76,79,2023-03-04,2023-03-04,15:00,15:00,Matchweek 26,Matchweek 26,Sat,Sat,Away,Home,L,W,0,1,1,0,Aston Villa,Aston Villa,0,0,3,8,0,1,0.0,12.5,0.0,0.0,,0.0,16.9,14.8,0,0,0,0,0,0,0.2,1.2,0.2,1.2,0.06,0.15,-0.2,-1.2,-0.2,-1.2,Match Report,Match Report,70,72
405,13,Crystal Palace,1799,Manchester City,10,76,85,2023-03-11,2023-03-11,17:30,17:30,Matchweek 27,Matchweek 27,Sat,Sat,Home,Away,L,W,0,1,1,0,Manchester City,Manchester City,0,1,4,13,0,3,0.0,23.1,0.0,0.0,,0.0,17.5,19.0,0,1,0,1,0,1,0.2,2.1,0.2,1.3,0.05,0.1,-0.2,-1.1,-0.2,-1.3,Match Report,Match Report,70,82
406,13,Crystal Palace,1799,Brighton,1808,76,75,2023-03-15,2023-03-15,19:30,19:30,Matchweek 8,Matchweek 8,Wed,Wed,Away,Home,L,W,0,1,1,0,Brighton,Brighton,0,1,11,11,3,5,27.3,45.5,0.0,0.09,0.0,0.2,17.3,20.5,1,1,0,0,0,0,1.1,0.6,1.1,0.6,0.11,0.05,-1.1,0.4,-1.1,0.4,Match Report,Match Report,70,70
407,13,Crystal Palace,1799,Arsenal,1,76,79,2023-03-19,2023-03-19,14:00,14:00,Matchweek 28,Matchweek 28,Sun,Sun,Away,Home,L,W,1,4,4,1,Arsenal,Arsenal,1,4,9,15,5,5,55.6,33.3,0.11,0.27,0.2,0.8,14.6,16.4,1,0,0,0,0,0,0.8,1.6,0.8,1.6,0.09,0.1,0.2,2.4,0.2,2.4,Match Report,Match Report,70,78
408,13,Crystal Palace,1799,Leicester City,95,76,78,2023-04-01,2023-04-01,15:00,15:00,Matchweek 29,Matchweek 29,Sat,Sat,Home,Away,W,L,2,1,1,2,Leicester City,Leicester City,1,1,31,3,9,2,29.0,66.7,0.03,0.33,0.11,0.5,19.0,13.8,2,0,0,0,0,0,2.3,0.2,2.3,0.2,0.08,0.07,-1.3,0.8,-1.3,0.8,Match Report,Match Report,70,77
409,13,Crystal Palace,1799,Leeds United,8,76,76,2023-04-09,2023-04-09,14:00,14:00,Matchweek 30,Matchweek 30,Sun,Sun,Away,Home,W,L,5,1,1,5,Leeds United,Leeds United,5,1,16,11,7,7,43.8,63.6,0.31,0.09,0.71,0.14,12.3,16.7,1,1,0,0,0,0,3.0,0.9,3.0,0.9,0.2,0.08,2.0,0.1,2.0,0.1,Match Report,Match Report,70,73
410,13,Crystal Palace,1799,Southampton,17,76,75,2023-04-15,2023-04-15,15:00,15:00,Matchweek 31,Matchweek 31,Sat,Sat,Away,Home,W,L,2,0,0,2,Southampton,Southampton,2,0,10,11,2,4,20.0,36.4,0.2,0.0,1.0,0.0,23.7,18.0,2,0,0,0,0,0,0.9,0.8,0.9,0.8,0.09,0.07,1.1,-0.8,1.1,-0.8,Match Report,Match Report,70,70
411,13,Crystal Palace,1799,Everton,7,76,77,2023-04-22,2023-04-22,15:00,15:00,Matchweek 32,Matchweek 32,Sat,Sat,Home,Away,D,D,0,0,0,0,Everton,Everton,0,0,12,10,2,5,16.7,50.0,0.0,0.0,0.0,0.0,19.8,22.4,0,0,0,0,0,0,0.5,0.4,0.5,0.4,0.04,0.04,-0.5,-0.4,-0.5,-0.4,Match Report,Match Report,70,77
412,13,Crystal Palace,1799,Wolves,110,76,78,2023-04-25,2023-04-25,19:30,19:30,Matchweek 33,Matchweek 33,Tue,Tue,Away,Home,L,W,0,2,2,0,Wolves,Wolves,0,1,14,8,4,2,28.6,25.0,0.0,0.0,0.0,0.0,18.3,17.0,0,0,0,1,0,1,0.8,1.4,0.8,0.6,0.06,0.07,-0.8,-0.4,-0.8,-0.6,Match Report,Match Report,70,73
413,13,Crystal Palace,1799,West Ham,19,76,79,2023-04-29,2023-04-29,12:30,12:30,Matchweek 34,Matchweek 34,Sat,Sat,Home,Away,W,L,4,3,3,4,West Ham,West Ham,4,3,15,8,5,4,33.3,50.0,0.2,0.38,0.6,0.75,18.1,16.1,1,0,1,0,1,0,2.1,1.7,1.3,1.7,0.09,0.23,1.9,1.3,1.7,1.3,Match Report,Match Report,70,77
414,13,Crystal Palace,1799,Tottenham,18,76,81,2023-05-06,2023-05-06,15:00,15:00,Matchweek 35,Matchweek 35,Sat,Sat,Away,Home,L,W,0,1,1,0,Tottenham,Tottenham,0,1,7,8,2,3,28.6,37.5,0.0,0.13,0.0,0.33,17.6,12.7,1,0,0,0,0,0,0.4,0.9,0.4,0.9,0.05,0.11,-0.4,0.1,-0.4,0.1,Match Report,Match Report,70,75
415,13,Crystal Palace,1799,Bournemouth,1943,76,74,2023-05-13,2023-05-13,15:00,15:00,Matchweek 36,Matchweek 36,Sat,Sat,Home,Away,W,L,2,0,0,2,Bournemouth,Bournemouth,2,0,17,5,5,0,29.4,0.0,0.12,0.0,0.4,,15.2,19.4,0,1,0,0,0,0,1.5,0.3,1.5,0.3,0.09,0.06,0.5,-0.3,0.5,-0.3,Match Report,Match Report,70,70
416,13,Crystal Palace,1799,Fulham,144,76,76,2023-05-20,2023-05-20,15:00,15:00,Matchweek 37,Matchweek 37,Sat,Sat,Away,Home,D,D,2,2,2,2,Fulham,Fulham,2,2,11,10,5,3,45.5,30.0,0.18,0.1,0.4,0.33,16.9,19.0,1,1,0,1,0,1,1.6,1.7,1.6,0.9,0.18,0.09,0.4,0.3,0.4,0.1,Match Report,Match Report,70,76
417,13,Crystal Palace,1799,Nott'ham Forest,14,76,76,2023-05-28,2023-05-28,16:30,16:30,Matchweek 38,Matchweek 38,Sun,Sun,Home,Away,D,D,1,1,1,1,Nott'ham Forest,Nott'ham Forest,1,1,15,7,3,4,20.0,57.1,0.07,0.14,0.33,0.25,17.3,17.0,1,0,0,0,0,0,1.4,0.5,1.4,0.5,0.1,0.07,-0.4,0.5,-0.4,0.5,Match Report,Match Report,70,73
418,13,Chelsea,5,Everton,7,84,77,2022-08-06,2022-08-06,17:30,17:30,Matchweek 1,Matchweek 1,Sat,Sat,Away,Home,W,L,1,0,0,1,Everton,Everton,1,0,14,8,5,3,35.7,37.5,0.0,0.0,0.0,0.0,16.1,13.5,1,0,1,0,1,0,1.5,0.7,0.8,0.7,0.06,0.09,-0.5,-0.7,-0.8,-0.7,Match Report,Match Report,73,77
419,13,Chelsea,5,Tottenham,18,84,81,2022-08-14,2022-08-14,16:30,16:30,Matchweek 2,Matchweek 2,Sun,Sun,Home,Away,D,D,2,2,2,2,Tottenham,Tottenham,2,2,16,10,3,5,18.8,50.0,0.13,0.2,0.67,0.4,17.2,13.4,0,0,0,0,0,0,1.6,1.0,1.6,1.0,0.1,0.1,0.4,1.0,0.4,1.0,Match Report,Match Report,73,75
420,13,Chelsea,5,Leeds United,8,84,76,2022-08-21,2022-08-21,14:00,14:00,Matchweek 3,Matchweek 3,Sun,Sun,Away,Home,L,W,0,3,3,0,Leeds United,Leeds United,0,3,14,12,3,6,21.4,50.0,0.0,0.25,0.0,0.5,19.8,16.3,0,0,0,0,0,0,0.9,2.1,0.9,2.1,0.06,0.18,-0.9,0.9,-0.9,0.9,Match Report,Match Report,73,73
421,13,Chelsea,5,Leicester City,95,84,78,2022-08-27,2022-08-27,15:00,15:00,Matchweek 4,Matchweek 4,Sat,Sat,Home,Away,W,L,2,1,1,2,Leicester City,Leicester City,2,1,7,17,4,5,57.1,29.4,0.29,0.06,0.5,0.2,14.6,17.9,0,0,0,0,0,0,1.8,2.5,1.8,2.5,0.25,0.15,0.2,-1.5,0.2,-1.5,Match Report,Match Report,73,77
422,13,Chelsea,5,Southampton,17,84,75,2022-08-30,2022-08-30,19:45,19:45,Matchweek 5,Matchweek 5,Tue,Tue,Away,Home,L,W,1,2,2,1,Southampton,Southampton,1,2,10,9,4,5,40.0,55.6,0.1,0.22,0.25,0.4,14.5,17.8,0,0,0,0,0,0,1.1,1.1,1.1,1.1,0.11,0.13,-0.1,0.9,-0.1,0.9,Match Report,Match Report,73,70
423,13,Chelsea,5,West Ham,19,84,79,2022-09-03,2022-09-03,15:00,15:00,Matchweek 6,Matchweek 6,Sat,Sat,Home,Away,W,L,2,1,1,2,West Ham,West Ham,2,1,8,6,3,3,37.5,50.0,0.25,0.17,0.67,0.33,17.2,15.9,0,0,0,0,0,0,0.9,1.1,0.9,1.1,0.11,0.21,1.1,-0.1,1.1,-0.1,Match Report,Match Report,73,77
424,13,Chelsea,5,Crystal Palace,1799,84,76,2022-10-01,2022-10-01,15:00,15:00,Matchweek 9,Matchweek 9,Sat,Sat,Away,Home,W,L,2,1,1,2,Crystal Palace,Crystal Palace,2,1,13,7,3,3,23.1,42.9,0.15,0.14,0.67,0.33,14.8,20.1,0,0,0,0,0,0,1.1,0.4,1.1,0.4,0.09,0.06,0.9,0.6,0.9,0.6,Match Report,Match Report,73,70
425,13,Chelsea,5,Wolves,110,84,78,2022-10-08,2022-10-08,15:00,15:00,Matchweek 10,Matchweek 10,Sat,Sat,Home,Away,W,L,3,0,0,3,Wolves,Wolves,3,0,20,8,7,2,35.0,25.0,0.15,0.0,0.43,0.0,14.7,14.5,0,1,0,0,0,0,1.9,1.1,1.9,1.1,0.1,0.14,1.1,-1.1,1.1,-1.1,Match Report,Match Report,73,73
426,13,Chelsea,5,Aston Villa,2,84,79,2022-10-16,2022-10-16,14:00,14:00,Matchweek 11,Matchweek 11,Sun,Sun,Away,Home,W,L,2,0,0,2,Aston Villa,Aston Villa,2,0,8,18,4,7,50.0,38.9,0.25,0.0,0.5,0.0,18.0,15.3,1,1,0,0,0,0,0.9,1.8,0.9,1.8,0.11,0.1,1.1,-1.8,1.1,-1.8,Match Report,Match Report,73,72
427,13,Chelsea,5,Brentford,1925,84,74,2022-10-19,2022-10-19,19:30,19:30,Matchweek 12,Matchweek 12,Wed,Wed,Away,Home,D,D,0,0,0,0,Brentford,Brentford,0,0,14,8,5,5,35.7,62.5,0.0,0.0,0.0,0.0,21.4,14.5,0,0,0,0,0,0,0.9,1.3,0.9,1.3,0.06,0.16,-0.9,-1.3,-0.9,-1.3,Match Report,Match Report,73,67
428,13,Chelsea,5,Manchester Utd,11,84,82,2022-10-22,2022-10-22,17:30,17:30,Matchweek 13,Matchweek 13,Sat,Sat,Home,Away,D,D,1,1,1,1,Manchester Utd,Manchester Utd,1,1,5,13,1,6,20.0,46.2,0.0,0.08,0.0,0.17,19.7,22.1,0,1,1,0,1,0,1.1,0.8,0.3,0.8,0.06,0.06,-0.1,0.2,-0.3,0.2,Match Report,Match Report,73,81
429,13,Chelsea,5,Brighton,1808,84,75,2022-10-29,2022-10-29,15:00,15:00,Matchweek 14,Matchweek 14,Sat,Sat,Away,Home,L,W,1,4,4,1,Brighton,Brighton,1,2,15,19,7,7,46.7,36.8,0.07,0.11,0.14,0.29,18.3,15.9,0,0,0,0,0,0,1.4,2.4,1.4,2.4,0.09,0.13,-0.4,-0.4,-0.4,-0.4,Match Report,Match Report,73,70
