,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Fitness,Off the Ball,One vs One,Pace,Passing,Penalty Taking,Positioning,Punching,Reflexes,Rushing Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Unnamed: 0,fm,normal
3588,2000124383,Loa,Vittorio Ferreri,2005-02-08,ITA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,MC,166,56 kg,17,€3K - €30K,"€1,100 p/m",-,-,,0,-,Technical,-,Mezzala,Support,MC,65,15,50,60,20,25,30,15,15,30,20,20,10,65,75,5,15,25,65,25,10,5,15,5,15,30,25,20,35,60,25,10,50,45,20,15,5,5,15,45,5,30,25,65,5,65,50,56,Torino,Torino
3589,2000124384,Yth,Matteo Brezzo,2005-10-02,ITA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Very Weak,GK,185,67 kg,16,€0 - €65K,"€1,100 p/m",-,-,,0,-,Assertive,-,Sweeper Keeper,Defend,GK,60,30,40,55,20,20,60,40,30,20,50,10,10,60,65,15,30,10,5,15,20,60,5,55,40,35,5,15,15,65,5,45,50,30,15,25,70,60,70,5,10,5,20,5,20,15,15,56,Torino,Torino
3590,2000124385,Loa,Giovanni La Rosa,2005-02-16,ITA,Italian Serie A,Torino,Italy (Serie A),Left Only,Very Weak,Very Strong,"DL,WBL,ML",172,64 kg,17,€22K - €65K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Support,ML,55,15,55,55,30,40,35,15,10,30,45,30,45,60,10,45,15,20,60,25,35,10,35,45,10,5,20,35,40,60,40,10,45,40,5,25,15,15,5,30,30,45,40,50,5,40,45,56,Torino,Torino
3591,2000124396,Loa,Andrea Prete,2005-06-18,ITA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Very Weak,"DR,WBR,MR",172,65 kg,17,€0 - €60K,"€1,100 p/m",-,-,,0,-,Leader,-,Winger,Support,MR,70,5,35,65,40,35,35,5,10,20,25,15,40,50,70,35,15,10,50,25,30,15,30,35,5,55,30,30,20,40,25,5,50,40,10,30,10,5,20,25,25,50,35,40,15,40,40,56,Torino,Torino
3592,2000225820,Yth,Matias Ceschin,2004-06-11,ITA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,DC,191,78 kg,18,€0 - €45K,"€1,100 p/m",-,-,,0,-,Physical,-,Central Defender,Defend,DC,25,10,75,45,40,30,40,10,10,20,30,5,5,65,20,25,10,5,30,25,5,10,65,50,10,40,20,5,65,80,20,15,50,30,5,45,10,10,5,40,35,65,25,15,5,5,30,56,Torino,Torino
3593,2000199405,Yth,Jonathan Silva Pertinhes,2004-04-21,BRA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,MC,176,66 kg,18,€28K - €85K,"€1,100 p/m",-,-,,0,-,Physical,-,Central Midfielder,Support,MC,65,10,75,65,20,30,35,10,5,30,25,25,25,60,30,25,10,30,55,25,25,5,5,40,20,20,35,15,40,65,20,5,65,65,5,35,10,15,5,35,20,45,30,30,10,55,55,56,Torino,Torino
3594,2000199403,Yth,Zannetos Savva,2005-11-26,CYP,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,"AMR,AML,AMC,ST",180,63 kg,16,€3.5K - €35K,"€1,100 p/m",-,-,U21,0,-,Technical,-,Winger,Attack,AMR,60,5,50,60,30,15,15,10,5,35,20,25,40,45,70,45,15,25,60,40,20,10,20,30,10,15,10,5,15,55,20,10,60,40,10,10,10,15,10,30,10,15,25,35,15,25,30,56,Torino,Torino
3595,2000126400,Loa,Jahid Taouri,2005-04-12,FRA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Very Weak,DC,180,69 kg,17,€16K - €170K,"€1,100 p/m",-,-,,0,-,Physical,-,Central Defender,Cover,DC,70,10,60,70,55,35,40,10,5,20,30,25,10,70,70,30,15,5,25,25,5,15,45,30,15,5,15,5,70,65,30,10,70,35,5,60,15,5,5,40,35,50,30,5,15,10,35,56,Torino,Torino
3596,2000170194,Yth,Efdon Mahari,2006-04-12,SWE,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Weak,"DM,MC",167,55 kg,16,€0 - €80K,"€1,100 p/m",7,1,,0,-,Technical,-,Mezzala,Support,MC,60,15,35,60,30,30,30,10,5,25,30,25,25,30,60,15,5,30,60,25,25,5,25,10,5,25,40,5,35,70,30,10,55,35,5,40,5,5,5,30,5,65,35,60,15,50,55,56,Torino,Torino
3597,43499908,Loa,Gabriel Anyimah,2003-08-08,GHA,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Weak,"AMR,AML,ST",184,74 kg,18,€0 - €55K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Support,AMR,40,5,55,50,35,10,5,5,15,30,25,30,45,65,30,50,5,65,50,60,30,10,50,40,15,55,15,30,30,35,55,5,45,35,15,30,15,15,5,55,20,15,35,40,5,30,40,56,Torino,Torino
3598,2000205899,Yth,Edoardo Alloj,2006-05-04,ITA,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Reasonable,GK,179,64 kg,16,€2K - €22K,"€1,100 p/m",-,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,60,50,30,25,25,25,40,40,35,25,30,15,10,65,65,15,25,15,15,5,10,30,5,40,55,20,10,10,10,75,10,30,50,55,5,50,55,65,40,5,20,15,25,20,40,20,20,56,Torino,Torino
3599,43617314,,Matteo Fiorenza,2003-06-15,ITA,Italian Serie A,Torino,Italy (Serie A),Left,Weak,Very Strong,GK,196,83 kg,19,€0 - €75K,"€1,800 p/m",-,-,,0,-,Assertive,-,Goalkeeper,Defend,GK,20,55,40,60,30,15,60,45,20,15,25,10,5,55,40,10,55,10,5,15,25,55,5,65,45,5,15,10,5,85,5,30,25,35,15,30,25,55,60,5,30,10,15,5,40,10,10,56,Torino,Torino
3600,2000038693,Loa,Marcel Ruszel,2004-06-21,POL,Italian Serie A,Torino,Italy (Serie A),Either,Very Strong,Strong,MC,188,73 kg,18,€210K - €650K,"€1,100 p/m",-,-,,0,-,Technical,-,Advanced Playmaker,Support,MC,60,10,25,70,60,35,40,15,10,65,50,55,50,35,40,45,5,30,55,55,50,10,35,35,5,20,50,15,30,45,60,5,55,55,40,30,10,15,15,35,25,25,65,55,5,50,40,56,Torino,Torino
3601,2000102945,Yth,Gabriele Gamerro,2005-07-22,ITA,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Fairly Strong,GK,186,68 kg,16,€8K - €24K,"€1,100 p/m",-,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,50,45,25,25,30,25,45,30,15,15,40,15,5,65,70,5,25,15,5,5,15,50,5,40,30,5,10,10,10,70,10,25,50,25,10,25,25,65,30,10,20,5,25,15,45,15,20,56,Torino,Torino
3602,2000225823,Yth,Lucas Lopez,2006-07-01,ARG,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Very Weak,GK,180,60 kg,15,€3K - €30K,"€1,100 p/m",-,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,40,45,60,45,15,5,70,40,30,20,10,15,10,60,35,5,25,10,5,5,15,50,5,40,45,45,15,5,10,75,5,25,55,50,5,35,35,60,25,10,15,5,20,5,25,15,15,56,Torino,Torino
3603,2000199410,Yth,Sergiu Perciun,2006-04-23,MDA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,"MR,MC,AMR,AMC",172,58 kg,16,€0 - €110K,"€1,100 p/m",-,-,U21,0,-,Physical,-,Winger,Attack,AMR,65,5,25,65,35,25,30,5,10,25,10,25,35,45,35,45,10,15,55,60,20,20,10,40,15,15,30,20,10,75,40,10,65,45,10,25,5,10,10,30,15,15,30,50,10,30,55,56,Torino,Torino
3604,2000214107,Yth,Ryan Odello,2006-07-01,ITA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,"AMR,AML,AMC,ST",178,62 kg,15,€3K - €30K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Attack,AMR,40,5,50,55,35,30,10,10,10,35,25,25,40,40,5,70,15,50,70,50,25,15,50,50,10,55,35,5,5,50,35,10,45,60,15,20,5,5,10,30,20,30,30,55,5,25,35,56,Torino,Torino
3605,2000199409,Yth,Tamás Galántai,2006-01-05,HUN,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,AMC,171,57 kg,16,€30K - €90K,"€1,100 p/m",-,-,,0,-,Physical,-,Advanced Playmaker,Attack,AMC,65,5,40,65,25,25,25,10,10,15,25,15,20,45,65,30,5,30,55,65,5,10,20,25,20,30,30,5,5,80,30,20,65,40,5,15,5,5,5,20,15,25,25,65,10,60,30,56,Torino,Torino
3606,2000106665,Loa,Raffaele Marchioro,2005-05-10,ITA,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Reasonable,"ML,AML",185,70 kg,17,€14K - €40K,"€1,100 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,50,5,70,45,20,25,10,10,10,25,10,30,50,25,50,65,5,20,65,45,15,10,10,50,10,5,10,20,15,65,45,15,50,50,5,20,15,10,5,60,15,25,25,45,5,25,50,56,Torino,Torino
3607,2000211632,Yth,Milos Milicevic,2006-07-01,SRB,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Very Weak,MC,177,60 kg,15,€0 - €110K,"€1,100 p/m",-,-,,0,-,Physical,-,Mezzala,Support,MC,65,10,40,55,40,25,5,5,5,15,5,20,20,50,35,15,15,20,55,25,20,20,20,40,10,5,40,5,40,60,35,5,55,50,5,20,15,15,10,55,20,40,30,60,15,55,55,56,Torino,Torino
3608,2000165201,Loa,Federico Testa,2005-04-16,ITA,Italian Serie A,Torino,Italy (Serie A),Right Only,Very Strong,Weak,MC,184,71 kg,17,€16K - €45K,"€1,100 p/m",-,-,,0,-,Leader,-,Central Midfielder,Attack,MC,55,5,65,40,20,25,30,5,5,25,15,25,25,20,85,20,15,30,70,25,5,5,25,40,15,55,40,5,35,65,25,5,40,70,5,35,10,10,5,30,20,20,35,60,5,40,55,56,Torino,Torino
3609,744536,,Miguel Veloso,1986-05-11,POR,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Weak,Very Strong,"DM,MC",180,79 kg,36,€130K - €1.3M,"€77,500 p/m",395,25,,56,18,Leader,-,Deep Lying Playmaker,Defend,DM,55,10,75,60,75,70,50,10,10,70,65,75,55,70,85,60,15,35,70,55,80,10,45,50,10,75,70,15,60,70,45,10,50,75,65,70,10,15,15,60,60,70,75,75,15,80,65,57,Verona,Hellas Verona
3610,43061356,,Simone Verdi,1992-07-12,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Either,Strong,Very Strong,"AMR,AML,AMC,ST",174,65 kg,29,€800K - €10M,"€262,000 p/m",287,37,,4,5,Creative,-,Inverted Winger,Support,AMR,65,15,65,70,55,65,50,10,10,50,45,70,70,50,80,65,15,50,70,75,85,10,25,20,5,40,75,25,20,60,55,15,65,70,70,20,5,5,10,60,40,25,65,75,5,70,60,57,Verona,Hellas Verona
3611,62201068,nEU,Ivan Ilić,2001-03-17,SRB,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Reasonable,Very Strong,"DM,MC,AMC",182,75 kg,21,€25M - €38M,"€21,500 p/m",99,9,U21,3,12,Technical,-,Deep Lying Playmaker,Defend,MC,60,10,50,65,70,65,55,5,20,70,60,65,60,65,75,75,15,50,70,65,60,15,45,60,20,45,55,35,40,75,55,10,70,70,50,60,5,10,10,70,60,60,80,75,5,70,60,57,Verona,Hellas Verona
3612,43092927,,Kevin Lasagna,1992-08-10,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Reasonable,Very Strong,ST,181,80 kg,29,€300K - €3M,"€108,000 p/m",385,106,,7,-,Physical,-,Pressing Forward,Attack,ST,85,10,75,70,65,60,70,15,10,45,60,45,55,45,80,60,10,60,55,60,45,10,70,50,5,35,55,35,35,75,80,15,85,55,60,35,5,15,5,55,55,35,75,60,10,45,80,57,Verona,Hellas Verona
3613,43008971,,Davide Faraoni,1991-10-25,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,"DR,DC,WBR,MR",180,71 kg,30,€4.9M - €6M,"€77,500 p/m",281,23,,0,7,Intelligent,-,Full-Back,Attack,DR,70,10,50,65,65,65,70,5,5,65,70,50,70,65,70,55,5,60,60,45,35,5,65,55,15,50,45,55,55,70,80,5,75,60,35,65,5,10,15,70,55,55,70,65,20,60,80,57,Verona,Hellas Verona
3614,85065498,Wnt,Adrien Tameze,1994-02-04,FRA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,"DM,MC,AMC",180,78 kg,28,€5.8M - €8.6M,"€53,500 p/m",205,7,,0,-,Physical,-,Ball Winning Midfielder,Defend,MC,65,15,65,70,70,75,70,15,15,60,70,25,45,70,70,60,15,50,65,50,25,15,55,50,10,40,55,35,55,80,70,10,70,65,45,60,15,5,5,80,65,70,80,65,5,60,85,57,Verona,Hellas Verona
3615,5747078,nEU,Darko Lazović,1990-09-15,SRB,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,"WBR,WBL,MR,ML",181,66 kg,31,Not for Sale,"€92,500 p/m",365,46,Main,23,10,Physical,Torn knee ligaments,Inverted Winger,Support,ML,80,15,55,65,60,65,45,10,5,55,60,45,70,60,70,75,10,50,65,75,30,15,35,50,15,45,60,25,45,65,80,10,85,60,30,50,5,15,15,75,55,45,55,65,5,60,70,57,Verona,Hellas Verona
3616,92023404,,Koray Günter,1994-08-16,GER,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,DC,184,79 kg,27,€80K - €5.6M,"€125,000 p/m",157,-,,0,-,Leader,Torn knee ligaments,Central Defender,Defend,DC,60,10,70,60,60,65,80,15,5,55,60,20,35,60,65,40,10,30,55,35,20,5,70,65,15,70,25,35,75,70,25,5,55,55,25,70,15,5,5,70,75,80,75,50,5,45,65,57,Verona,Hellas Verona
3617,43125080,Wnt,Giangiacomo Magnani,1995-10-04,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,DC,190,87 kg,26,€700K,"€92,500 p/m",147,5,,0,-,Physical,-,Central Defender,Defend,DC,60,20,75,55,75,65,65,15,15,55,65,20,25,60,70,25,10,30,55,35,20,5,70,75,10,55,30,50,70,75,35,5,65,50,15,60,15,20,15,60,75,60,65,50,20,45,65,57,Verona,Hellas Verona
3618,96044665,Wnt,Paweł Dawidowicz,1995-05-20,POL,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,"DC,DM",189,80 kg,27,€3.2M - €6.2M,"€31,500 p/m",249,6,,8,11,Physical,-,Central Defender,Defend,DC,55,5,75,50,60,65,70,5,15,55,60,30,40,60,70,50,5,35,55,40,30,15,70,80,5,50,45,35,75,70,25,15,60,55,40,70,5,10,15,65,85,75,70,55,15,50,60,57,Verona,Hellas Verona
3619,43075133,Inj,Federico Ceccherini,1992-05-11,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,DC,187,75 kg,30,€3.4M - €6.6M,"€77,500 p/m",311,7,,0,-,Leader,-,Central Defender,Cover,DC,65,15,75,60,65,65,70,10,10,65,80,25,30,60,75,35,10,25,55,50,35,10,60,70,5,50,40,45,75,75,60,15,65,55,40,65,10,5,10,70,65,75,70,50,5,40,80,57,Verona,Hellas Verona
3620,49030852,,Thomas Henry,1994-09-20,FRA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,ST,191,88 kg,27,€8.2M - €12.5M,"€123,000 p/m",218,78,,0,-,Physical,-,Target Forward,Support,ST,60,15,60,55,70,80,75,15,10,65,60,20,40,70,70,60,15,70,65,45,30,10,85,75,10,40,60,25,20,65,65,15,60,60,70,50,5,10,10,65,85,25,75,60,10,55,65,57,Verona,Hellas Verona
3621,43161628,,Fabio Depaoli,1997-04-24,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,"DR,WBR,MR",178,71 kg,25,€10K - €5.4M,"€46,000 p/m",135,1,,0,5,Physical,-,Full-Back,Attack,DR,65,5,70,70,55,70,50,15,15,50,65,50,65,65,75,50,15,35,60,65,40,15,45,30,5,50,50,70,50,70,60,5,70,60,45,60,10,20,5,75,50,60,65,65,15,60,70,57,Verona,Hellas Verona
3622,43459202,,Yayah Kallon,2001-06-30,SLE,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Reasonable,Very Strong,"AMR,AML,ST",175,70 kg,20,€600K - €7.6M,"€62,500 p/m",33,-,Main,0,-,Physical,-,Inverted Winger,Support,AMR,80,10,45,70,50,60,55,5,15,50,45,25,45,60,55,70,5,55,60,50,40,5,50,40,10,30,50,15,20,70,60,10,75,55,45,35,10,15,10,60,55,35,45,60,15,45,55,57,Verona,Hellas Verona
3623,91145128,,Ajdin Hrustic,1996-07-05,AUS,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Fairly Strong,Very Strong,"MR,MC,AMR,AMC",183,78 kg,25,€350K - €3.6M,"€32,000 p/m",127,12,,19,-,Leader,-,Inverted Winger,Support,AMR,60,10,70,65,55,60,65,5,10,65,60,70,45,60,75,60,5,40,60,60,75,5,60,65,10,45,75,35,40,65,60,15,55,70,70,40,5,15,15,65,60,30,65,65,15,55,70,57,Verona,Hellas Verona
3624,43124226,,Lorenzo Montipò,1996-02-20,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,GK,191,82 kg,26,€375K - €7.2M,"€41,500 p/m",214,-,,0,2,Distributor,-,Goalkeeper,Defend,GK,60,75,50,70,60,55,65,70,70,60,55,10,10,55,65,5,40,5,50,40,5,65,35,75,80,50,15,15,15,65,45,70,55,35,10,60,60,85,55,70,55,15,55,40,60,45,50,57,Verona,Hellas Verona
3625,13157239,nEU,Martin Hongla,1998-03-16,CMR,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,"DM,MC",181,79 kg,24,€250K - €2.6M,"€26,000 p/m",115,6,,17,-,Physical,-,Ball Winning Midfielder,Defend,DM,65,10,80,60,60,70,60,15,5,65,65,25,40,65,60,50,15,40,65,40,45,10,60,60,10,50,60,45,55,75,60,15,60,65,60,60,5,15,5,80,70,60,75,60,10,60,75,57,Verona,Hellas Verona
3626,43372280,,Roberto Piccoli,2001-01-27,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,ST,190,84 kg,21,€5.2M - €7.8M,"€46,000 p/m",40,6,U21,0,4,Physical,-,Target Forward,Support,ST,55,15,50,60,70,70,60,10,5,70,60,25,35,65,70,50,20,65,60,40,25,15,75,75,15,45,45,30,25,80,65,10,65,55,60,25,5,10,10,70,80,30,75,60,15,45,70,57,Verona,Hellas Verona
3627,43067329,,Simone Perilli,1995-01-07,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right Only,Very Strong,Weak,GK,195,75 kg,27,€450K - €1.3M,"€34,000 p/m",125,-,,0,-,Assertive,-,Sweeper Keeper,Defend,GK,50,65,45,65,65,70,60,60,60,50,65,15,15,60,40,5,45,15,45,50,10,55,35,80,55,60,15,10,5,50,55,65,60,55,5,65,50,60,65,75,70,10,50,50,55,40,50,57,Verona,Hellas Verona
3628,96105431,,Mateusz Praszelik,2000-09-26,POL,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,AMC,184,74 kg,21,€90K - €900K,"€1,700 p/m",92,12,,0,5,Creative,-,Advanced Playmaker,Support,AMC,60,5,40,65,55,60,55,5,15,55,60,40,55,60,65,65,5,50,65,70,45,10,40,50,10,40,40,20,25,45,50,15,65,65,55,40,10,5,15,70,55,25,70,65,5,65,55,57,Verona,Hellas Verona
3629,43009443,,Milan Đurić,1990-05-22,BIH,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,ST,199,94 kg,32,Not for Sale,"€108,000 p/m",405,75,Main,15,4,Leader,-,Target Forward,Support,ST,55,10,70,45,75,80,80,15,10,60,65,15,15,70,85,25,15,60,60,35,30,15,95,90,15,55,50,15,25,80,75,20,55,70,70,45,10,15,10,60,95,25,90,65,10,55,90,57,Verona,Hellas Verona
3630,43372277,,Alessandro Cortinovis,2001-01-25,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,"MC,AML,AMC",180,74 kg,21,€2.8M - €5.6M,"€2,700 p/m",30,1,,0,1,Leader,-,Inverted Winger,Support,AML,60,10,85,70,65,60,55,5,15,55,55,35,55,60,80,75,5,50,75,75,45,10,35,45,15,45,50,25,30,80,65,15,60,60,40,25,15,5,10,55,40,35,60,70,5,65,70,57,Verona,Hellas Verona
3631,61093823,nEU,Josh Doig,2002-05-18,SCO,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Fairly Strong,Very Strong,"DL,WBL",189,82 kg,20,€9.6M - €12M,"€50,500 p/m",69,1,U21,0,6,Physical,-,Full-Back,Attack,DL,70,5,50,60,60,55,55,15,15,60,55,35,65,65,75,60,10,45,55,55,20,15,55,75,15,25,50,35,55,70,70,10,75,55,35,60,5,5,10,70,60,65,70,60,5,60,70,57,Verona,Hellas Verona
3632,76064373,nEU,Juan David Cabal,2001-01-08,COL,Italian Serie A,Hellas Verona,Italy (Serie A),Left,Reasonable,Very Strong,DC,186,79 kg,21,€3.5M - €6.8M,"€40,000 p/m",45,1,,0,-,Technical,-,Central Defender,Defend,DC,65,15,60,60,70,65,65,15,5,55,55,20,45,55,60,35,10,25,55,35,40,15,65,65,5,50,35,50,65,60,40,10,60,60,40,65,10,10,15,60,65,65,60,65,15,50,65,57,Verona,Hellas Verona
3633,93083839,,Isak Hien,1999-01-13,SWE,Italian Serie A,Hellas Verona,Italy (Serie A),Right Only,Very Strong,Weak,DC,191,88 kg,23,€325K - €3.2M,"€34,000 p/m",117,6,,0,-,Physical,-,No-Nonsense Centre-Back,Defend,DC,70,5,60,60,60,65,75,5,15,50,50,30,40,50,75,50,15,25,50,40,25,15,65,85,5,35,35,45,65,60,40,10,75,60,25,55,15,10,15,70,85,65,60,55,10,50,65,57,Verona,Hellas Verona
3634,2000205565,nEU,Ibrahim Sulemana Kakari,2003-05-22,GHA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,"DM,MC",184,75 kg,19,€1.1M - €2.3M,"€9,750 p/m",-,-,U20,0,-,Technical,-,Central Midfielder,Support,MC,70,10,55,70,45,45,45,5,15,35,45,40,40,65,15,35,5,40,70,25,40,15,40,50,5,25,50,20,40,60,15,5,70,70,25,60,15,5,10,40,35,70,45,70,15,50,55,57,Verona,Hellas Verona
3635,2000136228,Yth,Nicola Patanè,2004-03-23,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right Only,Very Strong,Weak,"DM,MC",185,74 kg,18,€0 - €75K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Central Midfielder,Attack,MC,40,10,65,55,35,40,20,5,10,45,30,30,25,75,25,40,5,35,60,30,10,10,35,70,15,5,45,5,45,75,45,10,45,45,20,55,5,15,10,35,25,60,40,50,10,45,60,57,Verona,Hellas Verona
3636,2000136229,Loa,Filippo Fabbian,2005-02-12,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right Only,Very Strong,Weak,MC,175,65 kg,17,€35K - €110K,"€1,100 p/m",-,-,,0,-,Technical,-,Mezzala,Support,MC,65,5,65,65,20,30,5,15,15,35,25,15,25,65,30,10,10,30,50,50,25,15,10,20,15,50,45,20,30,65,35,10,65,65,20,15,5,5,5,35,25,45,35,50,5,35,60,57,Verona,Hellas Verona
3637,43392976,Loa,Mattia Chiesa,2000-07-16,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right Only,Very Strong,Weak,GK,190,78 kg,21,€14K - €140K,"€3,000 p/m",21,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,20,55,60,80,55,40,50,55,50,35,35,10,5,65,40,5,25,10,5,10,25,45,5,65,60,30,15,15,10,60,5,60,40,40,10,65,50,65,75,20,25,5,35,10,45,30,30,57,Verona,Hellas Verona
3638,2000022989,Yth,Edoardo Furini,2004-06-23,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,"MR,MC",171,64 kg,18,€26K - €80K,"€1,100 p/m",-,-,,0,-,Physical,-,Winger,Support,MR,70,20,30,65,35,35,15,15,10,20,15,30,40,50,70,35,10,35,55,25,30,10,20,30,5,30,25,30,40,65,40,15,55,50,10,30,5,5,5,35,25,40,40,35,10,55,60,57,Verona,Hellas Verona
3639,2000022986,Wnt,Alessandro Dentale,2004-05-06,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,ST,187,77 kg,18,€18K - €170K,"€1,100 p/m",-,-,,0,-,Physical,-,Poacher,Attack,ST,65,10,55,65,55,35,35,5,15,30,20,20,15,20,90,65,15,65,65,45,30,5,60,65,5,35,25,5,20,75,65,5,65,35,30,30,10,10,10,30,45,20,30,45,15,10,35,57,Verona,Hellas Verona
3640,2000023003,Loa,Giacomo Toniolo,2004-04-01,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,GK,195,81 kg,18,€6K - €55K,"€1,100 p/m",-,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,40,30,35,25,30,30,75,60,60,30,35,20,15,65,55,15,25,15,5,15,40,65,5,60,55,10,10,15,10,75,15,55,45,50,15,45,25,65,35,10,30,5,35,15,45,30,30,57,Verona,Hellas Verona
3641,2000022982,Loa,Nicolò Calabrese,2004-11-16,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Weak,DC,194,80 kg,17,€12K - €120K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Defender,Defend,DC,60,10,60,50,35,30,40,10,5,25,20,10,5,55,35,15,15,5,30,25,25,15,65,70,10,45,20,5,65,40,25,10,45,20,5,60,15,5,10,15,20,55,25,25,5,15,30,57,Verona,Hellas Verona
3642,2000022980,Loa,Edoardo Bernardi,2003-12-12,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Left Only,Weak,Very Strong,"DL,WBL",172,67 kg,18,€0 - €65K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Wing-Back,Defend,DL,60,15,30,60,65,40,45,15,15,40,35,35,45,45,55,40,15,25,40,35,30,10,30,30,5,30,20,25,35,45,50,5,55,45,35,40,5,5,10,45,35,25,45,35,10,40,55,57,Verona,Hellas Verona
3643,43500130,,Diego Coppola,2003-12-28,ITA,Italian Serie A,Hellas Verona,Italy (Serie A),Right,Very Strong,Reasonable,DC,192,87 kg,18,€12.5M - €19M,"€77,000 p/m",4,-,U21,0,-,Physical,-,Central Defender,Defend,DC,65,5,75,60,65,60,70,5,10,60,70,25,25,60,65,50,15,25,55,20,20,5,70,70,15,40,25,55,65,55,25,15,65,55,30,65,5,10,20,70,75,75,55,55,20,35,70,57,Verona,Hellas Verona
