Pitch_Number,count_pass,x_interval_pass,y_interval_pass,percentage_pass,position_pass,action_pass,count_shot,x_interval_shot,y_interval_shot,percentage_shot,position_shot,action_shot,count,x_interval,y_interval,percentage,position,action,percentage_dribble,count_dribble,total_count,total_percentage,pitch_prob,pass_prob,shot_prob,dribble_prob
149,81.0,"(30.0, 35.0)","(20.0, 25.0)",0.0021969080553295,ALL,Pass,0.0,"(30.0, 35.0)","(20.0, 25.0)",0.0,ALL,Shot,0.0,"(30.0, 35.0)","(20.0, 25.0)",0.0,ALL,Dribble,0.0,0.0,81.0,0.0021969080553295,0.0020841373986877653,1.0,0.0,0.0
150,78.0,"(30.0, 35.0)","(25.0, 30.0)",0.0021155410903173,ALL,Pass,0.0,"(30.0, 35.0)","(25.0, 30.0)",0.0,ALL,Shot,3.0,"(30.0, 35.0)","(25.0, 30.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,81.0,0.0047379187126949,0.0020841373986877653,0.9629629629629629,0.0,0.037037037037037035
151,80.0,"(30.0, 35.0)","(30.0, 35.0)",0.0021697857336588,ALL,Pass,0.0,"(30.0, 35.0)","(30.0, 35.0)",0.0,ALL,Shot,1.0,"(30.0, 35.0)","(30.0, 35.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,81.0,0.0030439116077846,0.0020841373986877653,0.9876543209876543,0.0,0.012345679012345678
152,80.0,"(30.0, 35.0)","(35.0, 40.0)",0.0021697857336588,ALL,Pass,0.0,"(30.0, 35.0)","(35.0, 40.0)",0.0,ALL,Shot,2.0,"(30.0, 35.0)","(35.0, 40.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,82.0,0.0039180374819105,0.0021098674900295895,0.975609756097561,0.0,0.024390243902439025
153,135.0,"(30.0, 35.0)","(40.0, 45.0)",0.0036615134255492,ALL,Pass,0.0,"(30.0, 35.0)","(40.0, 45.0)",0.0,ALL,Shot,1.0,"(30.0, 35.0)","(40.0, 45.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,136.0,0.004535639299675,0.0034992924224881,0.9926470588235294,0.0,0.007352941176470588
154,141.0,"(30.0, 35.0)","(45.0, 50.0)",0.0038242473555736,ALL,Pass,0.0,"(30.0, 35.0)","(45.0, 50.0)",0.0,ALL,Shot,2.0,"(30.0, 35.0)","(45.0, 50.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,143.0,0.0055724991038253,0.0036794030618808697,0.986013986013986,0.0,0.013986013986013986
155,145.0,"(30.0, 35.0)","(50.0, 55.0)",0.0039327366422565,ALL,Pass,0.0,"(30.0, 35.0)","(50.0, 55.0)",0.0,ALL,Shot,3.0,"(30.0, 35.0)","(50.0, 55.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,148.0,0.0065551142646341,0.003808053518589991,0.9797297297297297,0.0,0.02027027027027027
156,118.0,"(30.0, 35.0)","(55.0, 60.0)",0.0032004339571467,ALL,Pass,1.0,"(30.0, 35.0)","(55.0, 60.0)",0.0011750881316098,ALL,Shot,2.0,"(30.0, 35.0)","(55.0, 60.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,121.0,0.0061237738370082,0.003113341052360736,0.9752066115702479,0.008264462809917356,0.01652892561983471
157,166.0,"(30.0, 35.0)","(60.0, 65.0)",0.004502305397342,ALL,Pass,0.0,"(30.0, 35.0)","(60.0, 65.0)",0.0,ALL,Shot,3.0,"(30.0, 35.0)","(60.0, 65.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,169.0,0.007124683019719601,0.0043483854367683,0.9822485207100592,0.0,0.01775147928994083
158,138.0,"(30.0, 35.0)","(65.0, 70.0)",0.0037428803905614,ALL,Pass,0.0,"(30.0, 35.0)","(65.0, 70.0)",0.0,ALL,Shot,5.0,"(30.0, 35.0)","(65.0, 70.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,143.0,0.0081135097611907,0.0036794030618808697,0.965034965034965,0.0,0.03496503496503497
159,146.0,"(30.0, 35.0)","(70.0, 75.0)",0.0039598589639273,ALL,Pass,0.0,"(30.0, 35.0)","(70.0, 75.0)",0.0,ALL,Shot,6.0,"(30.0, 35.0)","(70.0, 75.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,152.0,0.0092046142086825,0.003910973883957288,0.9605263157894737,0.0,0.039473684210526314
160,128.0,"(30.0, 35.0)","(75.0, 80.0)",0.003471657173854,ALL,Pass,0.0,"(30.0, 35.0)","(75.0, 80.0)",0.0,ALL,Shot,2.0,"(30.0, 35.0)","(75.0, 80.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,130.0,0.0052199089221057,0.003344911874437154,0.9846153846153847,0.0,0.015384615384615385
161,111.0,"(30.0, 35.0)","(80.0, 85.0)",0.0030105777054515,ALL,Pass,0.0,"(30.0, 35.0)","(80.0, 85.0)",0.0,ALL,Shot,2.0,"(30.0, 35.0)","(80.0, 85.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,113.0,0.0047588294537032,0.002907500321626142,0.9823008849557522,0.0,0.017699115044247787
162,100.0,"(30.0, 35.0)","(85.0, 90.0)",0.0027122321670735,ALL,Pass,1.0,"(30.0, 35.0)","(85.0, 90.0)",0.0011750881316098,ALL,Shot,4.0,"(30.0, 35.0)","(85.0, 90.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,105.0,0.0073838237951867,0.002701659590891548,0.9523809523809523,0.009523809523809525,0.0380952380952381
163,72.0,"(30.0, 35.0)","(90.0, 95.0)",0.0019528071602929,ALL,Pass,13.0,"(30.0, 35.0)","(90.0, 95.0)",0.0152761457109283,ALL,Shot,1.0,"(30.0, 35.0)","(90.0, 95.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,86.0,0.018103078745347,0.0022127878553968865,0.8372093023255814,0.1511627906976744,0.011627906976744186
164,56.0,"(30.0, 35.0)","(95.0, 100.0)",0.0015188500135611,ALL,Pass,21.0,"(30.0, 35.0)","(95.0, 100.0)",0.0246768507638072,ALL,Shot,7.0,"(30.0, 35.0)","(95.0, 100.0)",0.0061188811188811,ALL,Dribble,0.0061188811188811,7.0,84.0,0.0323145818962494,0.002161327672713238,0.6666666666666666,0.25,0.08333333333333333
165,13.0,"(30.0, 35.0)","(100.0, 105.0)",0.0003525901817195,ALL,Pass,29.0,"(30.0, 35.0)","(100.0, 105.0)",0.0340775558166862,ALL,Shot,4.0,"(30.0, 35.0)","(100.0, 105.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,46.0,0.0379266494949091,0.0011835842017239161,0.2826086956521739,0.6304347826086957,0.08695652173913043
166,13.0,"(30.0, 35.0)","(105.0, 110.0)",0.0003525901817195,ALL,Pass,43.0,"(30.0, 35.0)","(105.0, 110.0)",0.0505287896592244,ALL,Shot,8.0,"(30.0, 35.0)","(105.0, 110.0)",0.0069930069930069,ALL,Dribble,0.0069930069930069,8.0,64.0,0.057874386833950804,0.001646725845876753,0.203125,0.671875,0.125
167,10.0,"(30.0, 35.0)","(110.0, 115.0)",0.0002712232167073,ALL,Pass,44.0,"(30.0, 35.0)","(110.0, 115.0)",0.0517038777908343,ALL,Shot,3.0,"(30.0, 35.0)","(110.0, 115.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,57.0,0.054597478629919205,0.001466615206483983,0.17543859649122806,0.7719298245614035,0.05263157894736842
168,4.0,"(30.0, 35.0)","(115.0, 120.0)",0.0001084892866829,ALL,Pass,10.0,"(30.0, 35.0)","(115.0, 120.0)",0.0117508813160987,ALL,Shot,1.0,"(30.0, 35.0)","(115.0, 120.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,15.0,0.0127334964769074,0.00038595137012736397,0.26666666666666666,0.6666666666666666,0.06666666666666667
169,43.0,"(35.0, 40.0)","(0.0, 5.0)",0.0011662598318416,ALL,Pass,0.0,"(35.0, 40.0)","(0.0, 5.0)",0.0,ALL,Shot,1.0,"(35.0, 40.0)","(0.0, 5.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,44.0,0.0020403857059674,0.0011321240190402676,0.9772727272727273,0.0,0.022727272727272728
170,333.0,"(35.0, 40.0)","(5.0, 10.0)",0.0090317331163547,ALL,Pass,0.0,"(35.0, 40.0)","(5.0, 10.0)",0.0,ALL,Shot,0.0,"(35.0, 40.0)","(5.0, 10.0)",0.0,ALL,Dribble,0.0,0.0,333.0,0.0090317331163547,0.008568120416827479,1.0,0.0,0.0
171,108.0,"(35.0, 40.0)","(10.0, 15.0)",0.0029292107404393,ALL,Pass,0.0,"(35.0, 40.0)","(10.0, 15.0)",0.0,ALL,Shot,0.0,"(35.0, 40.0)","(10.0, 15.0)",0.0,ALL,Dribble,0.0,0.0,108.0,0.0029292107404393,0.0027788498649170203,1.0,0.0,0.0
172,75.0,"(35.0, 40.0)","(15.0, 20.0)",0.0020341741253051,ALL,Pass,0.0,"(35.0, 40.0)","(15.0, 20.0)",0.0,ALL,Shot,0.0,"(35.0, 40.0)","(15.0, 20.0)",0.0,ALL,Dribble,0.0,0.0,75.0,0.0020341741253051,0.0019297568506368198,1.0,0.0,0.0
173,71.0,"(35.0, 40.0)","(20.0, 25.0)",0.0019256848386221,ALL,Pass,0.0,"(35.0, 40.0)","(20.0, 25.0)",0.0,ALL,Shot,0.0,"(35.0, 40.0)","(20.0, 25.0)",0.0,ALL,Dribble,0.0,0.0,71.0,0.0019256848386221,0.0018268364852695228,1.0,0.0,0.0
174,88.0,"(35.0, 40.0)","(25.0, 30.0)",0.0023867643070246,ALL,Pass,0.0,"(35.0, 40.0)","(25.0, 30.0)",0.0,ALL,Shot,3.0,"(35.0, 40.0)","(25.0, 30.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,91.0,0.0050091419294022,0.002341438312106008,0.967032967032967,0.0,0.03296703296703297
175,90.0,"(35.0, 40.0)","(30.0, 35.0)",0.0024410089503661,ALL,Pass,0.0,"(35.0, 40.0)","(30.0, 35.0)",0.0,ALL,Shot,0.0,"(35.0, 40.0)","(30.0, 35.0)",0.0,ALL,Dribble,0.0,0.0,90.0,0.0024410089503661,0.0023157082207641835,1.0,0.0,0.0
176,109.0,"(35.0, 40.0)","(35.0, 40.0)",0.0029563330621101,ALL,Pass,0.0,"(35.0, 40.0)","(35.0, 40.0)",0.0,ALL,Shot,1.0,"(35.0, 40.0)","(35.0, 40.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,110.0,0.0038304589362358997,0.002830310047600669,0.990909090909091,0.0,0.00909090909090909
177,123.0,"(35.0, 40.0)","(40.0, 45.0)",0.0033360455655004,ALL,Pass,0.0,"(35.0, 40.0)","(40.0, 45.0)",0.0,ALL,Shot,3.0,"(35.0, 40.0)","(40.0, 45.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,126.0,0.0059584231878780005,0.003241991509069857,0.9761904761904762,0.0,0.023809523809523808
178,137.0,"(35.0, 40.0)","(45.0, 50.0)",0.0037157580688906,ALL,Pass,0.0,"(35.0, 40.0)","(45.0, 50.0)",0.0,ALL,Shot,3.0,"(35.0, 40.0)","(45.0, 50.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,140.0,0.0063381356912682,0.003602212787855397,0.9785714285714285,0.0,0.02142857142857143
179,178.0,"(35.0, 40.0)","(50.0, 55.0)",0.0048277732573908,ALL,Pass,0.0,"(35.0, 40.0)","(50.0, 55.0)",0.0,ALL,Shot,1.0,"(35.0, 40.0)","(50.0, 55.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,179.0,0.0057018991315166,0.004605686350186543,0.994413407821229,0.0,0.00558659217877095
180,265.0,"(35.0, 40.0)","(55.0, 60.0)",0.0071874152427447,ALL,Pass,0.0,"(35.0, 40.0)","(55.0, 60.0)",0.0,ALL,Shot,1.0,"(35.0, 40.0)","(55.0, 60.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,266.0,0.0080615411168705,0.006844204296925254,0.9962406015037594,0.0,0.0037593984962406013
181,194.0,"(35.0, 40.0)","(60.0, 65.0)",0.0052617304041225,ALL,Pass,0.0,"(35.0, 40.0)","(60.0, 65.0)",0.0,ALL,Shot,3.0,"(35.0, 40.0)","(60.0, 65.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,197.0,0.0078841080265001,0.00506882799433938,0.9847715736040609,0.0,0.015228426395939087
182,128.0,"(35.0, 40.0)","(65.0, 70.0)",0.003471657173854,ALL,Pass,0.0,"(35.0, 40.0)","(65.0, 70.0)",0.0,ALL,Shot,2.0,"(35.0, 40.0)","(65.0, 70.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,130.0,0.0052199089221057,0.003344911874437154,0.9846153846153847,0.0,0.015384615384615385
183,116.0,"(35.0, 40.0)","(70.0, 75.0)",0.0031461893138052,ALL,Pass,0.0,"(35.0, 40.0)","(70.0, 75.0)",0.0,ALL,Shot,4.0,"(35.0, 40.0)","(70.0, 75.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,120.0,0.0066426928103086,0.0030876109610189118,0.9666666666666667,0.0,0.03333333333333333
184,108.0,"(35.0, 40.0)","(75.0, 80.0)",0.0029292107404393,ALL,Pass,0.0,"(35.0, 40.0)","(75.0, 80.0)",0.0,ALL,Shot,1.0,"(35.0, 40.0)","(75.0, 80.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,109.0,0.0038033366145651,0.002804579956258845,0.9908256880733946,0.0,0.009174311926605505
185,108.0,"(35.0, 40.0)","(80.0, 85.0)",0.0029292107404393,ALL,Pass,0.0,"(35.0, 40.0)","(80.0, 85.0)",0.0,ALL,Shot,2.0,"(35.0, 40.0)","(80.0, 85.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,110.0,0.004677462488690999,0.002830310047600669,0.9818181818181818,0.0,0.01818181818181818
186,74.0,"(35.0, 40.0)","(85.0, 90.0)",0.0020070518036343,ALL,Pass,4.0,"(35.0, 40.0)","(85.0, 90.0)",0.0047003525264394,ALL,Shot,4.0,"(35.0, 40.0)","(85.0, 90.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,82.0,0.0102039078265771,0.0021098674900295895,0.9024390243902439,0.04878048780487805,0.04878048780487805
187,59.0,"(35.0, 40.0)","(90.0, 95.0)",0.0016002169785733,ALL,Pass,15.0,"(35.0, 40.0)","(90.0, 95.0)",0.017626321974148,ALL,Shot,8.0,"(35.0, 40.0)","(90.0, 95.0)",0.0069930069930069,ALL,Dribble,0.0069930069930069,8.0,82.0,0.0262195459457282,0.0021098674900295895,0.7195121951219512,0.18292682926829268,0.0975609756097561
188,38.0,"(35.0, 40.0)","(95.0, 100.0)",0.0010306482234879,ALL,Pass,21.0,"(35.0, 40.0)","(95.0, 100.0)",0.0246768507638072,ALL,Shot,5.0,"(35.0, 40.0)","(95.0, 100.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,64.0,0.0300781283579244,0.001646725845876753,0.59375,0.328125,0.078125
189,22.0,"(35.0, 40.0)","(100.0, 105.0)",0.0005966910767561,ALL,Pass,29.0,"(35.0, 40.0)","(100.0, 105.0)",0.0340775558166862,ALL,Shot,3.0,"(35.0, 40.0)","(100.0, 105.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,54.0,0.0372966245158199,0.0013894249324585101,0.4074074074074074,0.5370370370370371,0.05555555555555555
190,2.0,"(35.0, 40.0)","(105.0, 110.0)",5.4244643341470026e-05,ALL,Pass,34.0,"(35.0, 40.0)","(105.0, 110.0)",0.0399529964747356,ALL,Shot,4.0,"(35.0, 40.0)","(105.0, 110.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,40.0,0.043503744614580474,0.0010292036536729706,0.05,0.85,0.1
191,4.0,"(35.0, 40.0)","(110.0, 115.0)",0.0001084892866829,ALL,Pass,34.0,"(35.0, 40.0)","(110.0, 115.0)",0.0399529964747356,ALL,Shot,3.0,"(35.0, 40.0)","(110.0, 115.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,41.0,0.04268386338379611,0.0010549337450147947,0.0975609756097561,0.8292682926829268,0.07317073170731707
192,1.0,"(35.0, 40.0)","(115.0, 120.0)",2.7122321670735013e-05,ALL,Pass,6.0,"(35.0, 40.0)","(115.0, 120.0)",0.0070505287896592,ALL,Shot,1.0,"(35.0, 40.0)","(115.0, 120.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,8.0,0.007951776985455735,0.0002058407307345941,0.125,0.75,0.125
193,50.0,"(40.0, 45.0)","(0.0, 5.0)",0.0013561160835367,ALL,Pass,0.0,"(40.0, 45.0)","(0.0, 5.0)",0.0,ALL,Shot,1.0,"(40.0, 45.0)","(0.0, 5.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,51.0,0.0022302419576625,0.0013122346584330375,0.9803921568627451,0.0,0.0196078431372549
194,384.0,"(40.0, 45.0)","(5.0, 10.0)",0.0104149715215622,ALL,Pass,0.0,"(40.0, 45.0)","(5.0, 10.0)",0.0,ALL,Shot,1.0,"(40.0, 45.0)","(5.0, 10.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,385.0,0.011289097395688,0.009906085166602342,0.9974025974025974,0.0,0.0025974025974025974
195,154.0,"(40.0, 45.0)","(10.0, 15.0)",0.0041768375372931,ALL,Pass,0.0,"(40.0, 45.0)","(10.0, 15.0)",0.0,ALL,Shot,0.0,"(40.0, 45.0)","(10.0, 15.0)",0.0,ALL,Dribble,0.0,0.0,154.0,0.0041768375372931,0.003962434066640937,1.0,0.0,0.0
196,104.0,"(40.0, 45.0)","(15.0, 20.0)",0.0028207214537564,ALL,Pass,0.0,"(40.0, 45.0)","(15.0, 20.0)",0.0,ALL,Shot,0.0,"(40.0, 45.0)","(15.0, 20.0)",0.0,ALL,Dribble,0.0,0.0,104.0,0.0028207214537564,0.0026759294995497233,1.0,0.0,0.0
197,74.0,"(40.0, 45.0)","(20.0, 25.0)",0.0020070518036343,ALL,Pass,0.0,"(40.0, 45.0)","(20.0, 25.0)",0.0,ALL,Shot,0.0,"(40.0, 45.0)","(20.0, 25.0)",0.0,ALL,Dribble,0.0,0.0,74.0,0.0020070518036343,0.0019040267592949954,1.0,0.0,0.0
198,107.0,"(40.0, 45.0)","(25.0, 30.0)",0.0029020884187686,ALL,Pass,0.0,"(40.0, 45.0)","(25.0, 30.0)",0.0,ALL,Shot,2.0,"(40.0, 45.0)","(25.0, 30.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,109.0,0.0046503401670203,0.002804579956258845,0.981651376146789,0.0,0.01834862385321101
199,79.0,"(40.0, 45.0)","(30.0, 35.0)",0.002142663411988,ALL,Pass,0.0,"(40.0, 45.0)","(30.0, 35.0)",0.0,ALL,Shot,2.0,"(40.0, 45.0)","(30.0, 35.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,81.0,0.0038909151602397,0.0020841373986877653,0.9753086419753086,0.0,0.024691358024691357
200,118.0,"(40.0, 45.0)","(35.0, 40.0)",0.0032004339571467,ALL,Pass,0.0,"(40.0, 45.0)","(35.0, 40.0)",0.0,ALL,Shot,4.0,"(40.0, 45.0)","(35.0, 40.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,122.0,0.0066969374536501,0.00313907114370256,0.9672131147540983,0.0,0.03278688524590164
201,140.0,"(40.0, 45.0)","(40.0, 45.0)",0.0037971250339029,ALL,Pass,1.0,"(40.0, 45.0)","(40.0, 45.0)",0.0011750881316098,ALL,Shot,1.0,"(40.0, 45.0)","(40.0, 45.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,142.0,0.005846339039638501,0.0036536729705390456,0.9859154929577465,0.007042253521126761,0.007042253521126761
202,121.0,"(40.0, 45.0)","(45.0, 50.0)",0.0032818009221589,ALL,Pass,0.0,"(40.0, 45.0)","(45.0, 50.0)",0.0,ALL,Shot,3.0,"(40.0, 45.0)","(45.0, 50.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,124.0,0.0059041785445365005,0.0031905313263862088,0.9758064516129032,0.0,0.024193548387096774
203,177.0,"(40.0, 45.0)","(50.0, 55.0)",0.00480065093572,ALL,Pass,0.0,"(40.0, 45.0)","(50.0, 55.0)",0.0,ALL,Shot,2.0,"(40.0, 45.0)","(50.0, 55.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,179.0,0.006548902683971699,0.004605686350186543,0.9888268156424581,0.0,0.0111731843575419
204,184.0,"(40.0, 45.0)","(55.0, 60.0)",0.0049905071874152,ALL,Pass,0.0,"(40.0, 45.0)","(55.0, 60.0)",0.0,ALL,Shot,6.0,"(40.0, 45.0)","(55.0, 60.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,190.0,0.010235262432170399,0.00488871735494661,0.968421052631579,0.0,0.031578947368421054
205,278.0,"(40.0, 45.0)","(60.0, 65.0)",0.0075400054244643,ALL,Pass,0.0,"(40.0, 45.0)","(60.0, 65.0)",0.0,ALL,Shot,3.0,"(40.0, 45.0)","(60.0, 65.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,281.0,0.0101623830468419,0.007230155667052618,0.9893238434163701,0.0,0.010676156583629894
206,129.0,"(40.0, 45.0)","(65.0, 70.0)",0.0034987794955248,ALL,Pass,0.0,"(40.0, 45.0)","(65.0, 70.0)",0.0,ALL,Shot,1.0,"(40.0, 45.0)","(65.0, 70.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,130.0,0.0043729053696506,0.003344911874437154,0.9923076923076923,0.0,0.007692307692307693
207,85.0,"(40.0, 45.0)","(70.0, 75.0)",0.0023053973420124,ALL,Pass,0.0,"(40.0, 45.0)","(70.0, 75.0)",0.0,ALL,Shot,3.0,"(40.0, 45.0)","(70.0, 75.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,88.0,0.0049277749643899995,0.002264248038080535,0.9659090909090909,0.0,0.03409090909090909
208,109.0,"(40.0, 45.0)","(75.0, 80.0)",0.0029563330621101,ALL,Pass,0.0,"(40.0, 45.0)","(75.0, 80.0)",0.0,ALL,Shot,5.0,"(40.0, 45.0)","(75.0, 80.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,114.0,0.007326962432739399,0.002933230412967966,0.956140350877193,0.0,0.043859649122807015
209,81.0,"(40.0, 45.0)","(80.0, 85.0)",0.0021969080553295,ALL,Pass,0.0,"(40.0, 45.0)","(80.0, 85.0)",0.0,ALL,Shot,3.0,"(40.0, 45.0)","(80.0, 85.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,84.0,0.0048192856777071,0.002161327672713238,0.9642857142857143,0.0,0.03571428571428571
210,73.0,"(40.0, 45.0)","(85.0, 90.0)",0.0019799294819636,ALL,Pass,7.0,"(40.0, 45.0)","(85.0, 90.0)",0.008225616921269,ALL,Shot,5.0,"(40.0, 45.0)","(85.0, 90.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,85.0,0.014576175773861898,0.0021870577640550623,0.8588235294117647,0.08235294117647059,0.058823529411764705
211,56.0,"(40.0, 45.0)","(90.0, 95.0)",0.0015188500135611,ALL,Pass,21.0,"(40.0, 45.0)","(90.0, 95.0)",0.0246768507638072,ALL,Shot,4.0,"(40.0, 45.0)","(90.0, 95.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,81.0,0.0296922042738717,0.0020841373986877653,0.691358024691358,0.25925925925925924,0.04938271604938271
212,39.0,"(40.0, 45.0)","(95.0, 100.0)",0.0010577705451586,ALL,Pass,32.0,"(40.0, 45.0)","(95.0, 100.0)",0.0376028202115158,ALL,Shot,3.0,"(40.0, 45.0)","(95.0, 100.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,74.0,0.041282968379052,0.0019040267592949954,0.527027027027027,0.43243243243243246,0.04054054054054054
213,23.0,"(40.0, 45.0)","(100.0, 105.0)",0.0006238133984269,ALL,Pass,11.0,"(40.0, 45.0)","(100.0, 105.0)",0.0129259694477085,ALL,Shot,5.0,"(40.0, 45.0)","(100.0, 105.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,39.0,0.0179204122167647,0.0010034735623311462,0.5897435897435898,0.28205128205128205,0.1282051282051282
214,8.0,"(40.0, 45.0)","(105.0, 110.0)",0.0002169785733658,ALL,Pass,30.0,"(40.0, 45.0)","(105.0, 110.0)",0.0352526439482961,ALL,Shot,3.0,"(40.0, 45.0)","(105.0, 110.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,41.0,0.0380920001440395,0.0010549337450147947,0.1951219512195122,0.7317073170731707,0.07317073170731707
215,1.0,"(40.0, 45.0)","(110.0, 115.0)",2.7122321670735013e-05,ALL,Pass,53.0,"(40.0, 45.0)","(110.0, 115.0)",0.0622796709753231,ALL,Shot,0.0,"(40.0, 45.0)","(110.0, 115.0)",0.0,ALL,Dribble,0.0,0.0,54.0,0.06230679329699384,0.0013894249324585101,0.018518518518518517,0.9814814814814815,0.0
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0,ALL,Pass,4.0,"(40.0, 45.0)","(115.0, 120.0)",0.0047003525264394,ALL,Shot,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0,ALL,Dribble,0.0,0.0,4.0,0.0047003525264394,0.00010292036536729706,0.0,1.0,0.0
217,34.0,"(45.0, 50.0)","(0.0, 5.0)",0.0009221589368049,ALL,Pass,0.0,"(45.0, 50.0)","(0.0, 5.0)",0.0,ALL,Shot,0.0,"(45.0, 50.0)","(0.0, 5.0)",0.0,ALL,Dribble,0.0,0.0,34.0,0.0009221589368049,0.000874823105622025,1.0,0.0,0.0
218,73.0,"(45.0, 50.0)","(5.0, 10.0)",0.0019799294819636,ALL,Pass,0.0,"(45.0, 50.0)","(5.0, 10.0)",0.0,ALL,Shot,0.0,"(45.0, 50.0)","(5.0, 10.0)",0.0,ALL,Dribble,0.0,0.0,73.0,0.0019799294819636,0.0018782966679531713,1.0,0.0,0.0
219,119.0,"(45.0, 50.0)","(10.0, 15.0)",0.0032275562788174,ALL,Pass,0.0,"(45.0, 50.0)","(10.0, 15.0)",0.0,ALL,Shot,0.0,"(45.0, 50.0)","(10.0, 15.0)",0.0,ALL,Dribble,0.0,0.0,119.0,0.0032275562788174,0.003061880869677087,1.0,0.0,0.0
220,60.0,"(45.0, 50.0)","(15.0, 20.0)",0.0016273393002441,ALL,Pass,0.0,"(45.0, 50.0)","(15.0, 20.0)",0.0,ALL,Shot,0.0,"(45.0, 50.0)","(15.0, 20.0)",0.0,ALL,Dribble,0.0,0.0,60.0,0.0016273393002441,0.0015438054805094559,1.0,0.0,0.0
221,81.0,"(45.0, 50.0)","(20.0, 25.0)",0.0021969080553295,ALL,Pass,0.0,"(45.0, 50.0)","(20.0, 25.0)",0.0,ALL,Shot,1.0,"(45.0, 50.0)","(20.0, 25.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,82.0,0.0030710339294553,0.0021098674900295895,0.9878048780487805,0.0,0.012195121951219513
222,85.0,"(45.0, 50.0)","(25.0, 30.0)",0.0023053973420124,ALL,Pass,0.0,"(45.0, 50.0)","(25.0, 30.0)",0.0,ALL,Shot,1.0,"(45.0, 50.0)","(25.0, 30.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,86.0,0.0031795232161382,0.0022127878553968865,0.9883720930232558,0.0,0.011627906976744186
