Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected.1,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,90s,Att,Pos,Squad,Player,Pass/90,Shot_Accuracy,Pass_Accuracy
1788,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,27,1995,33.6,1465,1930,75.9,22950,6133,813,978,83.1,479,600,79.8,117,216,54.2,8,7.1,4.9,+0.9,42,138,43,3,166,Matches,33.6,1930.0,MF,Lazio,Sergej Milinković-Savić,57.44047619047619,,75.9
1789,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,25,1997,38.0,1113,1806,61.6,35389,25444,158,160,98.8,551,558,98.7,401,1070,37.5,0,0.5,0.2,-0.5,1,94,2,0,0,Matches,38.0,1806.0,GK,Torino,Vanja Milinković-Savić,47.526315789473685,,61.6
1790,Éder Militão,br BRA,DF,Real Madrid,es La Liga,24,1998,30.0,1660,1881,88.3,31882,10563,648,691,93.8,794,862,92.1,188,273,68.9,0,0.6,0.8,-0.6,6,138,5,1,98,Matches,30.0,1881.0,DF,Real Madrid,Éder Militão,62.7,,88.3
1791,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31,1991,5.7,207,260,79.6,3587,1136,89,101,88.1,89,107,83.2,20,37,54.1,0,0.2,0.2,-0.2,2,17,2,1,20,Matches,5.7,260.0,MF,Crystal Palace,Luka Milivojević,45.614035087719294,,79.6
1792,Luis Milla,es ESP,MF,Getafe,es La Liga,27,1994,20.6,756,974,77.6,13767,4551,351,400,87.8,278,333,83.5,101,183,55.2,3,1.3,1.6,+1.7,29,99,6,3,104,Matches,20.6,974.0,MF,Getafe,Luis Milla,47.28155339805825,,77.6
1793,Pere Milla,es ESP,"FW,MF",Elche,es La Liga,29,1992,20.5,410,585,70.1,6190,1742,224,283,79.2,127,169,75.1,34,63,54.0,1,1.2,1.5,-0.2,14,53,10,2,65,Matches,20.5,585.0,"FW,MF",Elche,Pere Milla,28.536585365853657,,70.1
1794,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20,2002,9.9,311,396,78.5,4366,1069,176,207,85.0,107,122,87.7,13,28,46.4,1,1.6,2.2,-0.6,12,22,12,4,29,Matches,9.9,396.0,MF,Stuttgart,Enzo Millot,40.0,,78.5
1795,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,36,1986,10.1,563,727,77.4,9891,3403,261,291,89.7,238,279,85.3,52,112,46.4,1,0.9,1.6,+0.1,13,61,15,5,70,Matches,10.1,727.0,"MF,DF",Liverpool,James Milner,71.98019801980199,,77.4
1796,Marko Milovanović,rs SRB,FW,Almería,es La Liga,18,2003,0.2,4,9,44.4,53,7,1,2,50.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0.2,9.0,FW,Almería,Marko Milovanović,45.0,,44.4
1797,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,25,1996,33.9,2552,2812,90.8,46165,17303,1026,1090,94.1,1269,1347,94.2,214,295,72.5,2,1.9,0.9,+0.1,10,201,8,2,169,Matches,33.9,2812.0,DF,Napoli,Kim Min-jae,82.94985250737463,,90.8
1798,Yerry Mina,co COL,DF,Everton,eng Premier League,27,1994,6.6,286,325,88.0,4935,1808,117,125,93.6,146,161,90.7,17,27,63.0,0,0.1,0.2,-0.1,1,15,1,0,13,Matches,6.6,325.0,DF,Everton,Yerry Mina,49.24242424242424,,88.0
1799,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,27,1995,8.0,168,259,64.9,2530,689,80,109,73.4,57,75,76.0,13,37,35.1,3,1.4,1.9,+1.6,10,13,12,0,28,Matches,8.0,259.0,"MF,FW",Monaco,Takumi Minamino,32.375,,64.9
1800,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29,1993,35.0,1617,1899,85.2,30932,11677,532,586,90.8,913,984,92.8,153,286,53.5,2,1.4,0.9,+0.6,5,106,6,0,111,Matches,35.0,1899.0,DF,Aston Villa,Tyrone Mings,54.25714285714286,,85.2
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
1801,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23,1999,14.3,721,908,79.4,12216,4925,370,408,90.7,285,338,84.3,58,126,46.0,0,1.4,1.3,-1.4,11,70,13,4,69,Matches,14.3,908.0,DF,Celta Vigo,Óscar Mingueza,63.49650349650349,30.0,79.4
1802,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25,1997,14.4,176,262,67.2,2380,325,107,145,73.8,52,76,68.4,6,14,42.9,0,1.0,0.9,-1.0,9,7,0,0,11,Matches,14.4,262.0,FW,Sevilla,Rafa Mir,18.194444444444443,37.5,67.2
1803,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,26,1995,23.2,653,821,79.5,10323,2484,345,398,86.7,219,263,83.3,54,100,54.0,5,4.2,3.3,+0.8,43,73,32,7,99,Matches,23.2,821.0,MF,Torino,Aleksei Miranchuk,35.38793103448276,,79.5
1804,Juan Miranda,es ESP,DF,Betis,es La Liga,22,2000,16.4,588,830,70.8,9875,5120,277,325,85.2,210,293,71.7,67,142,47.2,2,2.9,2.4,-0.9,21,55,28,9,73,Matches,16.4,830.0,DF,Betis,Juan Miranda,50.60975609756098,,70.8
1805,Antonio Mirante,it ITA,GK,Milan,it Serie A,39,1983,0.0,4,4,100.0,96,57,0,0,,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.0,4.0,GK,Milan,Antonio Mirante,inf,,100.0
1806,Fabio Miretti,it ITA,"MF,FW",Juventus,it Serie A,18,2003,13.7,364,511,71.2,5842,1673,192,236,81.4,135,170,79.4,25,60,41.7,2,1.3,1.3,+0.7,16,39,17,4,60,Matches,13.7,511.0,"MF,FW",Juventus,Fabio Miretti,37.29927007299271,,71.2
1807,Filippo Missori,it ITA,DF,Roma,it Serie A,18,2004,2.0,41,61,67.2,688,291,18,24,75.0,21,28,75.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,2.0,61.0,DF,Roma,Filippo Missori,30.5,,67.2
1808,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,22,1999,32.1,1152,1607,71.7,18235,8262,600,710,84.5,483,635,76.1,53,169,31.4,2,1.2,1.2,+0.8,15,90,21,9,106,Matches,32.1,1607.0,DF,Crystal Palace,Tyrick Mitchell,50.06230529595015,40.4,71.7
1809,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,25,1997,25.8,780,977,79.8,10673,2356,507,570,88.9,214,268,79.9,30,53,56.6,5,6.4,4.9,-1.4,41,45,28,1,90,Matches,25.8,977.0,"FW,MF",Brighton,Kaoru Mitoma,37.86821705426357,31.8,79.8
1810,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,27,1994,22.3,299,496,60.3,4671,970,172,257,66.9,85,132,64.4,31,52,59.6,1,2.3,1.3,-1.3,16,26,10,1,44,Matches,22.3,496.0,FW,Fulham,Aleksandar Mitrović,22.24215246636772,,60.3
1811,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32,1990,18.7,403,512,78.7,8685,3574,106,126,84.1,228,260,87.7,63,111,56.8,0,0.0,0.1,0.0,0,14,0,0,17,Matches,18.7,512.0,DF,Getafe,Stefan Mitrović,27.379679144385022,,78.7
1812,Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,de Bundesliga,25,1997,9.4,326,472,69.1,5021,2310,182,206,88.3,113,168,67.3,21,74,28.4,0,0.8,1.2,-0.8,11,29,7,4,37,Matches,9.4,472.0,"DF,MF",Hertha BSC,Maximilian Mittelstädt,50.212765957446805,,69.1
1813,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,33,1989,22.1,924,1058,87.3,15228,3797,454,497,91.3,361,408,88.5,79,96,82.3,2,2.1,2.4,-0.1,19,93,32,8,133,Matches,22.1,1058.0,MF,Inter,Henrikh Mkhitaryan,47.873303167420815,,87.3
1814,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34,1988,9.0,73,127,57.5,940,170,40,60,66.7,22,44,50.0,2,4,50.0,1,1.1,0.5,-0.1,7,5,5,1,8,Matches,9.0,127.0,FW,Dortmund,Anthony Modeste,14.11111111111111,,57.5
1815,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,36,1985,19.4,1336,1521,87.8,20964,6451,740,786,94.1,414,467,88.7,127,179,70.9,3,4.5,4.2,-1.5,42,153,22,3,182,Matches,19.4,1521.0,MF,Real Madrid,Luka Modrić,78.40206185567011,40.9,87.8
1816,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23,1999,14.8,186,232,80.2,2484,375,111,134,82.8,58,65,89.2,4,5,80.0,3,2.9,1.1,+0.1,27,7,7,1,20,Matches,14.8,232.0,FW,Nice,Terem Moffi,15.675675675675675,,80.2
1817,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23,1999,15.4,154,208,74.0,2056,532,89,117,76.1,54,66,81.8,3,5,60.0,0,0.5,0.7,-0.5,9,14,5,0,20,Matches,15.4,208.0,FW,Lorient,Terem Moffi,13.506493506493506,41.4,74.0
1818,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,24,1997,21.5,215,351,61.3,3003,648,116,183,63.4,65,95,68.4,15,24,62.5,2,1.7,1.1,+0.3,15,17,5,1,22,Matches,21.5,351.0,FW,Nantes,Mostafa Mohamed,16.325581395348838,,61.3
1819,Tobias Mohr,de GER,"DF,MF",Schalke 04,de Bundesliga,26,1995,9.3,308,506,60.9,6380,2809,108,135,80.0,137,193,71.0,55,139,39.6,3,1.6,2.0,+1.4,20,24,13,8,28,Matches,9.3,506.0,"DF,MF",Schalke 04,Tobias Mohr,54.40860215053763,,60.9
1820,Johan Mojica,co COL,DF,Villarreal,es La Liga,29,1992,7.1,318,395,80.5,5334,1393,150,164,91.5,133,153,86.9,27,45,60.0,0,0.9,1.0,-0.9,9,18,3,3,19,Matches,7.1,395.0,DF,Villarreal,Johan Mojica,55.63380281690141,,80.5
1821,Johan Mojica,co COL,"DF,MF",Elche,es La Liga,29,1992,3.0,127,178,71.3,1917,658,64,73,87.7,54,69,78.3,5,21,23.8,0,0.3,0.2,-0.3,3,5,4,1,9,Matches,3.0,178.0,"DF,MF",Elche,Johan Mojica,59.333333333333336,,71.3
1822,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21,2001,0.2,3,6,50.0,52,24,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.2,6.0,DF,Stuttgart,Clinton Mola,30.0,,50.0
1823,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24,1998,31.9,1452,1930,75.2,21725,8461,840,930,90.3,466,653,71.4,94,205,45.9,2,3.9,4.0,-1.9,38,74,49,17,112,Matches,31.9,1930.0,DF,Atlético Madrid,Nahuel Molina,60.50156739811913,,75.2
1824,Salvatore Molina,it ITA,DF,Monza,it Serie A,30,1992,2.5,86,114,75.4,1260,424,49,55,89.1,36,45,80.0,1,8,12.5,0,0.1,0.3,-0.1,2,4,5,4,7,Matches,2.5,114.0,DF,Monza,Salvatore Molina,45.6,,75.4
1825,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,30,1991,12.1,444,565,78.6,7342,2315,201,225,89.3,178,210,84.8,43,90,47.8,2,2.8,2.2,-0.8,23,41,11,4,73,Matches,12.1,565.0,MF,Nantes,Florent Mollet,46.69421487603306,,78.6
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
1826,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,30,1991,4.6,113,152,74.3,1664,410,59,71,83.1,39,45,86.7,5,15,33.3,0,0.4,0.5,-0.4,4,12,2,1,14,Matches,4.6,152.0,MF,Schalke 04,Florent Mollet,33.04347826086957,,74.3
1827,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,24,1998,27.2,1136,1461,77.8,22841,7870,433,490,88.4,516,609,84.7,176,315,55.9,3,1.8,2.2,+1.2,27,170,22,10,175,Matches,27.2,1461.0,"MF,DF",Osasuna,Jon Moncayola,53.713235294117645,25.6,77.8
1828,Monchu,es ESP,MF,Valladolid,es La Liga,22,1999,22.6,833,1054,79.0,16192,4815,369,410,90.0,303,375,80.8,144,231,62.3,2,2.0,1.7,0.0,25,98,5,2,111,Matches,22.6,1054.0,MF,Valladolid,Monchu,46.63716814159292,,79.0
1829,César Montes,mx MEX,DF,Espanyol,es La Liga,25,1997,17.7,624,799,78.1,12344,4658,223,251,88.8,312,367,85.0,81,158,51.3,0,0.0,0.7,0.0,0,46,1,1,41,Matches,17.7,799.0,DF,Espanyol,César Montes,45.14124293785311,,78.1
1830,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,19,2003,2.6,23,40,57.5,228,22,14,20,70.0,4,8,50.0,0,3,0.0,0,0.2,0.3,-0.2,4,1,0,0,0,Matches,2.6,40.0,FW,Sampdoria,Daniele Montevago,15.384615384615383,,57.5
1831,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,25,1997,16.9,661,851,77.7,10029,3892,359,402,89.3,250,322,77.6,34,78,43.6,3,2.1,2.5,+0.9,20,53,13,7,57,Matches,16.9,851.0,DF,Sevilla,Gonzalo Montiel,50.35502958579882,,77.7
1832,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,26,1996,37.0,745,1192,62.5,29263,24967,75,76,98.7,246,251,98.0,421,859,49.0,0,0.0,0.2,0.0,0,65,1,0,0,Matches,37.0,1192.0,GK,Hellas Verona,Lorenzo Montipò,32.21621621621622,,62.5
1833,Martín Montoya,es ESP,DF,Betis,es La Liga,31,1991,5.0,190,244,77.9,2765,1133,107,116,92.2,60,77,77.9,12,31,38.7,0,0.7,0.6,-0.7,4,12,3,2,16,Matches,5.0,244.0,DF,Betis,Martín Montoya,48.8,,77.9
1834,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,29,1992,14.2,212,360,58.9,2944,495,119,193,61.7,62,95,65.3,11,20,55.0,0,0.3,0.5,-0.3,5,16,6,0,23,Matches,14.2,360.0,FW,Bournemouth,Kieffer Moore,25.35211267605634,,58.9
1835,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,18,2003,0.1,1,2,50.0,13,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,2.0,FW,Brighton,Andrew Moran,20.0,45.1,50.0
1836,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,29,1992,21.1,270,422,64.0,3678,551,169,231,73.2,69,117,59.0,17,30,56.7,2,2.0,1.2,0.0,17,6,5,1,17,Matches,21.1,422.0,FW,Atlético Madrid,Álvaro Morata,20.0,,64.0
1837,Jon Morcillo,es ESP,"FW,MF",Athletic Club,es La Liga,23,1998,0.8,32,44,72.7,525,156,18,20,90.0,10,13,76.9,3,7,42.9,1,0.3,0.2,+0.7,4,0,3,1,2,Matches,0.8,44.0,"FW,MF",Athletic Club,Jon Morcillo,55.0,,72.7
1838,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30,1992,14.4,605,730,82.9,9845,2768,298,329,90.6,252,283,89.0,36,64,56.3,1,1.4,1.9,-0.4,12,18,24,6,47,Matches,14.4,730.0,DF,Villarreal,Alberto Moreno,50.69444444444444,,82.9
1839,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29,1993,14.8,581,745,78.0,8524,2588,320,374,85.6,216,266,81.2,24,42,57.1,3,3.0,2.6,0.0,22,15,30,14,37,Matches,14.8,745.0,DF,Aston Villa,Álex Moreno,50.33783783783784,,78.0
1840,Álex Moreno,es ESP,DF,Betis,es La Liga,29,1993,15.0,525,695,75.5,7787,3493,298,332,89.8,180,247,72.9,31,69,44.9,3,1.5,1.4,+1.5,9,38,13,4,44,Matches,15.0,695.0,DF,Betis,Álex Moreno,46.333333333333336,,75.5
1841,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21,2001,7.1,216,324,66.7,3805,1315,90,106,84.9,96,133,72.2,26,65,40.0,0,0.2,0.3,-0.2,3,17,3,1,14,Matches,7.1,324.0,DF,Osasuna,Diego Moreno,45.63380281690141,46.3,66.7
1842,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30,1992,13.7,353,483,73.1,5825,1500,169,216,78.2,129,167,77.2,39,48,81.3,3,2.7,1.4,+0.3,19,35,25,1,68,Matches,13.7,483.0,FW,Villarreal,Gerard Moreno,35.25547445255474,,73.1
1843,Marlos Moreno,co COL,"MF,DF",Troyes,fr Ligue 1,25,1996,0.1,3,4,75.0,40,10,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0.1,4.0,"MF,DF",Troyes,Marlos Moreno,40.0,30.4,75.0
1844,Tete Morente,es ESP,"MF,DF",Elche,es La Liga,25,1996,23.0,571,785,72.7,8632,2680,342,395,86.6,166,228,72.8,44,87,50.6,0,1.1,1.6,-1.1,16,44,19,9,63,Matches,23.0,785.0,"MF,DF",Elche,Tete Morente,34.130434782608695,,72.7
1845,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,19,2003,11.2,403,501,80.4,6210,1890,222,259,85.7,142,169,84.0,27,39,69.2,2,1.0,1.1,+1.0,12,53,12,2,67,Matches,11.2,501.0,MF,Valencia,Ilaix Moriba,44.73214285714286,,80.4
1846,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,23,1999,1.8,36,46,78.3,596,151,19,21,90.5,13,15,86.7,4,7,57.1,0,0.0,0.0,0.0,0,6,0,0,6,Matches,1.8,46.0,MF,Villarreal,Manu Morlanes,25.55555555555556,,78.3
1847,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,23,1999,7.8,190,226,84.1,3121,862,95,111,85.6,67,75,89.3,19,24,79.2,0,0.7,0.5,-0.7,3,20,5,0,26,Matches,7.8,226.0,MF,Mallorca,Manu Morlanes,28.97435897435897,,84.1
1848,Nikola Moro,hr CRO,MF,Bologna,it Serie A,24,1998,13.6,643,806,79.8,11678,3780,284,341,83.3,259,302,85.8,91,126,72.2,5,2.2,1.3,+2.8,18,85,13,3,102,Matches,13.6,806.0,MF,Bologna,Nikola Moro,59.26470588235294,,79.8
1849,Loren Morón,es ESP,FW,Betis,es La Liga,28,1993,0.2,3,4,75.0,29,0,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.2,4.0,FW,Betis,Loren Morón,20.0,,75.0
1850,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,18,2004,1.6,53,65,81.5,828,314,29,33,87.9,20,23,87.0,4,9,44.4,0,0.0,0.0,0.0,0,0,0,0,1,Matches,1.6,65.0,DF,Valencia,Cristhian Mosquera,40.625,,81.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
1851,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,24,1998,21.2,425,610,69.7,6145,958,240,299,80.3,138,194,71.1,21,35,60.0,1,2.1,1.8,-1.1,27,21,14,5,34,Matches,21.2,610.0,"FW,MF",Monza,Dany Mota,28.77358490566038,,69.7
1852,Lebo Mothiba,za RSA,"FW,MF",Strasbourg,fr Ligue 1,26,1996,4.8,75,98,76.5,969,140,42,49,85.7,25,32,78.1,1,6,16.7,0,0.1,0.1,-0.1,1,5,1,0,7,Matches,4.8,98.0,"FW,MF",Strasbourg,Lebo Mothiba,20.416666666666668,,76.5
1853,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,17,2004,12.7,142,202,70.3,1813,340,72,92,78.3,38,48,79.2,8,12,66.7,3,1.8,1.0,+1.2,12,6,8,2,11,Matches,12.7,202.0,FW,Dortmund,Youssoufa Moukoko,15.905511811023622,32.8,70.3
1854,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,27,1994,18.4,253,458,55.2,3503,841,139,238,58.4,89,147,60.5,5,15,33.3,0,0.8,1.3,-0.8,13,26,3,0,32,Matches,18.4,458.0,FW,Brest,Steve Mounié,24.89130434782609,,55.2
1855,Mason Mount,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1999,18.3,585,778,75.2,8688,2236,350,409,85.6,165,216,76.4,44,84,52.4,2,3.0,2.8,-1.0,30,55,27,5,98,Matches,18.3,778.0,"MF,FW",Chelsea,Mason Mount,42.51366120218579,,75.2
1856,Lucas Moura,br BRA,"MF,DF",Tottenham,eng Premier League,29,1992,1.7,62,89,69.7,831,264,39,50,78.0,21,26,80.8,0,3,0.0,0,0.3,0.4,-0.3,4,3,5,1,13,Matches,1.7,89.0,"MF,DF",Tottenham,Lucas Moura,52.35294117647059,,69.7
1857,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,27,1995,7.8,90,163,55.2,1205,235,52,82,63.4,23,50,46.0,5,10,50.0,0,0.8,0.4,-0.8,5,10,2,0,10,Matches,7.8,163.0,FW,Ajaccio,Bevic Moussiti-Oko,20.89743589743589,,55.2
1858,João Moutinho,pt POR,MF,Wolves,eng Premier League,35,1986,19.8,850,1057,80.4,15648,4124,323,362,89.2,412,480,85.8,91,147,61.9,2,2.6,1.9,-0.6,36,105,23,4,132,Matches,19.8,1057.0,MF,Wolves,João Moutinho,53.38383838383838,,80.4
1859,João Moutinho,pt POR,"DF,FW",Spezia,it Serie A,24,1998,0.6,30,42,71.4,405,162,18,20,90.0,9,12,75.0,1,6,16.7,0,0.0,0.0,0.0,1,4,0,0,1,Matches,0.6,42.0,"DF,FW",Spezia,João Moutinho,70.0,,71.4
1860,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,25,1996,26.7,1053,1226,85.9,17981,5126,457,509,89.8,456,506,90.1,94,130,72.3,2,1.0,1.6,+1.0,18,124,13,1,156,Matches,26.7,1226.0,MF,Nantes,Samuel Moutoussamy,45.917602996254686,,85.9
1861,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,17,2004,0.4,5,8,62.5,108,37,2,2,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches,0.4,8.0,FW,West Ham,Divin Mubama,20.0,,62.5
1862,Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,eng Premier League,21,2001,7.3,161,216,74.5,2112,668,104,126,82.5,35,48,72.9,9,23,39.1,2,0.9,1.2,+1.1,10,10,10,0,20,Matches,7.3,216.0,"FW,MF",Chelsea,Mykhailo Mudryk,29.58904109589041,,74.5
1863,François Mughe,cm CMR,MF,Marseille,fr Ligue 1,18,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,0.0,MF,Marseille,François Mughe,0.0,,
1864,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,24,1997,12.6,585,674,86.8,8570,2494,320,342,93.6,220,253,87.0,19,29,65.5,3,2.1,1.4,+0.9,10,17,9,2,26,Matches,12.6,674.0,DF,Paris S-G,Nordi Mukiele,53.49206349206349,,86.8
1865,Mert Müldür,tr TUR,"FW,DF",Sassuolo,it Serie A,23,1999,0.1,3,3,100.0,30,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,3.0,"FW,DF",Sassuolo,Mert Müldür,30.0,,100.0
1866,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,24,1997,19.0,597,733,81.4,15453,10711,130,131,99.2,299,304,98.4,164,292,56.2,0,0.1,0.1,-0.1,2,7,1,0,2,Matches,19.0,733.0,GK,Stuttgart,Florian Müller,38.578947368421055,48.9,81.4
1867,Thomas Müller,de GER,"FW,MF",Bayern Munich,de Bundesliga,32,1989,18.5,621,831,74.7,8689,2465,351,417,84.2,214,281,76.2,22,52,42.3,8,6.6,7.1,+1.4,40,39,37,4,88,Matches,18.5,831.0,"FW,MF",Bayern Munich,Thomas Müller,44.91891891891892,,74.7
1868,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24,1998,10.2,299,390,76.7,6424,1975,73,82,89.0,180,202,89.1,45,99,45.5,0,0.0,0.1,0.0,1,18,1,1,19,Matches,10.2,390.0,DF,Rayo Vallecano,Abdul Mumin,38.23529411764706,33.8,76.7
1869,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26,1996,30.0,651,886,73.5,10519,3417,306,394,77.7,248,313,79.2,56,109,51.4,3,3.1,2.1,-0.1,31,71,11,2,95,Matches,30.0,886.0,MF,Reims,Marshall Munetsi,29.53333333333333,,73.5
1870,Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,29,1992,18.8,890,1110,80.2,14031,4353,480,541,88.7,304,365,83.3,73,137,53.3,3,3.9,3.9,-0.9,47,89,28,4,154,Matches,18.8,1110.0,"MF,FW",Athletic Club,Iker Muniain,59.04255319148936,,80.2
1871,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,24,1997,19.5,781,1027,76.0,13080,5178,389,436,89.2,323,403,80.1,60,132,45.5,1,0.9,1.1,+0.1,14,48,18,11,57,Matches,19.5,1027.0,DF,Real Sociedad,Aihen Muñoz,52.66666666666666,,76.0
1872,Álvaro Muñoz,uy URU,FW,Real Madrid,es La Liga,18,2004,0.9,9,12,75.0,127,22,5,6,83.3,4,6,66.7,0,0,,1,0.3,0.1,+0.7,1,0,1,0,1,Matches,0.9,12.0,FW,Real Madrid,Álvaro Muñoz,13.333333333333332,,75.0
1873,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,19,2002,2.8,90,111,81.1,2025,528,31,35,88.6,34,41,82.9,25,34,73.5,0,0.0,0.0,0.0,0,10,0,0,12,Matches,2.8,111.0,MF,Osasuna,Iker Muñoz,39.642857142857146,,81.1
1874,Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,18,2003,0.1,2,2,100.0,23,15,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.1,2.0,MF,Rayo Vallecano,Pablo Muñoz,20.0,,100.0
1875,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,31,1991,11.9,354,539,65.7,6248,1973,171,224,76.3,117,163,71.8,49,105,46.7,3,3.5,4.1,-0.5,37,29,34,6,71,Matches,11.9,539.0,"FW,MF",Atalanta,Luis Muriel,45.29411764705882,,65.7
