Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,Unnamed: 31_level_0,90s,Att,Pos,Squad,Player,Dribble/90,Shot_Accuracy,Dribble_Accuracy
1360,Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,7.9,444,30,156,185,110,9,444,6,0,0.0,5,83.3,236,1148,575,16,8,2,11,6,260,33,Matches,7.9,6.0,DF,Roma,Rick Karsdorp,0.7594936708860759,,0.0
1361,Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,3.8,243,6,75,105,65,3,243,10,6,60.0,3,30.0,127,728,374,9,10,1,11,7,144,21,Matches,3.8,10.0,DF,Bologna,Denso Kasius,2.631578947368421,,60.0
1362,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,19,2003,0.8,29,1,5,13,11,3,29,1,0,0.0,1,100.0,15,45,23,1,0,0,5,0,17,6,Matches,0.8,1.0,"FW,DF",Stuttgart,Thomas Kastanaras,1.25,,0.0
1363,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,24,1998,14.3,770,20,157,365,258,25,770,34,13,38.2,14,41.2,458,2257,1111,27,19,3,16,19,508,59,Matches,14.3,34.0,"MF,DF",Salernitana,Grigoris Kastanos,2.377622377622377,38.1,38.2
1364,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,23,1998,22.1,675,7,62,272,364,102,674,111,48,43.2,55,49.5,455,3712,1655,71,40,39,68,44,469,165,Matches,22.1,111.0,"FW,MF",Stuttgart,Silas Katompa,5.02262443438914,36.8,43.2
1365,Moise Kean,it ITA,FW,Juventus,it Serie A,22,2000,11.1,333,3,32,146,165,57,333,41,14,34.1,23,56.1,220,1487,667,30,15,20,29,29,252,76,Matches,11.1,41.0,FW,Juventus,Moise Kean,3.6936936936936937,,34.1
1366,Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,10.9,565,83,275,239,55,24,565,7,4,57.1,2,28.6,257,1282,719,2,2,0,6,2,275,4,Matches,10.9,7.0,DF,Everton,Michael Keane,0.6422018348623852,,57.1
1367,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30,1992,8.5,321,10,49,92,188,30,321,30,11,36.7,13,43.3,200,1502,841,39,14,11,16,12,216,68,Matches,8.5,30.0,FW,Fulham,Neeskens Kebano,3.5294117647058822,,36.7
1368,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,4.0,198,13,69,84,49,3,198,10,1,10.0,7,70.0,118,619,225,5,10,1,8,5,96,18,Matches,4.0,10.0,DF,Toulouse,Kévin Keben Biakolo,2.5,,10.0
1369,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,1335,135,600,595,147,17,1335,11,8,72.7,3,27.3,677,2885,1533,15,12,1,17,6,760,29,Matches,24.8,11.0,DF,West Ham,Thilo Kehrer,0.4435483870967742,,72.7
1370,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,372,32,171,190,14,5,372,3,2,66.7,0,0.0,268,1881,994,8,5,0,4,1,237,0,Matches,7.6,3.0,DF,Reims,Check Keita,0.3947368421052631,,66.7
1371,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,27,1995,3.3,206,5,34,114,59,11,206,4,3,75.0,0,0.0,111,536,220,5,6,0,12,7,140,21,Matches,3.3,4.0,MF,Liverpool,Naby Keïta,1.2121212121212122,,75.0
1372,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,7.6,313,10,68,177,73,10,313,9,4,44.4,3,33.3,159,860,401,12,9,1,7,5,174,16,Matches,7.6,9.0,MF,Freiburg,Yannik Keitel,1.1842105263157896,,44.4
1373,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1.0,26,18,26,0,0,0,26,0,0,,0,,18,89,62,0,0,0,0,0,13,0,Matches,1.0,0.0,GK,Liverpool,Caoimhín Kelleher,0.0,,
1374,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,1394,185,752,526,124,9,1394,7,1,14.3,5,71.4,705,3316,1879,14,4,0,16,4,806,10,Matches,22.7,7.0,DF,Bournemouth,Lloyd Kelly,0.3083700440528634,,14.3
1375,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,1644,231,906,701,52,32,1644,17,11,64.7,4,23.5,774,3738,1855,11,2,0,14,7,808,1,Matches,30.1,17.0,DF,Hertha BSC,Marc-Oliver Kempf,0.5647840531561461,,64.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
1376,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,131,0,18,59,58,13,131,13,4,30.8,9,69.2,85,367,142,4,1,3,14,7,94,21,Matches,3.1,13.0,"FW,DF",Valladolid,Kenedy,4.193548387096774,,30.8
1377,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,1477,92,507,717,269,12,1477,23,12,52.2,7,30.4,661,2930,1466,30,24,5,25,8,709,59,Matches,24.9,23.0,DF,Hertha BSC,Jonjoe Kenny,0.923694779116466,,52.2
1378,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,575,25,110,336,133,25,575,18,9,50.0,6,33.3,349,1732,674,14,11,2,23,10,426,43,Matches,11.0,18.0,MF,Barcelona,Franck Kessié,1.6363636363636365,46.8,50.0
1379,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,963,16,147,511,330,48,963,52,24,46.2,21,40.4,665,3607,1536,23,28,4,43,23,592,88,Matches,22.5,52.0,MF,Clermont Foot,Saîf-Eddine Khaoui,2.311111111111111,42.1,46.2
1380,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,713,23,101,361,271,64,713,61,28,45.9,24,39.3,516,3522,1530,40,17,22,49,30,472,91,Matches,18.2,61.0,"FW,MF",Montpellier,Wahbi Khazri,3.351648351648352,,45.9
1381,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,1308,54,368,738,218,19,1308,18,10,55.6,7,38.9,561,2487,762,14,11,1,25,17,687,26,Matches,32.0,18.0,MF,Union Berlin,Rani Khedira,0.5625,,55.6
1382,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,12,0,4,8,0,0,12,0,0,,0,,10,43,15,1,0,0,0,0,8,0,Matches,0.1,0.0,DF,Ajaccio,Anthony Khelifa,0.0,26.8,
1383,Kiké,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,422,15,28,180,217,68,421,20,12,60.0,6,30.0,257,1117,393,16,15,6,58,17,335,58,Matches,11.3,20.0,FW,Osasuna,Kiké,1.7699115044247786,,60.0
1384,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,801,87,442,326,37,7,801,4,2,50.0,1,25.0,510,2877,1621,14,8,0,4,3,528,4,Matches,12.5,4.0,DF,Köln,Luca Kilian,0.32,,50.0
1385,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,2470,432,1460,952,75,26,2470,25,19,76.0,6,24.0,1443,7679,4615,30,15,2,15,9,1699,5,Matches,36.7,25.0,DF,Wolves,Max Kilman,0.6811989100817438,,76.0
1386,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,3073,115,618,1669,809,20,3072,25,13,52.0,8,32.0,1762,8923,3443,42,31,4,26,26,2065,56,Matches,31.2,25.0,MF,Bayern Munich,Joshua Kimmich,0.8012820512820513,,52.0
1387,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,567,59,203,327,39,7,567,3,2,66.7,0,0.0,430,2001,1090,4,8,0,4,5,407,4,Matches,8.1,3.0,DF,Paris S-G,Presnel Kimpembe,0.3703703703703704,,66.7
1388,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,248,31,124,103,22,3,248,1,1,100.0,0,0.0,141,530,171,0,3,0,0,0,148,6,Matches,4.7,1.0,DF,Arsenal,Jakub Kiwior,0.2127659574468085,,100.0
1389,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,953,177,594,307,58,15,953,7,5,71.4,2,28.6,464,2749,1395,13,3,1,8,5,498,6,Matches,16.0,7.0,DF,Spezia,Jakub Kiwior,0.4375,,71.4
1390,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,761,95,432,322,11,2,761,0,0,,0,,458,1956,1166,3,2,0,1,0,535,1,Matches,11.2,0.0,DF,Milan,Simon Kjær,0.0,,
1391,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,40,12,30,10,0,0,40,0,0,,0,,22,61,40,0,0,0,0,0,22,0,Matches,1.0,0.0,DF,Hertha BSC,Pascal Klemens,0.0,,
1392,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21,Matches,3.1,6.0,"MF,FW",Leeds United,Mateusz Klich,1.935483870967741,,33.3
1393,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,873,54,372,458,48,5,873,2,1,50.0,1,50.0,549,2340,1092,5,8,0,3,4,634,12,Matches,10.1,2.0,DF,RB Leipzig,Lukas Klostermann,0.198019801980198,34.9,50.0
1394,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,583,7,48,153,401,65,582,63,30,47.6,30,47.6,358,3045,1553,58,33,22,39,22,392,126,Matches,16.1,63.0,"FW,MF",Valencia,Justin Kluivert,3.913043478260869,,47.6
1395,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,879,31,263,373,265,43,879,63,22,34.9,33,52.4,410,2879,1677,47,26,15,31,9,433,74,Matches,14.3,63.0,DF,Eint Frankfurt,Ansgar Knauff,4.405594405594405,,34.9
1396,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,1965,234,1045,887,45,23,1963,13,11,84.6,1,7.7,1093,5352,2849,12,3,1,15,7,1110,6,Matches,31.9,13.0,DF,Union Berlin,Robin Knoche,0.4075235109717868,,84.6
1397,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27.0,1115,855,1108,8,0,0,1115,1,1,100.0,0,0.0,671,2981,1423,0,0,0,1,0,613,0,Matches,27.0,1.0,GK,Dortmund,Gregor Kobel,0.037037037037037,,100.0
1398,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,1963,263,1051,820,106,32,1963,3,1,33.3,2,66.7,1013,4700,2583,11,8,0,15,1,1102,11,Matches,35.3,3.0,DF,Leeds United,Robin Koch,0.0849858356940509,,33.3
1399,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,0.0,9,0,8,0,1,0,9,2,1,50.0,1,50.0,7,12,3,0,0,0,1,0,3,1,Matches,0.0,2.0,MF,Reims,Samuel Koeberlé,inf,,50.0
1400,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,0.7,39,6,28,11,0,0,39,1,0,0.0,1,100.0,25,196,72,0,0,0,1,0,23,0,Matches,0.7,1.0,DF,Troyes,Rudy Kohon,1.4285714285714286,,0.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,20.5,
1401,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,1447,57,344,867,250,32,1447,22,10,45.5,10,45.5,680,2806,1114,17,15,3,19,8,779,39,Matches,25.5,22.0,MF,Mainz 05,Dominik Kohr,0.8627450980392157,,45.5
1402,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,2244,70,542,1337,376,21,2244,22,13,59.1,8,36.4,1246,4448,2069,15,25,0,21,18,1736,37,Matches,28.3,22.0,MF,Atlético Madrid,Koke,0.7773851590106007,,59.1
1403,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,1547,67,408,831,322,48,1547,12,3,25.0,7,58.3,1140,6231,3393,49,37,6,25,6,994,86,Matches,24.6,12.0,DF,Marseille,Sead Kolašinac,0.4878048780487805,,25.0
1404,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,40,0,2,13,26,5,40,8,4,50.0,4,50.0,27,178,88,4,0,3,6,0,27,15,Matches,0.7,8.0,"FW,DF",Espanyol,Luca Koleosho,11.428571428571429,40.0,50.0
1405,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,1057,17,53,427,597,196,1055,161,71,44.1,68,42.2,632,4510,2287,97,54,66,108,65,824,240,Matches,29.2,161.0,FW,Eint Frankfurt,Randal Kolo Muani,5.513698630136987,,44.1
1406,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,30,1991,0.3,20,0,11,6,3,1,20,0,0,,0,,6,14,3,0,0,0,0,0,13,0,Matches,0.3,0.0,DF,Schalke 04,Timothée Kolodziejczak,0.0,,
1407,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,18,2004,6.4,377,17,156,188,46,5,377,31,25,80.6,5,16.1,252,1643,882,12,15,2,5,8,222,9,Matches,6.4,31.0,DF,Clermont Foot,Cheick Konaté,4.84375,,80.6
1408,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,1317,107,589,691,43,22,1317,14,10,71.4,2,14.3,830,3628,1871,7,7,0,12,4,918,5,Matches,17.2,14.0,DF,Liverpool,Ibrahima Konaté,0.813953488372093,,71.4
1409,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,29,1993,11.2,751,29,196,498,66,8,751,10,5,50.0,2,20.0,413,1449,637,6,7,1,6,10,511,5,Matches,11.2,10.0,MF,Atlético Madrid,Geoffrey Kondogbia,0.8928571428571429,,50.0
1410,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,565,17,59,262,247,68,562,22,14,63.6,6,27.3,380,1873,577,15,13,10,65,27,421,109,Matches,17.5,22.0,FW,Lorient,Ibrahima Koné,1.2571428571428571,,63.6
1411,Manu Koné,fr FRA,MF,Gladbach,de Bundesliga,21,2001,29.0,1796,61,404,1127,302,24,1796,118,57,48.3,38,32.2,1164,6283,3307,59,52,6,81,50,1268,55,Matches,29.0,118.0,MF,Gladbach,Manu Koné,4.068965517241379,,48.3
1412,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,531,52,218,265,54,1,531,19,8,42.1,4,21.1,345,1727,813,14,10,1,14,4,291,16,Matches,10.2,19.0,DF,Ajaccio,Youssouf Koné,1.862745098039216,,42.1
1413,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,24,1997,36.9,2192,349,1280,850,70,22,2192,15,5,33.3,3,20.0,1375,6226,3596,7,9,0,15,5,1533,11,Matches,36.9,15.0,DF,Aston Villa,Ezri Konsa,0.4065040650406504,41.8,33.3
1414,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,2056,85,476,916,691,63,2052,54,28,51.9,23,42.6,1136,5759,3052,60,64,11,48,32,1396,106,Matches,31.8,54.0,MF,Atalanta,Teun Koopmeiners,1.69811320754717,,51.9
1415,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,21,2001,16.9,1144,105,463,614,75,4,1144,12,7,58.3,4,33.3,640,3415,2039,26,15,0,16,13,716,16,Matches,16.9,12.0,DF,Leverkusen,Odilon Kossonou,0.7100591715976332,29.7,58.3
1416,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,29,1992,28.5,1488,41,237,595,674,62,1488,52,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230,Matches,28.5,52.0,"DF,FW",Juventus,Filip Kostić,1.824561403508772,,44.2
1417,Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,29,1992,0.8,45,0,10,16,20,3,45,3,1,33.3,1,33.3,23,172,105,3,1,1,0,1,23,3,Matches,0.8,3.0,"DF,MF",Eint Frankfurt,Filip Kostić,3.75,31.0,33.3
1418,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,942,8,74,324,559,111,942,66,21,31.8,36,54.5,564,2844,1302,50,32,24,80,42,703,203,Matches,20.7,66.0,FW,Fiorentina,Christian Kouamé,3.188405797101449,,31.8
1419,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,1698,113,505,1002,230,19,1698,71,50,70.4,15,21.1,1340,8361,3627,59,47,4,38,25,1180,36,Matches,29.6,71.0,MF,Troyes,Rominigue Kouamé,2.3986486486486487,,70.4
1420,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11.0,546,431,539,7,0,0,546,0,0,,0,,321,1860,997,0,0,0,0,0,263,0,Matches,11.0,0.0,GK,Augsburg,Tomáš Koubek,0.0,,
1421,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,1687,174,793,838,63,19,1687,6,4,66.7,2,33.3,1083,4728,2459,10,8,0,10,2,1209,4,Matches,20.0,6.0,DF,Chelsea,Kalidou Koulibaly,0.3,,66.7
1422,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,2234,117,675,1215,362,45,2234,28,15,53.6,9,32.1,1477,7400,4587,58,52,5,23,18,1611,61,Matches,27.0,28.0,DF,Barcelona,Jules Koundé,1.037037037037037,,53.6
1423,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,796,114,440,334,30,21,796,4,3,75.0,0,0.0,513,3101,1519,3,3,1,3,0,459,1,Matches,14.0,4.0,DF,Montpellier,Boubakar Kouyaté,0.2857142857142857,,75.0
1424,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,363,39,136,166,64,14,363,10,7,70.0,1,10.0,160,725,304,7,4,3,15,9,175,14,Matches,9.8,10.0,MF,Nott'ham Forest,Cheikhou Kouyaté,1.020408163265306,,70.0
1425,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30,Matches,19.0,34.0,MF,Chelsea,Mateo Kovačić,1.7894736842105263,,55.9
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
1426,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,309,10,56,150,105,19,309,5,4,80.0,1,20.0,158,684,254,4,3,2,9,2,191,28,Matches,6.1,5.0,MF,Spezia,Viktor Kovalenko,0.819672131147541,,80.0
1427,Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37,Matches,4.2,16.0,"FW,MF",Schalke 04,Soichiro Kozuki,3.809523809523809,,37.5
1428,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,27,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0.0,0.0,DF,Newcastle Utd,Emil Krafth,,,
1429,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,1108,72,273,610,241,47,1108,51,23,45.1,22,43.1,552,2960,1364,41,21,4,30,21,600,70,Matches,26.2,51.0,MF,Schalke 04,Alex Král,1.9465648854961832,36.8,45.1
1430,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,1244,15,127,637,493,106,1238,58,28,48.3,22,37.9,825,4203,1674,49,34,16,61,33,945,191,Matches,26.5,58.0,"MF,FW",Hoffenheim,Andrej Kramarić,2.188679245283019,,48.3
1431,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,31,1991,24.7,1482,68,450,769,277,41,1482,48,21,43.8,24,50.0,772,3287,1556,26,28,6,26,30,1013,60,Matches,24.7,48.0,MF,Gladbach,Christoph Kramer,1.9433198380566803,,43.8
1432,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,1140,55,313,612,241,16,1140,33,20,60.6,12,36.4,466,2630,1272,35,26,2,26,31,431,38,Matches,27.9,33.0,MF,Schalke 04,Tom Krauß,1.1827956989247312,,60.6
1433,Rasmus Kristensen,dk DEN,DF,Leeds United,eng Premier League,25,1997,21.8,1276,90,470,529,282,23,1276,15,7,46.7,7,46.7,548,1725,833,15,10,4,6,5,633,70,Matches,21.8,15.0,DF,Leeds United,Rasmus Kristensen,0.6880733944954128,,46.7
1434,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25,1997,0.2,4,0,0,2,2,0,4,0,0,,0,,1,2,0,0,0,0,1,0,2,2,Matches,0.2,0.0,FW,Salernitana,Julian Kristoffersen,0.0,,
1435,Raimonds Krollis,lv LVA,"FW,DF",Spezia,it Serie A,20,2001,0.4,16,0,2,5,9,2,16,1,0,0.0,1,100.0,8,54,11,1,0,0,1,1,11,4,Matches,0.4,1.0,"FW,DF",Spezia,Raimonds Krollis,2.5,,0.0
1436,Toni Kroos,de GER,MF,Real Madrid,es La Liga,32,1990,23.9,2633,58,531,1618,506,18,2633,26,9,34.6,10,38.5,1796,8015,4384,51,41,3,10,12,2106,38,Matches,23.9,26.0,MF,Real Madrid,Toni Kroos,1.087866108786611,,34.6
1437,Rade Krunić,ba BIH,MF,Milan,it Serie A,28,1993,18.4,1115,43,284,673,171,24,1115,26,19,73.1,4,15.4,659,3562,1910,31,27,2,10,8,728,21,Matches,18.4,26.0,MF,Milan,Rade Krunić,1.4130434782608696,,73.1
1438,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,34,1988,3.0,144,2,11,62,72,18,144,4,2,50.0,2,50.0,68,317,146,4,3,1,4,3,105,30,Matches,3.0,4.0,"MF,FW",Wolfsburg,Max Kruse,1.3333333333333333,,50.0
1439,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,29,1992,18.2,1017,78,345,486,191,20,1017,8,5,62.5,3,37.5,419,1778,776,11,10,1,13,2,515,50,Matches,18.2,8.0,DF,Freiburg,Lukas Kübler,0.4395604395604395,41.7,62.5
1440,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,21,2001,27.1,1240,6,94,431,736,141,1240,117,49,41.9,50,42.7,841,5895,3281,117,60,66,90,42,929,239,Matches,27.1,117.0,"FW,MF",Real Sociedad,Takefusa Kubo,4.317343173431734,23.3,41.9
1441,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,22,2000,23.0,1048,26,156,394,528,107,1048,112,52,46.4,52,46.4,677,4905,2513,87,46,48,78,52,711,195,Matches,23.0,112.0,"MF,FW",Tottenham,Dejan Kulusevski,4.869565217391305,,46.4
1442,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17,2005,14.7,991,36,271,463,262,22,991,42,16,38.1,24,57.1,644,3390,1567,16,31,3,16,14,570,84,Matches,14.7,42.0,DF,Lyon,Sael Kumbedi,2.857142857142857,,38.1
1443,Marash Kumbulla,al ALB,DF,Roma,it Serie A,22,2000,2.9,204,15,102,100,5,2,204,0,0,,0,,136,615,316,2,1,0,2,0,155,1,Matches,2.9,0.0,DF,Roma,Marash Kumbulla,0.0,,
1444,Pierre Kunde,cm CMR,"MF,FW",Bochum,de Bundesliga,27,1995,4.2,265,11,60,155,57,3,265,9,5,55.6,4,44.4,123,671,312,6,7,0,11,2,122,1,Matches,4.2,9.0,"MF,FW",Bochum,Pierre Kunde,2.142857142857143,,55.6
1445,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,21,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,1,0,0,Matches,0.1,0.0,FW,Stuttgart,Alou Kuol,0.0,,
1446,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,29,1992,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2,Matches,1.5,4.0,DF,Fulham,Layvin Kurzawa,2.6666666666666665,36.1,50.0
1447,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,21,2001,28.0,1548,8,110,486,976,175,1546,199,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291,Matches,28.0,199.0,FW,Napoli,Khvicha Kvaratskhelia,7.107142857142857,35.2,37.7
1448,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,26,1995,24.8,840,28,60,457,333,98,834,73,39,53.4,31,42.5,617,3373,1004,27,20,13,95,48,670,160,Matches,24.8,73.0,FW,Clermont Foot,Grejohn Kyei,2.943548387096774,,53.4
1449,Daniel Kyereh,gh GHA,"MF,FW",Freiburg,de Bundesliga,26,1996,6.2,262,8,36,113,116,16,262,12,3,25.0,7,58.3,147,642,183,5,6,1,21,12,178,24,Matches,6.2,12.0,"MF,FW",Freiburg,Daniel Kyereh,1.935483870967741,,25.0
1450,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,it Serie A,26,1996,7.8,490,20,137,194,163,9,490,17,11,64.7,4,23.5,293,1735,1021,21,15,1,13,8,331,50,Matches,7.8,17.0,"DF,FW",Bologna,Giorgos Kyriakopoulos,2.17948717948718,,64.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
1451,Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,it Serie A,26,1996,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46,Matches,8.5,31.0,"FW,DF",Sassuolo,Giorgos Kyriakopoulos,3.647058823529412,,45.2
1452,César de la Hoz,es ESP,MF,Almería,es La Liga,30,1992,18.6,723,54,247,427,51,10,723,8,4,50.0,4,50.0,324,1233,543,3,5,0,12,4,391,6,Matches,18.6,8.0,MF,Almería,César de la Hoz,0.4301075268817204,,50.0
