Pitch_Number,count,x_interval,y_interval,percentage,position
238,1.0,"(45.0, 50.0)","(105.0, 110.0)",0.0005293806246691371,WBR
239,0.0,"(45.0, 50.0)","(110.0, 115.0)",0.0,WBR
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",0.0,WBR
241,0.0,"(50.0, 55.0)","(0.0, 5.0)",0.0,WBR
242,3.0,"(50.0, 55.0)","(5.0, 10.0)",0.0015881418740074113,WBR
243,7.0,"(50.0, 55.0)","(10.0, 15.0)",0.0037056643726839597,WBR
244,2.0,"(50.0, 55.0)","(15.0, 20.0)",0.0010587612493382743,WBR
245,3.0,"(50.0, 55.0)","(20.0, 25.0)",0.0015881418740074113,WBR
246,2.0,"(50.0, 55.0)","(25.0, 30.0)",0.0010587612493382743,WBR
247,1.0,"(50.0, 55.0)","(30.0, 35.0)",0.0005293806246691371,WBR
248,1.0,"(50.0, 55.0)","(35.0, 40.0)",0.0005293806246691371,WBR
249,1.0,"(50.0, 55.0)","(40.0, 45.0)",0.0005293806246691371,WBR
250,1.0,"(50.0, 55.0)","(45.0, 50.0)",0.0005293806246691371,WBR
251,2.0,"(50.0, 55.0)","(50.0, 55.0)",0.0010587612493382743,WBR
252,3.0,"(50.0, 55.0)","(55.0, 60.0)",0.0015881418740074113,WBR
253,1.0,"(50.0, 55.0)","(60.0, 65.0)",0.0005293806246691371,WBR
254,1.0,"(50.0, 55.0)","(65.0, 70.0)",0.0005293806246691371,WBR
255,1.0,"(50.0, 55.0)","(70.0, 75.0)",0.0005293806246691371,WBR
256,1.0,"(50.0, 55.0)","(75.0, 80.0)",0.0005293806246691371,WBR
257,2.0,"(50.0, 55.0)","(80.0, 85.0)",0.0010587612493382743,WBR
258,6.0,"(50.0, 55.0)","(85.0, 90.0)",0.0031762837480148226,WBR
259,3.0,"(50.0, 55.0)","(90.0, 95.0)",0.0015881418740074113,WBR
260,1.0,"(50.0, 55.0)","(95.0, 100.0)",0.0005293806246691371,WBR
261,5.0,"(50.0, 55.0)","(100.0, 105.0)",0.0026469031233456856,WBR
262,6.0,"(50.0, 55.0)","(105.0, 110.0)",0.0031762837480148226,WBR
263,4.0,"(50.0, 55.0)","(110.0, 115.0)",0.0021175224986765486,WBR
264,5.0,"(50.0, 55.0)","(115.0, 120.0)",0.0026469031233456856,WBR
265,2.0,"(55.0, 60.0)","(0.0, 5.0)",0.0010587612493382743,WBR
266,1.0,"(55.0, 60.0)","(5.0, 10.0)",0.0005293806246691371,WBR
267,4.0,"(55.0, 60.0)","(10.0, 15.0)",0.0021175224986765486,WBR
268,6.0,"(55.0, 60.0)","(15.0, 20.0)",0.0031762837480148226,WBR
269,11.0,"(55.0, 60.0)","(20.0, 25.0)",0.005823186871360508,WBR
270,2.0,"(55.0, 60.0)","(25.0, 30.0)",0.0010587612493382743,WBR
271,5.0,"(55.0, 60.0)","(30.0, 35.0)",0.0026469031233456856,WBR
272,7.0,"(55.0, 60.0)","(35.0, 40.0)",0.0037056643726839597,WBR
273,0.0,"(55.0, 60.0)","(40.0, 45.0)",0.0,WBR
274,0.0,"(55.0, 60.0)","(45.0, 50.0)",0.0,WBR
275,4.0,"(55.0, 60.0)","(50.0, 55.0)",0.0021175224986765486,WBR
276,3.0,"(55.0, 60.0)","(55.0, 60.0)",0.0015881418740074113,WBR
277,7.0,"(55.0, 60.0)","(60.0, 65.0)",0.0037056643726839597,WBR
278,7.0,"(55.0, 60.0)","(65.0, 70.0)",0.0037056643726839597,WBR
279,3.0,"(55.0, 60.0)","(70.0, 75.0)",0.0015881418740074113,WBR
280,3.0,"(55.0, 60.0)","(75.0, 80.0)",0.0015881418740074113,WBR
281,7.0,"(55.0, 60.0)","(80.0, 85.0)",0.0037056643726839597,WBR
282,6.0,"(55.0, 60.0)","(85.0, 90.0)",0.0031762837480148226,WBR
283,9.0,"(55.0, 60.0)","(90.0, 95.0)",0.004764425622022234,WBR
284,6.0,"(55.0, 60.0)","(95.0, 100.0)",0.0031762837480148226,WBR
285,2.0,"(55.0, 60.0)","(100.0, 105.0)",0.0010587612493382743,WBR
286,10.0,"(55.0, 60.0)","(105.0, 110.0)",0.005293806246691371,WBR
287,12.0,"(55.0, 60.0)","(110.0, 115.0)",0.006352567496029645,WBR
288,11.0,"(55.0, 60.0)","(115.0, 120.0)",0.005823186871360508,WBR
289,1.0,"(60.0, 65.0)","(0.0, 5.0)",0.0005293806246691371,WBR
290,1.0,"(60.0, 65.0)","(5.0, 10.0)",0.0005293806246691371,WBR
291,5.0,"(60.0, 65.0)","(10.0, 15.0)",0.0026469031233456856,WBR
292,3.0,"(60.0, 65.0)","(15.0, 20.0)",0.0015881418740074113,WBR
293,6.0,"(60.0, 65.0)","(20.0, 25.0)",0.0031762837480148226,WBR
294,9.0,"(60.0, 65.0)","(25.0, 30.0)",0.004764425622022234,WBR
295,8.0,"(60.0, 65.0)","(30.0, 35.0)",0.004235044997353097,WBR
296,2.0,"(60.0, 65.0)","(35.0, 40.0)",0.0010587612493382743,WBR
297,12.0,"(60.0, 65.0)","(40.0, 45.0)",0.006352567496029645,WBR
298,8.0,"(60.0, 65.0)","(45.0, 50.0)",0.004235044997353097,WBR
299,5.0,"(60.0, 65.0)","(50.0, 55.0)",0.0026469031233456856,WBR
300,9.0,"(60.0, 65.0)","(55.0, 60.0)",0.004764425622022234,WBR
301,12.0,"(60.0, 65.0)","(60.0, 65.0)",0.006352567496029645,WBR
302,6.0,"(60.0, 65.0)","(65.0, 70.0)",0.0031762837480148226,WBR
303,6.0,"(60.0, 65.0)","(70.0, 75.0)",0.0031762837480148226,WBR
304,9.0,"(60.0, 65.0)","(75.0, 80.0)",0.004764425622022234,WBR
305,11.0,"(60.0, 65.0)","(80.0, 85.0)",0.005823186871360508,WBR
306,11.0,"(60.0, 65.0)","(85.0, 90.0)",0.005823186871360508,WBR
307,7.0,"(60.0, 65.0)","(90.0, 95.0)",0.0037056643726839597,WBR
308,24.0,"(60.0, 65.0)","(95.0, 100.0)",0.01270513499205929,WBR
309,8.0,"(60.0, 65.0)","(100.0, 105.0)",0.004235044997353097,WBR
310,11.0,"(60.0, 65.0)","(105.0, 110.0)",0.005823186871360508,WBR
311,3.0,"(60.0, 65.0)","(110.0, 115.0)",0.0015881418740074113,WBR
312,6.0,"(60.0, 65.0)","(115.0, 120.0)",0.0031762837480148226,WBR
313,2.0,"(65.0, 70.0)","(0.0, 5.0)",0.0010587612493382743,WBR
314,3.0,"(65.0, 70.0)","(5.0, 10.0)",0.0015881418740074113,WBR
315,6.0,"(65.0, 70.0)","(10.0, 15.0)",0.0031762837480148226,WBR
316,6.0,"(65.0, 70.0)","(15.0, 20.0)",0.0031762837480148226,WBR
317,5.0,"(65.0, 70.0)","(20.0, 25.0)",0.0026469031233456856,WBR
318,7.0,"(65.0, 70.0)","(25.0, 30.0)",0.0037056643726839597,WBR
319,16.0,"(65.0, 70.0)","(30.0, 35.0)",0.008470089994706194,WBR
320,9.0,"(65.0, 70.0)","(35.0, 40.0)",0.004764425622022234,WBR
321,10.0,"(65.0, 70.0)","(40.0, 45.0)",0.005293806246691371,WBR
322,17.0,"(65.0, 70.0)","(45.0, 50.0)",0.008999470619375331,WBR
323,12.0,"(65.0, 70.0)","(50.0, 55.0)",0.006352567496029645,WBR
324,16.0,"(65.0, 70.0)","(55.0, 60.0)",0.008470089994706194,WBR
325,16.0,"(65.0, 70.0)","(60.0, 65.0)",0.008470089994706194,WBR
326,17.0,"(65.0, 70.0)","(65.0, 70.0)",0.008999470619375331,WBR
327,15.0,"(65.0, 70.0)","(70.0, 75.0)",0.007940709370037057,WBR
328,12.0,"(65.0, 70.0)","(75.0, 80.0)",0.006352567496029645,WBR
329,15.0,"(65.0, 70.0)","(80.0, 85.0)",0.007940709370037057,WBR
330,18.0,"(65.0, 70.0)","(85.0, 90.0)",0.009528851244044468,WBR
331,17.0,"(65.0, 70.0)","(90.0, 95.0)",0.008999470619375331,WBR
332,15.0,"(65.0, 70.0)","(95.0, 100.0)",0.007940709370037057,WBR
333,14.0,"(65.0, 70.0)","(100.0, 105.0)",0.007411328745367919,WBR
334,7.0,"(65.0, 70.0)","(105.0, 110.0)",0.0037056643726839597,WBR
335,8.0,"(65.0, 70.0)","(110.0, 115.0)",0.004235044997353097,WBR
336,5.0,"(65.0, 70.0)","(115.0, 120.0)",0.0026469031233456856,WBR
337,1.0,"(70.0, 75.0)","(0.0, 5.0)",0.0005293806246691371,WBR
338,6.0,"(70.0, 75.0)","(5.0, 10.0)",0.0031762837480148226,WBR
339,4.0,"(70.0, 75.0)","(10.0, 15.0)",0.0021175224986765486,WBR
340,6.0,"(70.0, 75.0)","(15.0, 20.0)",0.0031762837480148226,WBR
341,14.0,"(70.0, 75.0)","(20.0, 25.0)",0.007411328745367919,WBR
342,18.0,"(70.0, 75.0)","(25.0, 30.0)",0.009528851244044468,WBR
343,19.0,"(70.0, 75.0)","(30.0, 35.0)",0.010058231868713605,WBR
344,28.0,"(70.0, 75.0)","(35.0, 40.0)",0.014822657490735839,WBR
345,25.0,"(70.0, 75.0)","(40.0, 45.0)",0.013234515616728428,WBR
346,25.0,"(70.0, 75.0)","(45.0, 50.0)",0.013234515616728428,WBR
347,27.0,"(70.0, 75.0)","(50.0, 55.0)",0.014293276866066702,WBR
348,43.0,"(70.0, 75.0)","(55.0, 60.0)",0.022763366860772894,WBR
349,24.0,"(70.0, 75.0)","(60.0, 65.0)",0.01270513499205929,WBR
350,35.0,"(70.0, 75.0)","(65.0, 70.0)",0.018528321863419798,WBR
351,34.0,"(70.0, 75.0)","(70.0, 75.0)",0.017998941238750663,WBR
352,35.0,"(70.0, 75.0)","(75.0, 80.0)",0.018528321863419798,WBR
353,38.0,"(70.0, 75.0)","(80.0, 85.0)",0.02011646373742721,WBR
354,34.0,"(70.0, 75.0)","(85.0, 90.0)",0.017998941238750663,WBR
355,36.0,"(70.0, 75.0)","(90.0, 95.0)",0.019057702488088937,WBR
356,32.0,"(70.0, 75.0)","(95.0, 100.0)",0.01694017998941239,WBR
357,17.0,"(70.0, 75.0)","(100.0, 105.0)",0.008999470619375331,WBR
358,15.0,"(70.0, 75.0)","(105.0, 110.0)",0.007940709370037057,WBR
359,6.0,"(70.0, 75.0)","(110.0, 115.0)",0.0031762837480148226,WBR
360,6.0,"(70.0, 75.0)","(115.0, 120.0)",0.0031762837480148226,WBR
361,1.0,"(75.0, 80.0)","(0.0, 5.0)",0.0005293806246691371,WBR
362,4.0,"(75.0, 80.0)","(5.0, 10.0)",0.0021175224986765486,WBR
363,4.0,"(75.0, 80.0)","(10.0, 15.0)",0.0021175224986765486,WBR
364,8.0,"(75.0, 80.0)","(15.0, 20.0)",0.004235044997353097,WBR
365,22.0,"(75.0, 80.0)","(20.0, 25.0)",0.011646373742721016,WBR
366,17.0,"(75.0, 80.0)","(25.0, 30.0)",0.008999470619375331,WBR
367,23.0,"(75.0, 80.0)","(30.0, 35.0)",0.012175754367390153,WBR
368,28.0,"(75.0, 80.0)","(35.0, 40.0)",0.014822657490735839,WBR
369,30.0,"(75.0, 80.0)","(40.0, 45.0)",0.015881418740074114,WBR
370,51.0,"(75.0, 80.0)","(45.0, 50.0)",0.026998411858125994,WBR
371,45.0,"(75.0, 80.0)","(50.0, 55.0)",0.02382212811011117,WBR
372,40.0,"(75.0, 80.0)","(55.0, 60.0)",0.021175224986765485,WBR
373,41.0,"(75.0, 80.0)","(60.0, 65.0)",0.02170460561143462,WBR
374,52.0,"(75.0, 80.0)","(65.0, 70.0)",0.02752779248279513,WBR
375,36.0,"(75.0, 80.0)","(70.0, 75.0)",0.019057702488088937,WBR
376,47.0,"(75.0, 80.0)","(75.0, 80.0)",0.024880889359449446,WBR
377,45.0,"(75.0, 80.0)","(80.0, 85.0)",0.02382212811011117,WBR
378,28.0,"(75.0, 80.0)","(85.0, 90.0)",0.014822657490735839,WBR
379,43.0,"(75.0, 80.0)","(90.0, 95.0)",0.022763366860772894,WBR
380,38.0,"(75.0, 80.0)","(95.0, 100.0)",0.02011646373742721,WBR
381,16.0,"(75.0, 80.0)","(100.0, 105.0)",0.008470089994706194,WBR
382,17.0,"(75.0, 80.0)","(105.0, 110.0)",0.008999470619375331,WBR
383,8.0,"(75.0, 80.0)","(110.0, 115.0)",0.004235044997353097,WBR
384,12.0,"(75.0, 80.0)","(115.0, 120.0)",0.006352567496029645,WBR
1,0.0,"(0.0, 5.0)","(0.0, 5.0)",0.0,AMR
2,0.0,"(0.0, 5.0)","(5.0, 10.0)",0.0,AMR
3,0.0,"(0.0, 5.0)","(10.0, 15.0)",0.0,AMR
4,0.0,"(0.0, 5.0)","(15.0, 20.0)",0.0,AMR
5,0.0,"(0.0, 5.0)","(20.0, 25.0)",0.0,AMR
6,0.0,"(0.0, 5.0)","(25.0, 30.0)",0.0,AMR
7,1.0,"(0.0, 5.0)","(30.0, 35.0)",0.0007092198581560284,AMR
8,0.0,"(0.0, 5.0)","(35.0, 40.0)",0.0,AMR
9,0.0,"(0.0, 5.0)","(40.0, 45.0)",0.0,AMR
10,2.0,"(0.0, 5.0)","(45.0, 50.0)",0.0014184397163120568,AMR
11,0.0,"(0.0, 5.0)","(50.0, 55.0)",0.0,AMR
12,0.0,"(0.0, 5.0)","(55.0, 60.0)",0.0,AMR
13,1.0,"(0.0, 5.0)","(60.0, 65.0)",0.0007092198581560284,AMR
14,0.0,"(0.0, 5.0)","(65.0, 70.0)",0.0,AMR
15,0.0,"(0.0, 5.0)","(70.0, 75.0)",0.0,AMR
16,1.0,"(0.0, 5.0)","(75.0, 80.0)",0.0007092198581560284,AMR
17,1.0,"(0.0, 5.0)","(80.0, 85.0)",0.0007092198581560284,AMR
18,2.0,"(0.0, 5.0)","(85.0, 90.0)",0.0014184397163120568,AMR
19,0.0,"(0.0, 5.0)","(90.0, 95.0)",0.0,AMR
20,4.0,"(0.0, 5.0)","(95.0, 100.0)",0.0028368794326241137,AMR
21,0.0,"(0.0, 5.0)","(100.0, 105.0)",0.0,AMR
22,1.0,"(0.0, 5.0)","(105.0, 110.0)",0.0007092198581560284,AMR
23,1.0,"(0.0, 5.0)","(110.0, 115.0)",0.0007092198581560284,AMR
24,20.0,"(0.0, 5.0)","(115.0, 120.0)",0.014184397163120567,AMR
25,0.0,"(5.0, 10.0)","(0.0, 5.0)",0.0,AMR
26,0.0,"(5.0, 10.0)","(5.0, 10.0)",0.0,AMR
27,1.0,"(5.0, 10.0)","(10.0, 15.0)",0.0007092198581560284,AMR
28,0.0,"(5.0, 10.0)","(15.0, 20.0)",0.0,AMR
29,0.0,"(5.0, 10.0)","(20.0, 25.0)",0.0,AMR
30,1.0,"(5.0, 10.0)","(25.0, 30.0)",0.0007092198581560284,AMR
31,0.0,"(5.0, 10.0)","(30.0, 35.0)",0.0,AMR
32,0.0,"(5.0, 10.0)","(35.0, 40.0)",0.0,AMR
33,1.0,"(5.0, 10.0)","(40.0, 45.0)",0.0007092198581560284,AMR
34,1.0,"(5.0, 10.0)","(45.0, 50.0)",0.0007092198581560284,AMR
35,3.0,"(5.0, 10.0)","(50.0, 55.0)",0.002127659574468085,AMR
36,2.0,"(5.0, 10.0)","(55.0, 60.0)",0.0014184397163120568,AMR
37,3.0,"(5.0, 10.0)","(60.0, 65.0)",0.002127659574468085,AMR
38,4.0,"(5.0, 10.0)","(65.0, 70.0)",0.0028368794326241137,AMR
39,1.0,"(5.0, 10.0)","(70.0, 75.0)",0.0007092198581560284,AMR
40,3.0,"(5.0, 10.0)","(75.0, 80.0)",0.002127659574468085,AMR
41,2.0,"(5.0, 10.0)","(80.0, 85.0)",0.0014184397163120568,AMR
42,4.0,"(5.0, 10.0)","(85.0, 90.0)",0.0028368794326241137,AMR
43,1.0,"(5.0, 10.0)","(90.0, 95.0)",0.0007092198581560284,AMR
44,2.0,"(5.0, 10.0)","(95.0, 100.0)",0.0014184397163120568,AMR
45,1.0,"(5.0, 10.0)","(100.0, 105.0)",0.0007092198581560284,AMR
46,6.0,"(5.0, 10.0)","(105.0, 110.0)",0.00425531914893617,AMR
47,5.0,"(5.0, 10.0)","(110.0, 115.0)",0.0035460992907801418,AMR
48,3.0,"(5.0, 10.0)","(115.0, 120.0)",0.002127659574468085,AMR
49,0.0,"(10.0, 15.0)","(0.0, 5.0)",0.0,AMR
50,0.0,"(10.0, 15.0)","(5.0, 10.0)",0.0,AMR
51,0.0,"(10.0, 15.0)","(10.0, 15.0)",0.0,AMR
52,0.0,"(10.0, 15.0)","(15.0, 20.0)",0.0,AMR
53,0.0,"(10.0, 15.0)","(20.0, 25.0)",0.0,AMR
54,0.0,"(10.0, 15.0)","(25.0, 30.0)",0.0,AMR
55,2.0,"(10.0, 15.0)","(30.0, 35.0)",0.0014184397163120568,AMR
56,1.0,"(10.0, 15.0)","(35.0, 40.0)",0.0007092198581560284,AMR
57,1.0,"(10.0, 15.0)","(40.0, 45.0)",0.0007092198581560284,AMR
58,2.0,"(10.0, 15.0)","(45.0, 50.0)",0.0014184397163120568,AMR
59,4.0,"(10.0, 15.0)","(50.0, 55.0)",0.0028368794326241137,AMR
60,1.0,"(10.0, 15.0)","(55.0, 60.0)",0.0007092198581560284,AMR
61,1.0,"(10.0, 15.0)","(60.0, 65.0)",0.0007092198581560284,AMR
62,5.0,"(10.0, 15.0)","(65.0, 70.0)",0.0035460992907801418,AMR
63,4.0,"(10.0, 15.0)","(70.0, 75.0)",0.0028368794326241137,AMR
64,0.0,"(10.0, 15.0)","(75.0, 80.0)",0.0,AMR
65,7.0,"(10.0, 15.0)","(80.0, 85.0)",0.004964539007092199,AMR
66,3.0,"(10.0, 15.0)","(85.0, 90.0)",0.002127659574468085,AMR
67,7.0,"(10.0, 15.0)","(90.0, 95.0)",0.004964539007092199,AMR
68,3.0,"(10.0, 15.0)","(95.0, 100.0)",0.002127659574468085,AMR
69,0.0,"(10.0, 15.0)","(100.0, 105.0)",0.0,AMR
70,1.0,"(10.0, 15.0)","(105.0, 110.0)",0.0007092198581560284,AMR
71,2.0,"(10.0, 15.0)","(110.0, 115.0)",0.0014184397163120568,AMR
72,0.0,"(10.0, 15.0)","(115.0, 120.0)",0.0,AMR
73,0.0,"(15.0, 20.0)","(0.0, 5.0)",0.0,AMR
74,0.0,"(15.0, 20.0)","(5.0, 10.0)",0.0,AMR
75,0.0,"(15.0, 20.0)","(10.0, 15.0)",0.0,AMR
76,0.0,"(15.0, 20.0)","(15.0, 20.0)",0.0,AMR
77,0.0,"(15.0, 20.0)","(20.0, 25.0)",0.0,AMR
78,0.0,"(15.0, 20.0)","(25.0, 30.0)",0.0,AMR
79,0.0,"(15.0, 20.0)","(30.0, 35.0)",0.0,AMR
80,0.0,"(15.0, 20.0)","(35.0, 40.0)",0.0,AMR
81,0.0,"(15.0, 20.0)","(40.0, 45.0)",0.0,AMR
82,0.0,"(15.0, 20.0)","(45.0, 50.0)",0.0,AMR
83,1.0,"(15.0, 20.0)","(50.0, 55.0)",0.0007092198581560284,AMR
84,2.0,"(15.0, 20.0)","(55.0, 60.0)",0.0014184397163120568,AMR
85,2.0,"(15.0, 20.0)","(60.0, 65.0)",0.0014184397163120568,AMR
86,2.0,"(15.0, 20.0)","(65.0, 70.0)",0.0014184397163120568,AMR
87,2.0,"(15.0, 20.0)","(70.0, 75.0)",0.0014184397163120568,AMR
88,4.0,"(15.0, 20.0)","(75.0, 80.0)",0.0028368794326241137,AMR
89,1.0,"(15.0, 20.0)","(80.0, 85.0)",0.0007092198581560284,AMR
90,5.0,"(15.0, 20.0)","(85.0, 90.0)",0.0035460992907801418,AMR
91,2.0,"(15.0, 20.0)","(90.0, 95.0)",0.0014184397163120568,AMR
92,3.0,"(15.0, 20.0)","(95.0, 100.0)",0.002127659574468085,AMR
93,1.0,"(15.0, 20.0)","(100.0, 105.0)",0.0007092198581560284,AMR
94,0.0,"(15.0, 20.0)","(105.0, 110.0)",0.0,AMR
95,2.0,"(15.0, 20.0)","(110.0, 115.0)",0.0014184397163120568,AMR
96,1.0,"(15.0, 20.0)","(115.0, 120.0)",0.0007092198581560284,AMR
97,0.0,"(20.0, 25.0)","(0.0, 5.0)",0.0,AMR
98,0.0,"(20.0, 25.0)","(5.0, 10.0)",0.0,AMR
99,0.0,"(20.0, 25.0)","(10.0, 15.0)",0.0,AMR
100,0.0,"(20.0, 25.0)","(15.0, 20.0)",0.0,AMR
101,1.0,"(20.0, 25.0)","(20.0, 25.0)",0.0007092198581560284,AMR
102,1.0,"(20.0, 25.0)","(25.0, 30.0)",0.0007092198581560284,AMR
103,0.0,"(20.0, 25.0)","(30.0, 35.0)",0.0,AMR
104,1.0,"(20.0, 25.0)","(35.0, 40.0)",0.0007092198581560284,AMR
105,3.0,"(20.0, 25.0)","(40.0, 45.0)",0.002127659574468085,AMR
106,1.0,"(20.0, 25.0)","(45.0, 50.0)",0.0007092198581560284,AMR
107,3.0,"(20.0, 25.0)","(50.0, 55.0)",0.002127659574468085,AMR
108,3.0,"(20.0, 25.0)","(55.0, 60.0)",0.002127659574468085,AMR
109,2.0,"(20.0, 25.0)","(60.0, 65.0)",0.0014184397163120568,AMR
110,3.0,"(20.0, 25.0)","(65.0, 70.0)",0.002127659574468085,AMR
111,1.0,"(20.0, 25.0)","(70.0, 75.0)",0.0007092198581560284,AMR
112,3.0,"(20.0, 25.0)","(75.0, 80.0)",0.002127659574468085,AMR
113,8.0,"(20.0, 25.0)","(80.0, 85.0)",0.005673758865248227,AMR
114,6.0,"(20.0, 25.0)","(85.0, 90.0)",0.00425531914893617,AMR
115,8.0,"(20.0, 25.0)","(90.0, 95.0)",0.005673758865248227,AMR
116,4.0,"(20.0, 25.0)","(95.0, 100.0)",0.0028368794326241137,AMR
117,3.0,"(20.0, 25.0)","(100.0, 105.0)",0.002127659574468085,AMR
118,2.0,"(20.0, 25.0)","(105.0, 110.0)",0.0014184397163120568,AMR
119,3.0,"(20.0, 25.0)","(110.0, 115.0)",0.002127659574468085,AMR
120,2.0,"(20.0, 25.0)","(115.0, 120.0)",0.0014184397163120568,AMR
121,0.0,"(25.0, 30.0)","(0.0, 5.0)",0.0,AMR
122,0.0,"(25.0, 30.0)","(5.0, 10.0)",0.0,AMR
123,0.0,"(25.0, 30.0)","(10.0, 15.0)",0.0,AMR
124,0.0,"(25.0, 30.0)","(15.0, 20.0)",0.0,AMR
125,1.0,"(25.0, 30.0)","(20.0, 25.0)",0.0007092198581560284,AMR
126,1.0,"(25.0, 30.0)","(25.0, 30.0)",0.0007092198581560284,AMR
127,0.0,"(25.0, 30.0)","(30.0, 35.0)",0.0,AMR
128,1.0,"(25.0, 30.0)","(35.0, 40.0)",0.0007092198581560284,AMR
129,1.0,"(25.0, 30.0)","(40.0, 45.0)",0.0007092198581560284,AMR
130,2.0,"(25.0, 30.0)","(45.0, 50.0)",0.0014184397163120568,AMR
131,3.0,"(25.0, 30.0)","(50.0, 55.0)",0.002127659574468085,AMR
132,6.0,"(25.0, 30.0)","(55.0, 60.0)",0.00425531914893617,AMR
133,5.0,"(25.0, 30.0)","(60.0, 65.0)",0.0035460992907801418,AMR
134,4.0,"(25.0, 30.0)","(65.0, 70.0)",0.0028368794326241137,AMR
135,9.0,"(25.0, 30.0)","(70.0, 75.0)",0.006382978723404255,AMR
136,5.0,"(25.0, 30.0)","(75.0, 80.0)",0.0035460992907801418,AMR
137,8.0,"(25.0, 30.0)","(80.0, 85.0)",0.005673758865248227,AMR
138,10.0,"(25.0, 30.0)","(85.0, 90.0)",0.0070921985815602835,AMR
139,8.0,"(25.0, 30.0)","(90.0, 95.0)",0.005673758865248227,AMR
140,2.0,"(25.0, 30.0)","(95.0, 100.0)",0.0014184397163120568,AMR
141,4.0,"(25.0, 30.0)","(100.0, 105.0)",0.0028368794326241137,AMR
142,1.0,"(25.0, 30.0)","(105.0, 110.0)",0.0007092198581560284,AMR
143,1.0,"(25.0, 30.0)","(110.0, 115.0)",0.0007092198581560284,AMR
144,1.0,"(25.0, 30.0)","(115.0, 120.0)",0.0007092198581560284,AMR
145,0.0,"(30.0, 35.0)","(0.0, 5.0)",0.0,AMR
146,0.0,"(30.0, 35.0)","(5.0, 10.0)",0.0,AMR
147,0.0,"(30.0, 35.0)","(10.0, 15.0)",0.0,AMR
148,0.0,"(30.0, 35.0)","(15.0, 20.0)",0.0,AMR
149,0.0,"(30.0, 35.0)","(20.0, 25.0)",0.0,AMR
150,0.0,"(30.0, 35.0)","(25.0, 30.0)",0.0,AMR
151,1.0,"(30.0, 35.0)","(30.0, 35.0)",0.0007092198581560284,AMR
152,1.0,"(30.0, 35.0)","(35.0, 40.0)",0.0007092198581560284,AMR
153,2.0,"(30.0, 35.0)","(40.0, 45.0)",0.0014184397163120568,AMR
154,2.0,"(30.0, 35.0)","(45.0, 50.0)",0.0014184397163120568,AMR
155,4.0,"(30.0, 35.0)","(50.0, 55.0)",0.0028368794326241137,AMR
156,3.0,"(30.0, 35.0)","(55.0, 60.0)",0.002127659574468085,AMR
157,4.0,"(30.0, 35.0)","(60.0, 65.0)",0.0028368794326241137,AMR
158,8.0,"(30.0, 35.0)","(65.0, 70.0)",0.005673758865248227,AMR
159,6.0,"(30.0, 35.0)","(70.0, 75.0)",0.00425531914893617,AMR
160,8.0,"(30.0, 35.0)","(75.0, 80.0)",0.005673758865248227,AMR
161,6.0,"(30.0, 35.0)","(80.0, 85.0)",0.00425531914893617,AMR
162,12.0,"(30.0, 35.0)","(85.0, 90.0)",0.00851063829787234,AMR
163,6.0,"(30.0, 35.0)","(90.0, 95.0)",0.00425531914893617,AMR
164,8.0,"(30.0, 35.0)","(95.0, 100.0)",0.005673758865248227,AMR
165,0.0,"(30.0, 35.0)","(100.0, 105.0)",0.0,AMR
166,0.0,"(30.0, 35.0)","(105.0, 110.0)",0.0,AMR
167,1.0,"(30.0, 35.0)","(110.0, 115.0)",0.0007092198581560284,AMR
168,0.0,"(30.0, 35.0)","(115.0, 120.0)",0.0,AMR
169,0.0,"(35.0, 40.0)","(0.0, 5.0)",0.0,AMR
170,0.0,"(35.0, 40.0)","(5.0, 10.0)",0.0,AMR
171,1.0,"(35.0, 40.0)","(10.0, 15.0)",0.0007092198581560284,AMR
172,0.0,"(35.0, 40.0)","(15.0, 20.0)",0.0,AMR
173,2.0,"(35.0, 40.0)","(20.0, 25.0)",0.0014184397163120568,AMR
174,0.0,"(35.0, 40.0)","(25.0, 30.0)",0.0,AMR
175,0.0,"(35.0, 40.0)","(30.0, 35.0)",0.0,AMR
176,0.0,"(35.0, 40.0)","(35.0, 40.0)",0.0,AMR
177,2.0,"(35.0, 40.0)","(40.0, 45.0)",0.0014184397163120568,AMR
178,1.0,"(35.0, 40.0)","(45.0, 50.0)",0.0007092198581560284,AMR
179,5.0,"(35.0, 40.0)","(50.0, 55.0)",0.0035460992907801418,AMR
180,13.0,"(35.0, 40.0)","(55.0, 60.0)",0.009219858156028368,AMR
181,13.0,"(35.0, 40.0)","(60.0, 65.0)",0.009219858156028368,AMR
182,10.0,"(35.0, 40.0)","(65.0, 70.0)",0.0070921985815602835,AMR
183,6.0,"(35.0, 40.0)","(70.0, 75.0)",0.00425531914893617,AMR
184,6.0,"(35.0, 40.0)","(75.0, 80.0)",0.00425531914893617,AMR
185,7.0,"(35.0, 40.0)","(80.0, 85.0)",0.004964539007092199,AMR
186,3.0,"(35.0, 40.0)","(85.0, 90.0)",0.002127659574468085,AMR
187,7.0,"(35.0, 40.0)","(90.0, 95.0)",0.004964539007092199,AMR
188,6.0,"(35.0, 40.0)","(95.0, 100.0)",0.00425531914893617,AMR
189,2.0,"(35.0, 40.0)","(100.0, 105.0)",0.0014184397163120568,AMR
190,0.0,"(35.0, 40.0)","(105.0, 110.0)",0.0,AMR
